Timecode,Content
"00:06:01,720 --> 00:06:03,680","Schafer: Ah, that's crazy. Dillon: Like look how accurate."
"00:06:05,420 --> 00:06:09,580",Schafer: Right. Now click on the outer space there. Dillon: It's fine.
"00:06:09,580 --> 00:06:11,720",Schafer: Let me see this. Let me see this.
"00:06:13,120 --> 00:06:15,986","Dillon: Oh, you're breaking the illusion.. Schafer: Oh, crash."
"00:06:15,986 --> 00:06:17,866",It was a really good puzzle.
"00:06:19,360 --> 00:06:25,600","Brandon is a genius and a great programmer and also someone who has like a deep love,"
"00:06:25,600 --> 00:06:31,640",a deeper understanding of the low level systems required but also a real affinity for adventure games and tools and pipeline.
"00:06:31,640 --> 00:06:34,940","Dillon: So like this is honestly the stuff that I'm most excited about, right."
"00:06:34,940 --> 00:06:42,633","It's like, you know, coming up with a tool chain for everybody to use, where like, you know, whatever crazy idea that Tim has, we can get it into the game"
"00:06:42,640 --> 00:06:46,707",as quickly as possible and actually see whether or not it works.
"00:06:46,707 --> 00:06:50,000",And tune it up so that it can be as good as it can be.
"00:06:50,000 --> 00:06:52,040",I like being behind the scenes.
"00:06:53,160 --> 00:06:58,160","Schafer: That's crazy, OK. Programming is actually happening, on the game All right, you guys."
"00:06:58,160 --> 00:07:02,440",Awesome. That's cool. We're actually doing actual work.
"00:07:03,700 --> 00:07:05,900",Schafer: I Probably should go design it now.
"00:07:07,940 --> 00:07:13,167","Dillon: It's really nice to just get something on the screen and like that's always the first step to, like it's very clarifying"
"00:07:13,167 --> 00:07:20,800","to, you know, have stuff present and actually interactive, because then it's easy to figure out what to do next basically."
"00:07:26,240 --> 00:07:28,120",Rice: Oliver. Franzke: Hello!
"00:07:28,240 --> 00:07:29,340","What have you got, man?"
"00:07:29,920 --> 00:07:31,280",Franzke: It's pretty cool.
"00:07:33,880 --> 00:07:35,000",Rice: This is the game?
"00:07:35,180 --> 00:07:39,481",Franzke: It's kind of a game. Rice: Oh nice! Walking in 3-D space.
"00:07:39,860 --> 00:07:46,280","Franzke: Well, it's like scaling it vertically, but that's, that's pretty much how we're going to do it in the final game as well."
"00:07:46,280 --> 00:07:51,520",Rice: So all these are flat planes and you're just scaling the size of the character?
"00:07:51,980 --> 00:08:00,620",Rice: And then we've got Oliver and he's doing a lot of system work on the engine and getting the engine kind of in shape.
"00:08:00,620 --> 00:08:03,360",Franzke: Well I was born in Germany of course i'm from Germany.
"00:08:03,366 --> 00:08:05,266","In fact, from East Germany."
"00:08:06,140 --> 00:08:13,300","So because of historic reasons I can be here today, otherwise I would probably be in Moscow right now, I guess."
"00:08:13,300 --> 00:08:19,640","I'd probably follow the people that work in the industry, like from a young age, you know, I always was playing games and was interested in the medium."
"00:08:19,640 --> 00:08:26,433","It's certainly kind of strange to be here now, to actually write adventure game from scratch."
"00:08:26,440 --> 00:08:30,500","It's kind of cool, I guess it's what a lot of people in the gaming industry kind of dream about"
"00:08:30,500 --> 00:08:33,980","and would love to do and it's kind of, it's awesome to be here now at this time"
"00:08:33,980 --> 00:08:37,679","and like be able to be part of this project, for sure."
"00:08:37,679 --> 00:08:39,899",It's very exciting.
"00:08:41,059 --> 00:08:47,080","I should probably mention that this is not the final game, so please nobody freak out at this point yet."
"00:08:47,560 --> 00:08:50,480","Schafer: You know, I've never worked with Oliver before directly."
"00:08:50,480 --> 00:08:52,100",He's worked on Once Upon a Monster.
"00:08:52,100 --> 00:08:56,433","And it's funny, he worked on the special edition of Monkey Island back at Lucas."
"00:08:56,440 --> 00:08:58,140",Also he's German.
"00:09:01,500 --> 00:09:07,826","Franzke: And if I have time, which would be awesome, like to actually dialogue system so you can initiate like a dialogue with some..."
"00:09:07,826 --> 00:09:09,426",some other thing in the world.
"00:09:09,426 --> 00:09:14,900","Kipnis: So what we're looking at is an implementation of that, of a dialogue sequencer."
"00:09:14,900 --> 00:09:17,460",We have this database of lines.
"00:09:17,460 --> 00:09:19,894",So i'm just using that to test out my system.
"00:09:19,900 --> 00:09:26,866",So I wrote this little test dataset that the red bots are going to insult each other with.
"00:09:26,866 --> 00:09:30,946","And so, yeah, let me show you what it actually looks like when you play it."
"00:09:32,180 --> 00:09:36,847","My friends had Nintendo and that was, that was the best for me."
"00:09:36,847 --> 00:09:40,507",Like I remember I played a lot of Super Mario Brothers.
"00:09:41,066 --> 00:09:49,200","And I mean, that kind of blew my mind at the time, because when I was growing up I was kind of the oldest kid."
"00:09:49,200 --> 00:09:55,799",And I would come up with games to play with everyone else to entertain them and stuff.
"00:09:55,799 --> 00:10:01,919",And I realized when I played Super Mario Brothers that this was kind of the same thing.
"00:10:01,920 --> 00:10:08,626",Like someone made up like this like little world for other people to experience and to see.
"00:10:08,626 --> 00:10:11,387",And you didn't even have to be there; And it was just like magical.
"00:10:11,387 --> 00:10:15,400",It was like magical technology where I can do this stuff that I had been doing as a child.
"00:10:15,400 --> 00:10:18,667","That was like my dream. I got my dream job somehow, basically."
"00:10:18,667 --> 00:10:25,161","Schafer: And she, Anna's been implementing my dialogue longer than anybody in the world."
"00:10:25,161 --> 00:10:27,781",What the hell is that sound? [siren in background].
"00:10:27,781 --> 00:10:29,281",That happens every Tuesday at noon.
"00:10:29,760 --> 00:10:32,720",It's not Tuesday. It is Tuesday.
"00:10:33,340 --> 00:10:35,320","You know, you hear this robot voice?"
"00:10:39,860 --> 00:10:41,040",Where's the robot voice?
"00:10:41,040 --> 00:10:41,540",Oh.
"00:10:41,540 --> 00:10:43,940",[faint distorted voice in background].
"00:10:43,940 --> 00:10:44,980",You can barely even hear that.
"00:10:44,980 --> 00:10:47,300","What if that was saying ""get out of the building""?"
"00:10:47,307 --> 00:10:48,733",I don't know.
"00:10:48,740 --> 00:10:51,580","It sounds like, like our government has been shut down."
"00:10:52,440 --> 00:10:57,413","You are all loyal servants of the...ok so I was saying,"
"00:10:57,420 --> 00:11:02,646","I mean no one's had to implement more of my dialogue ever than Anna, probably because she's been doing it since Psychonauts."
"00:11:02,646 --> 00:11:09,566","And hopefully on this game, I mean she's... I haven't written a lot of dialogue yet, but she already knows kind of what I'm going to write structurally."
"00:11:09,566 --> 00:11:12,146",And so she's already writing the systems to implement that.
"00:11:12,720 --> 00:11:16,020","Rice: So then we've also got Lee Petty, who is the art director."
"00:11:16,900 --> 00:11:19,100",Petty: It's kind of hard to tune for unless you have...
"00:11:19,100 --> 00:11:23,000",Rice: This is the old one and this is the new one.
"00:11:23,500 --> 00:11:24,566",Petty: That's the old one?
"00:11:24,566 --> 00:11:26,246","Rice: This is the old one, yeah."
"00:11:26,246 --> 00:11:27,340",Petty: That's a little different than I remember it.
"00:11:27,480 --> 00:11:31,880",Petty: I've pretty much been in the game industry since 1996 constantly.
"00:11:32,220 --> 00:11:33,620",I was at Accolade for about five years.
"00:11:33,620 --> 00:11:37,953","I worked on a variety of projects there, some of which shipped, some of which didn't."
"00:11:37,960 --> 00:11:39,227",I actually was cursed.
"00:11:39,227 --> 00:11:42,247","I don't remember how many years, but I think it was like my first three years in the industry,"
"00:11:42,247 --> 00:11:44,107",everything I worked on was cancelled.
"00:11:44,300 --> 00:11:46,100","It was like, ahhh."
"00:11:46,100 --> 00:11:49,666",I can't get a single game on my resume.
"00:11:49,666 --> 00:11:53,186","Luckily games didn't take three years to make each back then, right?"
"00:11:53,186 --> 00:11:54,306","Schafer: Yeah, Lee's been here for a while."
"00:11:54,306 --> 00:11:58,106","He was, came in, in the middle of Brutal Legend and took it over and made it look good."
"00:11:58,740 --> 00:12:00,520",He's been in the industry for a long time.
"00:12:00,520 --> 00:12:06,600","I think if you look at him you can see the, it's a wear on his face from the games industry."
"00:12:06,600 --> 00:12:08,566","No, he's worked on the games for a long time."
"00:12:08,566 --> 00:12:10,726","He knows, he knows everything."
"00:12:10,726 --> 00:12:12,454","He's, you know, he's run his own projects."
"00:12:12,460 --> 00:12:15,193",He ran Stacking all by himself. I didn't get involved in that at all.
"00:12:15,200 --> 00:12:17,580",He wrote the dialogue for it. He did everything.
"00:12:17,580 --> 00:12:20,420",So we're lucky to have him on projects for a little while.
"00:12:20,420 --> 00:12:22,960",I'm trying to figure out whether we can steal him for good or not.
"00:12:23,220 --> 00:12:26,121",But there's so many other things we need him to do.
"00:12:26,300 --> 00:12:28,680","Don't let him see this footage, though, 'cause he'll ask for a raise."
"00:12:30,360 --> 00:12:33,880",Rice: Yeah. We're starting to get like a team on the game.
"00:12:34,080 --> 00:12:36,546","Schafer: This is the nightmare team from hell, you guys."
"00:12:36,660 --> 00:12:39,800","You've never seen a sicker, crazier team."
"00:12:40,533 --> 00:12:44,233",Petty: I'm getting Wi-Fi but it's not connecting to the Skype.
"00:12:44,233 --> 00:12:45,833","Did you, you signed out on purpose, right?"
"00:12:45,833 --> 00:12:47,700","Rice: Yeah, because it went away."
"00:12:47,700 --> 00:12:49,000","Petty: Yeah, I don't know what's going on."
"00:12:49,000 --> 00:12:52,960",Skype server seemed like they're having issues.
"00:12:52,960 --> 00:12:55,560","Schafer: OK, this is the first stand-up. Isn't it exciting?"
"00:12:55,560 --> 00:12:57,327",We can't do it without Bagel. You can't get Bagel?
"00:12:57,760 --> 00:12:59,340",Rice: Internet's being weird.
"00:12:59,340 --> 00:13:00,506",Kipnis: Should we just call him?
"00:13:00,600 --> 00:13:01,900","Schafer: Bagel, we're having troubles with Skype."
"00:13:01,900 --> 00:13:03,400",Can we just speaker-phone you in?
"00:13:04,060 --> 00:13:05,240","Bagel: Yeah, let's do it."
"00:13:05,240 --> 00:13:06,940","Schafer: OK, we're doing it."
"00:13:06,940 --> 00:13:08,340",Rice: Is that all the way up?
"00:13:08,340 --> 00:13:10,507",Schafer: That's as loud as it gets.
"00:13:10,507 --> 00:13:13,787","Say hi, Bagel. Bagel: Hey, everybody."
"00:13:13,900 --> 00:13:19,907","Rice: And then we've also got, we've always had Bagel on, doing like concept arts and backgrounds and stuff like that."
"00:13:19,960 --> 00:13:27,100",But now we've got an art director on the project that'll actually start trying to take those images that Bagel has made
"00:13:27,100 --> 00:13:32,520",and figure out how to actually get them in a game and get them to be like working game assets.
"00:13:32,520 --> 00:13:34,754","Schafer: Bagel Stapley, Nathan."
"00:13:34,920 --> 00:13:36,653",Stapley: Buddy.
"00:13:36,660 --> 00:13:40,060",Schafer: Look at that baaaaaaa. Lee Petty is here.
"00:13:40,240 --> 00:13:41,280","Petty: What's up, Bagel?"
"00:13:41,280 --> 00:13:42,780",Schafer: Lee Petoir is here.
"00:13:43,266 --> 00:13:44,166",Stapley: Can you hear me? How is it?
"00:13:44,166 --> 00:13:46,266","Schafer: Yeah. I can hear you, can you hear me?"
"00:13:46,266 --> 00:13:47,266","Stapley: Yeah, I can hear you."
"00:13:47,266 --> 00:13:49,853","Schafer: Oh, man. I haven't paid my property taxes."
"00:13:49,860 --> 00:13:51,627",So embarrassing.
"00:13:51,627 --> 00:13:57,300",So one of the main things I want to do is pick what you're going to paint for Lee to mess with in after-effects.
"00:13:58,080 --> 00:14:00,347",Stapley: Yeah. Schafer: Remember that? Stapley: Yeah.
"00:14:00,347 --> 00:14:02,073",So is that how we're going to do it?
"00:14:02,080 --> 00:14:05,046",Like I'm thinking of layers basically.
"00:14:05,046 --> 00:14:08,841","Petty: The goal is just to get like a type of environment, you know."
"00:14:08,841 --> 00:14:14,234","Like maybe it looks like something that the player could walk, kind of left or right and have it scroll or into."
"00:14:14,240 --> 00:14:16,140",Kind of either one we could explore.
"00:14:16,140 --> 00:14:21,080","Schafer: Right now he's taking, you know, Bagel's work and Bagel's not a very technical person"
"00:14:21,080 --> 00:14:23,980",so he just paints these awesome paintings.
"00:14:23,980 --> 00:14:27,020",But then making it actually look good in the game is a whole different thing.
"00:14:27,020 --> 00:14:34,460",And so we've got Lee working on actually making that a realized game playing world.
"00:14:34,460 --> 00:14:38,327","And it's really fun to see them working together, because they're so different but they're putting together this, I think,"
"00:14:38,327 --> 00:14:41,220",awesome looking visual style.
"00:14:42,060 --> 00:14:44,760",Schafer: There's a lot of cabins in here.
"00:14:44,760 --> 00:14:46,660","Petty: Hey, that'd be a good one, Tim. That cabin."
"00:14:46,660 --> 00:14:51,080","So if you wanted the player walk into the screen there, like it's a little slightly different"
"00:14:51,080 --> 00:14:54,046",but similar to that whole circus sequence in Monkey one.
"00:14:54,046 --> 00:14:58,440",You just walk into that and they can make a move up to that top shot basically.
"00:14:58,440 --> 00:15:01,399",Petty: We haven't designed in the actual characters yet for the game.
"00:15:01,399 --> 00:15:04,466",Tim is still writing and coming up with exactly what the world is.
"00:15:04,466 --> 00:15:10,446",So we just sort of picked a character out of one of Bagel's sketches and put it into the game.
"00:15:10,446 --> 00:15:12,846","And we needed to do, you know, we just needed it to move around."
"00:15:12,846 --> 00:15:15,340",So I just did some really quick animation on it.
"00:15:15,340 --> 00:15:19,500",It's certainly not great animation but just to get it to kind of move around the world.
"00:15:20,120 --> 00:15:21,300",And follow the camera.
"00:15:21,300 --> 00:15:27,820","And so I think, you know, you kind of get a sense of, is how the camera might follow the player and kind of lag behind the player."
"00:15:28,440 --> 00:15:30,133",How it might move around the screen.
"00:15:30,133 --> 00:15:37,433","And you'll see that one of the things we're doing here with this character is that as he's in this canopy, he's kind of tinted green and darker."
"00:15:37,433 --> 00:15:40,500","And as he emerges into the sun, here he becomes a little brighter."
"00:15:40,500 --> 00:15:44,360","And we don't really have, you know, any true lighting that's going to paint it into the painting,"
"00:15:44,360 --> 00:15:50,819",but I'm doing some simple things where we're using like color gradients based on location of the world and kind of multiplying it in this character.
"00:15:50,820 --> 00:15:53,253",Just with the goal of getting to feel part of that environment.
"00:15:53,260 --> 00:15:58,087",And that's a type of trick that we could do technically in the game image if we wanted to.
"00:15:58,087 --> 00:15:59,181",And it's really quick to do.
"00:15:59,181 --> 00:16:01,541",But it's enough to help him harmonize with the environment.
"00:16:09,200 --> 00:16:13,033",Schafer: Please join me in welcoming Mr. Chris Remo to the company.
"00:16:13,033 --> 00:16:20,840",[Applause] Schafer: Remo's our community manager.
"00:16:20,840 --> 00:16:23,300","He's been here now for two weeks or so, ish."
"00:16:23,300 --> 00:16:24,520","Chris, could you please stand up."
"00:16:24,980 --> 00:16:31,560",[Laughter] Any questions about any of that stuff before we talk about projects?
"00:16:31,560 --> 00:16:34,960","I'll give you the update on Double Fine Adventures, awesome game."
"00:16:35,520 --> 00:16:42,060","I'm working on design stuff and we have a team actually working on tools and engine and visual,"
"00:16:42,560 --> 00:16:44,626",pre-visualization of what the art side will look like.
"00:16:44,626 --> 00:16:49,126","And I'm putting together one of my deliverables for the milestone, in a couple weeks."
"00:16:49,126 --> 00:16:50,306",It's like a story document and stuff.
"00:16:50,306 --> 00:16:55,500",And at that point I'll be like probably sharing more info about the game with other people company-wide.
"00:16:56,000 --> 00:16:59,100","Rice: Well I mean, Tim's been doing brainstorming stuff for a while."
"00:16:59,240 --> 00:17:04,947","And that's still what he's doing, just kind of holing up in his office and figuring out what the game is."
"00:17:08,660 --> 00:17:11,425","Schafer: You know, at the very beginning I'm locked in my room a lot writing dialogue."
"00:17:11,425 --> 00:17:16,453",But then I kind of have the job of pulling this whole thing down the road.
"00:17:16,780 --> 00:17:19,013","You know, so I was ready to finally pitch to the team."
"00:17:19,020 --> 00:17:21,819","I'm not really, haven't really felt right to pitch to the whole company yet."
"00:17:21,819 --> 00:17:24,699","That'll come later but, so I pitched to the whole team."
"00:17:24,700 --> 00:17:27,380",Schafer: OK. So I'm going to talk about the game today with everybody.
"00:17:27,380 --> 00:17:31,040",And some people have heard about it and some people have not.
"00:17:31,040 --> 00:17:32,640",Did I talk to you about the game?
"00:17:33,540 --> 00:17:36,240","Some people have not, not just you."
"00:17:36,240 --> 00:17:41,333",[Laughter] Petty: There're several people in Wisconsin.
"00:17:41,333 --> 00:17:42,953","Schafer: As you see, I've made a lot of progress."
"00:17:42,960 --> 00:17:46,480",I've designed some monster designs. Rice: I like it.
"00:17:47,820 --> 00:17:53,440",Schafer: And then I was going to go and do some detail about some ideas for the beginning of one side of the story.
"00:17:53,440 --> 00:17:58,200","Just 'cause the first example, like a sample game play and then we can all tear it apart"
"00:17:58,200 --> 00:18:00,520","and talk about how it's never, never, never going to work."
"00:18:01,820 --> 00:18:03,920",Schafer: And it's an interesting process where...
"00:18:06,500 --> 00:18:10,680",deciding when to solicit feedback and when to actually sell.
"00:18:10,680 --> 00:18:13,713",It's like sometimes you're selling and sometimes looking for feedback.
"00:18:13,720 --> 00:18:20,960","And the idea... And early on I could sense like in the meeting, 'cause we talked about that as being a feedback session about the pitch and stuff."
"00:18:21,140 --> 00:18:25,007","I realized I didn't want any feedback right then, like any in-depth feedback."
"00:18:25,007 --> 00:18:30,926",So I kind of pitched the game and then kind of moved the meeting forward and ended it and because there is an early stage
"00:18:30,926 --> 00:18:34,454",where you don't want any feedback because it doesn't really mean anything.
"00:18:34,460 --> 00:18:39,487",Because they don't know still entirely what you're thinking and they might have an image in their head
"00:18:39,487 --> 00:18:42,680",but it probably isn't exactly like what I have in my head.
"00:18:42,680 --> 00:18:47,653",So I almost don't want their opinion of it because they're not talking about the thing I'm talking about.
"00:18:47,660 --> 00:18:50,460","They're talking about their own, how they see it."
"00:18:50,460 --> 00:18:54,180",Offscreen Voice: Can I contribute as a devil's advocate?
"00:18:55,466 --> 00:18:57,446",Schafer: I like where this is going.
"00:18:57,446 --> 00:19:02,466",Remo: To me the strongest parts of this by far are the thematic aspects of the two characters in parallel.
"00:19:02,466 --> 00:19:06,420","Especially switching between those, I think, could be incredibly important and really, really cool."
"00:19:06,420 --> 00:19:13,580",Both in terms of game play and aesthetics and the stuff supporting that seems so high-concept to me that it might end up being top-heavy.
"00:19:13,580 --> 00:19:18,740","Like it seems, it just seems like a really complicated thing."
"00:19:19,940 --> 00:19:26,500","Schafer: People at, you know, at that meeting can bring up any sort of problems but it's just too early, you know."
"00:19:30,120 --> 00:19:32,920","I dare them. Nice try, Chris Remo."
"00:19:32,920 --> 00:19:34,987",What were we thinking inviting that guy to the meeting?
"00:19:34,987 --> 00:19:39,100","Hey, maybe this thing you're doing shouldn't be done. Thanks."
"00:19:39,620 --> 00:19:41,140",Remo: That's... I mean...
"00:19:42,140 --> 00:19:46,760","Schafer: I guess because I see it working in my head, it isn't that complicated."
"00:19:46,760 --> 00:19:53,466","I see that being like just providing a structure, actually, to how everything has to behave."
"00:19:53,466 --> 00:19:58,406","Schafer: I do want is like when I say the idea, what other ideas that makes that person think of."
"00:19:58,406 --> 00:20:00,700",Like you know what would be cool? And how they want to add to it.
"00:20:00,700 --> 00:20:02,520",Petty: I love hearing new ideas.
"00:20:02,520 --> 00:20:09,620","I like, Tim is a very, a lot of times Tim, the way he describes ideas is like, like the fact he described a box cover for a game"
"00:20:09,620 --> 00:20:11,787",that doesn't exist is a very Tim thing to do.
"00:20:11,787 --> 00:20:16,540","Like he has, he's not an artist per se, like visual artist, but he thinks very visually."
"00:20:16,540 --> 00:20:20,446","And I think that's helpful for someone like me and it's probably why we work so well together, is, you know,"
"00:20:20,446 --> 00:20:26,980","he's got these ideas and I can sort of, you know, as he's drawing out the birthday cakes and stuff like that"
"00:20:26,980 --> 00:20:28,000",I probably shouldn't talk about...
"00:20:28,000 --> 00:20:33,380","As he's drawing out some of the ideas on the white board in really simple fashion, I'm immediately starting to think about like,"
"00:20:33,380 --> 00:20:37,374","well, how's that going to put together in the space and how can we emphasize that or make that work."
"00:20:37,380 --> 00:20:39,813",And so that's exciting to hear.
"00:20:39,820 --> 00:20:42,353",Schafer: Anyway. So you pick which side you're on.
"00:20:42,360 --> 00:20:46,527","I've only been, I've been working on this one a little bit."
"00:20:46,527 --> 00:20:51,020",So imagine it would just kind of scroll the boy off the screen.
"00:20:51,020 --> 00:20:54,940",And she would be sitting here leaning on this tree on a hillside.
"00:20:57,280 --> 00:21:01,247",My drawing gets worse and worse the more people are watching.
"00:21:01,247 --> 00:21:05,587",Kipnis: Are those her legs? Schafer: It could be Lee: She's a tick.
"00:21:05,587 --> 00:21:08,907","Schafer: Yeah, turns out she's a tick in the end."
"00:21:09,320 --> 00:21:13,540","Kipnis: They're both human. Schafer: They're human, yeah, yeah, they're human."
"00:21:16,000 --> 00:21:23,166","Petty: Yeah, I think the idea's really cool and I think visually, I think there's a lot of interesting stuff that we have,"
"00:21:23,166 --> 00:21:27,000","I haven't really had a chance to talk to Tim yet, but I think there's a lot of interesting stuff thematically"
"00:21:27,000 --> 00:21:28,840",that is appealing to me.
"00:21:28,840 --> 00:21:31,940","I mean, there's this sort of almost Tale of Two Cities quality to it."
"00:21:31,940 --> 00:21:37,306",I can see a lot of good ambiguity in the way that that story is structured.
"00:21:37,306 --> 00:21:39,300","I think that's really, will be great."
"00:21:39,300 --> 00:21:44,200","And to be a way that we, from a design and narrative way move the genre forward a little bit."
