"Timecode","Content"
"00:04:16,820 --> 00:04:17,928","Oh, here it is."
"00:04:17,928 --> 00:04:19,588","Delivering on a Kickstarter promise."
"00:04:19,588 --> 00:04:21,808","That's nice. Good."
"00:04:23,320 --> 00:04:24,180","Here, Oliver."
"00:04:25,260 --> 00:04:27,010","Here's one for you. Franzke: Thanks."
"00:04:27,010 --> 00:04:27,718","Schafer: Takes the cake."
"00:04:27,720 --> 00:04:28,620","Head in the clouds."
"00:04:33,280 --> 00:04:34,420","Here, want one of these?"
"00:04:34,960 --> 00:04:35,860","Kipnis: What is it?"
"00:04:36,580 --> 00:04:37,940","Schafer: It's our article, Game Informer."
"00:04:40,020 --> 00:04:42,380","Schafer: See if you can find it, see if you can find it."
"00:04:42,880 --> 00:04:45,142","There's a special article I wrote about you in there."
"00:04:45,142 --> 00:04:45,942","Schafer: Can I drop these off?"
"00:04:46,600 --> 00:04:50,021","Game Informer, Double Fine, yay, they came."
"00:04:50,080 --> 00:04:51,580","I heard you tearing through the script."
"00:04:51,580 --> 00:04:54,480","Petty: I was just, Schafer: One take Petty."
"00:04:55,460 --> 00:04:59,272","Petty: There were a few improvised lines about anal dildos, but no, there weren't."
"00:04:59,800 --> 00:05:00,640","Just kidding."
"00:05:00,640 --> 00:05:02,687","Schafer: Thanks for pointing that out, 'cause the camera's here."
"00:05:03,560 --> 00:05:05,540","Petty: Hey Paul! Whenever Paul's around I think of anal dildos."
"00:05:05,540 --> 00:05:06,460","Schafer: He's kidding."
"00:05:06,460 --> 00:05:08,280","Those anal dildo lines are written in the script."
"00:05:08,700 --> 00:05:10,580","He's always taking credit for the best stuff."
"00:05:11,700 --> 00:05:15,025","Schafer: You probably heard of the company's outrageously successful Kickstarter campaign."
"00:05:15,560 --> 00:05:17,320","Offscreen Voice: Hey, he's walking through the whole intro."
"00:05:18,100 --> 00:05:19,421","Schafer: Surprise party's waiting for her."
"00:05:19,421 --> 00:05:21,801","That's, it's called a ""surprise"" party."
"00:05:23,360 --> 00:05:27,500","I said don't give too many spoilers out and he goes, he's like I get paid by the word."
"00:05:28,040 --> 00:05:29,078","Offscreen Voice: Is that what he said?"
"00:05:29,620 --> 00:05:30,577","Schafer: No."
"00:05:30,580 --> 00:05:32,380","I'm like, we gotta fill this stuff with something."
"00:05:33,300 --> 00:05:37,140","Double Fine still has work to do but if Broken Age stays the course, we'll all in for a treat."
"00:05:41,420 --> 00:05:42,400","I'd buy that."
"00:05:43,200 --> 00:05:44,280","I'm going to buy that game."
"00:05:46,240 --> 00:05:51,145","Oh, everything after that last, after that first announcement trailer and the game forum thing was all positive,"
"00:05:51,145 --> 00:05:54,465","I think we got a lot of just excitement out there."
"00:05:54,940 --> 00:05:58,680","I stayed away from any mean forum comments or YouTube comments."
"00:05:58,760 --> 00:05:59,840","I didn't' see too many of those."
"00:06:01,420 --> 00:06:02,617","It was all great."
"00:06:02,620 --> 00:06:04,560","It was all great, I think for people to see it."
"00:06:11,840 --> 00:06:14,969","Schafer: OK. Exciting."
"00:06:14,969 --> 00:06:16,309","Now back to work."
"00:06:16,740 --> 00:06:18,522","And we're done with all that marketing stuff."
"00:06:18,522 --> 00:06:22,942","Now we're back to full-time working on the game content, which is exciting."
"00:06:23,620 --> 00:06:36,477","[Music] Offscreen Voice: Are you excited to play the game?"
"00:06:36,477 --> 00:06:42,120","Schafer: I've seen sneak peeks from the office and I'm super-excited about some beautiful stuff that I saw, some fancy polished things."
"00:06:42,120 --> 00:06:43,771","I cannot wait to play it."
"00:06:44,040 --> 00:06:45,860","Ryken: I mean we're getting more and more color every day."
"00:06:46,340 --> 00:06:50,651","It's so fun to go from like that black and white one and then just like start, you know,"
"00:06:50,660 --> 00:06:54,235","doing a few things in Photoshop and then you do an export and it's like, whoosh."
"00:06:54,240 --> 00:06:58,860","And just like it starts feeling like a real, real vibe to the scene."
"00:07:05,600 --> 00:07:07,980","Schafer: Look at that awesome ladder work."
"00:07:08,500 --> 00:07:09,220","Do that again."
"00:07:21,400 --> 00:07:23,100","It just seemed like a whole different game."
"00:07:23,100 --> 00:07:25,540","Schafer: Like everything was super polished, all the doors open, close."
"00:07:25,540 --> 00:07:28,628","You go in through them and sound effects happen and the effects were all in."
"00:07:28,628 --> 00:07:29,508","And it was amazing."
"00:07:29,508 --> 00:07:32,328","Like it really was very heartening."
"00:07:32,328 --> 00:07:35,003","Like I got, I started to get excited about the final product of the game."
"00:07:35,003 --> 00:07:38,559","Like I always get excited about the progress, but seeing that, I was like oh, man."
"00:07:38,560 --> 00:07:44,786","When people actually see this and get this as final adventure game that they bought and paid, you know, paid money for"
"00:07:44,786 --> 00:07:46,433","and are playing, they're going to love this."
"00:07:46,440 --> 00:07:47,420","Which is great."
"00:07:48,520 --> 00:07:51,983","'Cause up until then you're just happy like oh, his head doesn't pop off anymore."
"00:07:51,983 --> 00:07:54,621","Oh man, the pixels are on the screen, this is amazing."
"00:07:54,621 --> 00:07:57,521","But there it's actually starting to look like a kind of fancy game."
"00:07:57,800 --> 00:07:58,780","It's looking all fancy."
"00:08:00,420 --> 00:08:03,160","Peck: Yeah. Actually the spaceship's coming along quite a bit."
"00:08:03,160 --> 00:08:05,015","Pretty impressed with it every time."
"00:08:05,580 --> 00:08:08,760","It's gotten really far, really fast so it's been really fun."
"00:08:09,700 --> 00:08:13,785","Franzke: This is temporary still, but if we go into this room, it actually looks pretty cool."
"00:08:13,785 --> 00:08:20,025","So again, you have a sweet reflection on the ground and if you look at the door, obviously once it opens,"
"00:08:20,025 --> 00:08:22,934","actually that, like that reflects properly, too."
"00:08:22,940 --> 00:08:28,262","And you have like areas that, you know, are kind of more dirty now so they kind of block the reflection a bit more"
"00:08:28,262 --> 00:08:31,367","and there's like stuff that's completely opaque like a carpet."
"00:08:31,367 --> 00:08:33,607","And that also blocks the reflections."
"00:08:33,980 --> 00:08:37,860","It works pretty well so I'm quite happy with how that turned out."
"00:08:37,860 --> 00:08:39,400","And it' pretty cheap."
"00:08:39,940 --> 00:08:47,336","So you know, these days in games on a console, usually what you would do, you would basically, you render the entire image into a texture"
"00:08:47,340 --> 00:08:54,320","and then you can just like, basically use the texture to calculate those kind of reflection effects."
"00:08:54,920 --> 00:09:00,610","On mobile devices doing that is really, really expensive, so we said we can't do it like that."
"00:09:01,580 --> 00:09:04,520","So we're basically investigating different approaches of doing that."
"00:09:05,700 --> 00:09:13,068","And what we are doing now here is actually only, is using a super-old trick that very often we use during PlayStation One and PlayStation 2 times."
"00:09:13,560 --> 00:09:18,220","Where we take the geometry and we flip it and we render the geometry again."
"00:09:18,747 --> 00:09:21,387","And it gives the impression like something is being reflected."
"00:09:21,938 --> 00:09:25,063","So yeah, it's all just smoke and mirrors."
"00:09:25,063 --> 00:09:26,323","Smoke and mirrors."
"00:09:26,380 --> 00:09:30,157","Petty: So it lets us sort of get a variety of surfaces where you can sort of see like some of the light coming down here."
"00:09:30,160 --> 00:09:31,640","That's, I just painted that in."
"00:09:31,640 --> 00:09:33,220","It looks like the light was stretching out there."
"00:09:33,940 --> 00:09:35,014","It's all fake."
"00:09:35,020 --> 00:09:37,245","You can see our lighting system in action here, too, actually."
"00:09:37,245 --> 00:09:43,100","Is that, you know, he kind of gets into this dark area and he gets darker, but I've been going through doing lighting on all these scenes"
"00:09:43,100 --> 00:09:47,221","as we've been painting them, so he's gets a sort of orange, subtle orange rim light coming in off this area."
"00:09:47,221 --> 00:09:50,341","You can sort of see it, I can zoom in here a little bit."
"00:09:50,840 --> 00:09:58,950","And you can kind of see this subtle orange stuff here on his shoulders and that goes away as he walks away from the source."
"00:09:58,950 --> 00:10:00,490","You can see here it's entirely gone."
"00:10:00,860 --> 00:10:06,188","And just as a demonstration of how powerful this lighting is, this is what he looks like in the scene with no lighting."
"00:10:06,360 --> 00:10:11,260","So even the smallest amount of color and grading helps him sit in the scene."
"00:10:11,260 --> 00:10:17,238","And since we have such a diverse set of environments, people can go in, it was really important, you know."
"00:10:17,240 --> 00:10:27,864","I think lighting is one of those, it's always one of the best tools in any game, to sculpt the game play and influence the player in a non-heavy handed way."
"00:10:28,260 --> 00:10:32,049","So it's actually a really powerful tool that I think a lot of people don't spend enough time with."
"00:10:32,049 --> 00:10:39,840","And lighting's always been one of my focuses, just because I, as an art director, it's one of the easiest things to go in later and both address game play issues"
"00:10:39,840 --> 00:10:44,945","but also just mood issues, you know, to kind of push and pull it, to get it closer to where the story's going."
"00:10:45,720 --> 00:10:50,398","Franzke: Lydia did all this sweet like teleporter effects, which just look pretty sweet."
"00:10:50,460 --> 00:10:57,919","Like every week, I'd look at the game like all the teleporter effect again awesome, just absolutely amazing."
"00:10:58,920 --> 00:11:04,120","Choy: A lot of times for ambient effects people, like usually I'm the only person thinking about it,"
"00:11:04,320 --> 00:11:07,200","what can, how we can make the scene less static."
"00:11:07,200 --> 00:11:11,300","So I think it usually surprises people, which is fun."
"00:11:12,920 --> 00:11:19,301","Yeah, so this one was cool because I asked the artists to, like they, they often paint in lighting."
"00:11:20,260 --> 00:11:27,610","But I let, asked them to keep it on a separate layer in Photoshop so I could like break it out and animate it with effects."
"00:11:27,610 --> 00:11:33,450","Because before these were just like static and part of the scene layer."
"00:11:37,120 --> 00:11:38,400","Schmitz: This is 3D?"
"00:11:39,142 --> 00:11:43,942","Crook: Yeah, so it's like, it's like, it's kind of fake-o."
"00:11:43,942 --> 00:11:45,542","Why, why is it not?"
"00:11:47,400 --> 00:11:49,541","Schmitz: This is all red back here."
"00:11:49,880 --> 00:11:56,147","So basically like the whole UI is like these panels, there's like the settings."
"00:11:56,147 --> 00:12:00,550","And you can like make levels and we did all these icons and stuff."
"00:12:00,834 --> 00:12:03,354","It was like a lot of design stuff."
"00:12:03,360 --> 00:12:04,626","It took forever."
"00:12:04,839 --> 00:12:06,261","Garner: Really, that's cool."
"00:12:06,261 --> 00:12:07,829","That is a hefty line job."
"00:12:07,829 --> 00:12:09,129","Schmitz: Yeah, it was huge."
"00:12:09,129 --> 00:12:12,089","Rice: And Corey is kind of like a friend of a friend."
"00:12:12,800 --> 00:12:17,139","I've a lot of kind of mutual friends with him and I'd seen his stuff and I always liked his stuff"
"00:12:17,140 --> 00:12:20,675","and that it's really simple and kind of retro, but new."
"00:12:20,945 --> 00:12:23,192","And just really slick and clean."
"00:12:23,192 --> 00:12:28,428","And so it seemed like it would be a good fit and he'll be on the project for a month or two."
"00:12:28,428 --> 00:12:35,996","And kicking off recently we just had our first meeting with him and he'll be checking in some UI stuff."
"00:12:36,280 --> 00:12:39,580","Schmitz: Yeah, I kind of like the handcrafted-ness of the game."
"00:12:39,580 --> 00:12:45,941","That's something that I would want to have present in the UI if it's possible, it'd be cool."
"00:12:45,941 --> 00:12:50,356","Petty: Yeah, and I think that's probably the biggest way to connect it with the other visuals without having,"
"00:12:50,360 --> 00:12:52,582","without like just, you know, oh, it's painted, too, you know."
"00:12:52,940 --> 00:12:57,644","Rice: If it comes to the point where you have like a really strong vision of what you want your stuff to look like"
"00:12:57,644 --> 00:13:00,224","and it doesn't fit as much with the stuff that exists."
"00:13:00,224 --> 00:13:02,831","Schafer: Nothing is untouchable, remember that."
"00:13:02,840 --> 00:13:05,400","Lee's going to bring that up again, but it's going to mean something different."
"00:13:07,720 --> 00:13:09,120","Lee: That's more a Greg comment."
"00:13:09,120 --> 00:13:10,968","Schafer: That's more of a, I don't know."
"00:13:10,968 --> 00:13:11,808","Rice: That's a Lee comment."
"00:13:11,808 --> 00:13:13,503","Rice: You mean Lee towards Greg."
"00:13:14,700 --> 00:13:18,140","Schafer: Unsolicited backrubs. Double Fine Nights."
"00:13:22,780 --> 00:13:24,747","Petty: I mean I think we made good progress."
"00:13:24,760 --> 00:13:27,304","I don't think, I don't think you can be unhappy with the look that we have."
"00:13:27,304 --> 00:13:28,988","I, of course, always want to take it further."
"00:13:28,988 --> 00:13:35,721","I still think we're not pushing parallax and multi-planning enough, you know, but I think that we have everything we need for that."
"00:13:35,721 --> 00:13:40,240","It's really just a matter of getting in further and find the right place to do those."
"00:13:40,880 --> 00:13:47,945","And then there's a lot, I think once we get real voice acting and see final animation, some of the great effects work Lydia's been doing"
"00:13:47,945 --> 00:13:51,746","You see all those things together, hopefully they'll, goes to where it needs to be."
"00:13:53,120 --> 00:13:56,298","Schafer: OK. Are we going to get, are we going to get fog on his helmet?"
"00:13:56,300 --> 00:13:57,603","Is that a thing?"
"00:13:57,603 --> 00:13:58,463","Rice: Get what?"
"00:13:58,463 --> 00:14:01,056","Schafer: When he's breathing, hah!"
"00:14:01,060 --> 00:14:02,283","Did we talk about that last time?"
"00:14:02,283 --> 00:14:05,426","I thought we talked about that, like getting steam on the inside of his helmet?"
"00:14:06,980 --> 00:14:08,040","Yeah, that'd be cool."
"00:14:11,800 --> 00:14:14,859","And there's something missing with the irises, missing on his feet, is that?"
"00:14:14,860 --> 00:14:16,320","Yeah. Offscreen Voice: Yeah."
"00:14:17,300 --> 00:14:20,840","Schafer: After this I guess they're working on the intro to the girl's world."
"00:14:21,520 --> 00:14:23,672","The girl's called Vella, by the way, yeah."
"00:14:23,680 --> 00:14:25,060","Short for Veluria."
"00:14:25,760 --> 00:14:27,058","They have names, yeah."
"00:14:27,060 --> 00:14:28,220","Vella and Shay."
"00:14:29,100 --> 00:14:30,993","The girl's named Vella; it's short for Veluria."
"00:14:31,000 --> 00:14:33,480","Her sister's named Rocky, which is short for Raquel."
"00:14:34,200 --> 00:14:38,545","I wrote all the dialogue for the intro to her world and named all her parents, stuff like that."
"00:14:39,820 --> 00:14:41,813","Ryken: That's going to be fun."
"00:14:42,203 --> 00:14:47,648","It's funny because it's like you work on the Cloud Colony for so long and you're like, clouds, clouds everywhere!"
"00:14:47,648 --> 00:14:50,408","And it's fun at first, and then you're just like, I'm sick of clouds."
"00:14:50,800 --> 00:14:53,040","And then like, you're like, yay!"
"00:14:53,040 --> 00:14:54,485","And like it's like we're in space."
"00:14:54,485 --> 00:14:58,586","And like we're in like enclosed like, like hard surfaced everything."
"00:14:58,586 --> 00:14:59,608","This is super-fun."
"00:14:59,608 --> 00:15:02,428","And then you're like, oh man, we've been in space for a long time."
"00:15:03,260 --> 00:15:07,911","And then like, yeah, you kind of like do look forward to, 'cause you live in these little like, I mean,"
"00:15:07,920 --> 00:15:12,533","I'm sitting at a computer screen but you're really like in these little enclosed areas,"
"00:15:12,540 --> 00:15:13,975","you know, while you're working on them."
"00:15:13,980 --> 00:15:20,365","And you spend a lot of time with them, so just the idea of getting outside again is like kind of fun, you know."
"00:15:20,760 --> 00:15:23,020","Schafer: So here's the Vella enter dialogue."
"00:15:23,600 --> 00:15:27,584","Lately, because I, previously did not know how to use the new dialogue database."
"00:15:27,584 --> 00:15:31,520","And it's always, I never had time to learn, I've just been like, OK, put all this dialogue in."
"00:15:31,520 --> 00:15:33,305","So I wrote the Vella enter dialogue."
"00:15:33,305 --> 00:15:35,031","Like these are all just cut scenes or chatter."
"00:15:35,040 --> 00:15:38,900","So this is just like her mom talking, or if a stage direction in that column."
"00:15:38,900 --> 00:15:41,833","I put dialogue here and the name of the character."
"00:15:41,840 --> 00:15:48,548","And then this column on the left is only, only has stuff in it, interactive dialogues where she, so here is the dialogue with the grandpa."
"00:15:48,548 --> 00:15:55,218","I tag each dialogue choice, like with one dash ten for being in node one, line 10."
"00:15:56,620 --> 00:16:00,400","And then I say whether that line is on or off when you start the dialogue."
"00:16:00,400 --> 00:16:05,940","And then at the end of it, it's automatically assumed that line's going to go away unless I say, ""always on""."
"00:16:05,940 --> 00:16:08,830","And then there's all those logic for turning on and off other dialogue choices."
"00:16:08,830 --> 00:16:13,835","So the dialogue choices, this is almost like a little macro, like a little mockup programming language in a way,"
"00:16:13,840 --> 00:16:16,536","'cause the programmers can take this and turn it into logic, too."
"00:16:16,540 --> 00:16:18,731","Make the dialogue choices work."
"00:16:19,100 --> 00:16:22,860","And also, when I'm writing I had to play music."
"00:16:22,860 --> 00:16:28,300","It usually doesn't have lyrics unless it's really old heavy metal or Led Zeppelin that I played a million times."
"00:16:30,800 --> 00:16:33,040","I can always go into my Black Sabbath folder."
"00:16:35,860 --> 00:16:41,060","[Rock Music] It's good."
"00:16:59,580 --> 00:17:01,065","So I wrote some lines."
"00:17:01,065 --> 00:17:02,794","Including the line ""Really, SPLARG?"
"00:17:02,800 --> 00:17:06,240","Is it my birthday or something?"" That's going to be, probably the best line in the game."
"00:17:07,220 --> 00:17:09,760","Can't tell now but ten years from now you'll know."
"00:17:11,220 --> 00:17:16,840","[Guitar Solo] Schafer: So much for that design."
"00:17:19,339 --> 00:17:24,099","Rice: Part of this was that I wanted to talk about all the potential meetings that we are supposed to think about."
"00:17:24,099 --> 00:17:25,875","Schafer: A meeting about meetings that we gotta to have."
"00:17:25,880 --> 00:17:29,961","Rice: I have a list here of like these are all the meetings that Tim is supposed to have early this week."
"00:17:30,160 --> 00:17:31,818","Let's figure out if we can do that."
"00:17:31,820 --> 00:17:33,719","Schafer: How 'bout none of them?"
"00:17:33,720 --> 00:17:35,140","Rice: And that's, that's kind of what I was going to say."
"00:17:35,140 --> 00:17:37,140","Is that, Schafer: I don't want to have any meetings."
"00:17:37,140 --> 00:17:38,440","Rice: I know. I don't either."
"00:17:38,900 --> 00:17:44,880","Schafer: I'm supposed to be writing every morning, dialogue and then designing with John afternoons. Rice: Yeah."
"00:17:45,740 --> 00:17:46,813","Schafer: Look, it's John Swisshelm."
"00:17:46,820 --> 00:17:48,724","John, what are you doing here at dailies?"
"00:17:48,724 --> 00:17:50,324","John is here for a week."
"00:17:50,324 --> 00:17:53,564","Swisshelm: I'm going to help Tim out this week and maybe longer after this."
"00:17:53,564 --> 00:17:58,960","I'm excited to just look at, I've been looking at all the docs, through all the docs, catching up."
"00:17:58,960 --> 00:18:02,602","Maybe I can be a good set of fresh eyes on some of the stuff you guys have been head down on."
"00:18:02,602 --> 00:18:08,874","This is interesting for me, too, because I was backer before I joined Double Fine, so it's awesome to be working on this project."
"00:18:09,200 --> 00:18:10,400","Schafer: Thank you for backing, thank you for your backing."
"00:18:10,400 --> 00:18:13,788","Paul's going to check that right now, can you give me a verification on that?"
"00:18:14,520 --> 00:18:16,910","Don't bring up how much he paid, though."
"00:18:16,910 --> 00:18:18,694","Swisshelm: Let's just say I got t-shirt and a poster."
"00:18:18,700 --> 00:18:21,984","Schafer: Yo, very nice, very nice."
"00:18:22,160 --> 00:18:24,921","Swisshelm: I don't know where the poster is anymore."
"00:18:25,080 --> 00:18:29,582","Schafer: Well, I always, I always need someone to bounce ideas off of and talk to, you know."
"00:18:29,582 --> 00:18:36,924","So sometimes if, sometimes I take the whole team, brainstorm with them or just take a few people on the team."
"00:18:36,924 --> 00:18:41,591","But everyone's working so hard now that, 'cause sometimes just sitting in your office by yourself,"
"00:18:41,600 --> 00:18:44,703","even with a notebook it's really hard to kind of get through the thoughts and ideas."
"00:18:44,703 --> 00:18:50,101","And we were talking through, so when everyone contributes and talking with John, we had a bunch of ideas."
"00:18:50,101 --> 00:18:54,401","So it's just, it's just more productive to brainstorm with someone else."
"00:18:58,700 --> 00:19:01,320","Schafer: Well, welcome to the project, Mr. Swisshelm."
"00:19:02,600 --> 00:19:06,540","Just to prove how natural and I don't notice the cameras at all, let's shake hands like this."
"00:19:10,200 --> 00:19:11,720","Natural."
"00:19:11,720 --> 00:19:13,174","Swisshelm: Nice wave we got going on here."
"00:19:13,708 --> 00:19:15,048","Schafer: Yeah."
"00:19:15,048 --> 00:19:16,059","Schafer: Great to have you."
"00:19:16,060 --> 00:19:16,680","Swisshelm: Good to be here."
"00:19:18,460 --> 00:19:19,821","Schafer: You like my bar fight joke?"
"00:19:19,821 --> 00:19:21,503","I was giving my joke, the solution to every design question."
"00:19:21,503 --> 00:19:22,849","It'd be like, you should have a bar fight."
"00:19:22,849 --> 00:19:24,307","That worked in Uncharted II."
"00:19:24,307 --> 00:19:25,767","Did I mention, no, Uncharted III."
"00:19:25,767 --> 00:19:26,790","Swisshelm: Three, the beginning."
"00:19:26,790 --> 00:19:28,450","Swisshelm: I wasn't on two."
"00:19:28,580 --> 00:19:30,994","What else have you designed besides the bar fight in Uncharted III?"
"00:19:31,540 --> 00:19:33,720","Swisshelm: I did a lot of stuff, just here and there."
"00:19:33,720 --> 00:19:36,112","Schafer: At EA, what did you do, Dead Space?"
"00:19:36,723 --> 00:19:37,743","Swisshelm: I was on Dante's Inferno."
"00:19:37,743 --> 00:19:38,900","Schafer: Dante's Inferno."
"00:19:38,900 --> 00:19:40,700","Swisshelm: And some other games that will never come out."
"00:19:40,700 --> 00:19:42,428","Schafer: Was it your idea to have babies that you kill?"
"00:19:42,428 --> 00:19:44,908","Swisshelm: It was not my idea."
"00:19:44,908 --> 00:19:51,096","Most of that was not anybody, well, it just one of those ideas, we had to just deal with it, make it as cool as we could."
"00:19:51,100 --> 00:19:52,050","Schafer: So blame on it Dante."
"00:19:52,050 --> 00:19:53,696","Swisshelm: Exactly."
"00:19:53,720 --> 00:19:55,186","Schafer: OK. So the girl's world."
"00:19:55,186 --> 00:19:56,896","I've got to come up with a name for this world."
"00:19:57,260 --> 00:19:59,991","The Seedlins or something, is where all the, OK."
"00:20:00,000 --> 00:20:02,366","This is the world with the girl in it and this is the world with the boy in it."
"00:20:02,366 --> 00:20:03,381","And these are the locations."
"00:20:03,381 --> 00:20:05,301","There's Sugar Bunting, her home town."
"00:20:05,301 --> 00:20:07,481","Meriloft, the Cloud Colony."
"00:20:07,940 --> 00:20:12,140","Shellmound is there's some concept art in the back of a town made of sand castles."
"00:20:12,220 --> 00:20:14,136","This is the Dead Eye God's pyramid."
"00:20:14,140 --> 00:20:16,200","This is the forest, from there."
"00:20:16,660 --> 00:20:18,500","Swisshelm: Games are complicated, man."
"00:20:18,500 --> 00:20:20,309","Like they're so complicated."
"00:20:20,309 --> 00:20:23,349","That's the one thing that this always, this drives me crazy."
"00:20:23,349 --> 00:20:29,717","Even the most simple game, when you really break it down has many different elements that need to work together."
"00:20:29,720 --> 00:20:36,762","And so, you know, Tim thinking about things on a high level and then also thinking about or actually writing dialogue,"
"00:20:36,762 --> 00:20:41,231","I think that's, that's a lot of, a lot of stuff to do, a lot of stuff to keep in your mind."
"00:20:41,240 --> 00:20:47,896","So I think having, having, I think I was able to go in and help kind of be an external brain for him for a little while."
"00:20:47,900 --> 00:20:51,800","Just to think about some of the high level things that he hasn't had time to process in a while."
"00:20:51,800 --> 00:20:58,317","So he could really focus on that dialogue that the team needs to use to, you know, get this section of the game up and running."
"00:20:58,440 --> 00:21:00,660","Schafer: So those are the kind of open design questions I'm working through."
"00:21:00,660 --> 00:21:03,760","It's basically finish out the puzzle path for the girl."
"00:21:04,800 --> 00:21:09,680","Swisshelm: Designers have a big responsibility because other people's work depends on them."
"00:21:09,680 --> 00:21:16,205","What gets in the game and you know, what they do, what, if you make an assumption and then it ends up not working"
"00:21:16,205 --> 00:21:20,320","and you have to throw away a bunch of stuff, now you've just cost somebody, something that they've,"
"00:21:20,320 --> 00:21:23,018","they've put their heart and soul into; it might not be included in the game."
"00:21:23,020 --> 00:21:26,680","And that's, and that's a reality, but it's also heartbreaking."
"00:21:26,680 --> 00:21:34,552","So I think it's a big pressure for game designers to make sure that they're using their tools to the best of ability"
"00:21:34,560 --> 00:21:42,304","to suss out some of those problems and work them out before it gets to the point where somebody is modeling or painting or animating."
"00:21:45,680 --> 00:21:47,700","Schafer: OK. Let's do the bucket puzzle."
"00:21:47,700 --> 00:21:48,900","How do you get the bucket from the hermit?"
"00:21:49,480 --> 00:21:51,920","Swisshelm: It'd be nice if that worked together with the boars somehow."
"00:21:51,920 --> 00:21:53,455","Like maybe it's a feed bucket."
