Timecode,Content
"00:05:11,077 --> 00:05:16,149","Like, I've worked on this thing for years and I still-- like, the story was still getting me."
"00:05:16,149 --> 00:05:17,284",It's pretty good.
"00:05:17,284 --> 00:05:20,687","And when I hit the final scene, like, man, dude,"
"00:05:20,687 --> 00:05:22,622","it's, uh... it's cinematic."
"00:05:22,622 --> 00:05:24,624",It's like it hits you.
"00:05:24,624 --> 00:05:25,826",Definitely.
"00:05:25,826 --> 00:05:28,828",Um...so that felt good.
"00:05:28,828 --> 00:05:32,732",I just had to have a moment to...
"00:05:32,732 --> 00:05:34,467",start loving it again.
"00:05:34,467 --> 00:05:38,605","I mean, like, I had this point in here where, like, the love I have for this just kinda"
"00:05:38,605 --> 00:05:40,774",got knocked out for a few days.
"00:05:40,774 --> 00:05:42,475",And that was really scary.
"00:05:42,475 --> 00:05:44,277",That was really scary.
"00:05:44,277 --> 00:05:46,780","And, um..."
"00:05:52,586 --> 00:05:54,554",It was hard.
"00:05:56,990 --> 00:05:59,192",Schafer: We're going to our last stand-ups?
"00:06:00,660 --> 00:06:01,995",Is it last stand-ups?
"00:06:01,995 --> 00:06:03,663",I believe it is.
"00:06:03,663 --> 00:06:04,531","Hello, everybody."
"00:06:04,531 --> 00:06:07,500","Oh, look at the big-- Did we not get bagels for the final stand-ups?"
"00:06:07,500 --> 00:06:10,070","Crook: Ah, I didn't try."
"00:06:10,070 --> 00:06:12,205",Schafer: Come on! It's our last one.
"00:06:12,205 --> 00:06:13,807",Get your ass off Bagel.
"00:06:13,807 --> 00:06:16,509",I brought this for emotional support.
"00:06:16,509 --> 00:06:18,645",In case I get emotional.
"00:06:18,645 --> 00:06:20,347",Crook: Just keep hugging it. Schafer: I'm not gonna get emotional.
"00:06:20,347 --> 00:06:22,315","Crook: Squeezing it, hugging it. Schafer: I doubt it."
"00:06:22,315 --> 00:06:24,284",I doubt it. We're not done.
"00:06:24,284 --> 00:06:25,852",Are we? We done?
"00:06:25,852 --> 00:06:27,153",Crook: This is the last standup.
"00:06:27,153 --> 00:06:28,188",Schafer: You playing right now?
"00:06:28,188 --> 00:06:29,522",This game is so addictive.
"00:06:29,522 --> 00:06:31,191",Cannot put it down for one second.
"00:06:31,191 --> 00:06:38,498","Um...this might be-- this is our last proper standup for the full team, but, uh..."
"00:06:38,498 --> 00:06:40,500","don't worry, I won't give a speech or anything."
"00:06:40,500 --> 00:06:46,640","And then you always have this post-project depression, which is, like, you've defined yourself by who you are"
"00:06:46,640 --> 00:06:50,644","by making this game for so long, and then it's over and you're like, ""Who am I?"
"00:06:50,644 --> 00:06:53,013",Am I not the person who makes 'Broken Age'?
"00:06:53,013 --> 00:06:57,817","What am I? What's the point of it all?"" Crook: Before, when we were just doing, like, a big game,"
"00:06:57,817 --> 00:07:02,555","it would ship, and then the whole studio didn't have anything to do for a while."
"00:07:02,555 --> 00:07:06,826",And every--I think every-- the whole-- You could kinda feel that in the air
"00:07:06,826 --> 00:07:10,063",and it just kind of-- it was just-- it was kind of a downer.
"00:07:10,063 --> 00:07:13,433","And, uh, because there's multiple projects now, we can all just jump onto things,"
"00:07:13,433 --> 00:07:18,104","and that helps-- helps you, uh, I think helps me, get out of that."
"00:07:18,104 --> 00:07:21,374","And so that's why there was a need on ""Day of the Tentacle."""
"00:07:21,374 --> 00:07:25,645","Um, so now-- now I'm on to that."
"00:07:25,645 --> 00:07:29,015","Um, I'm--I hear it's really bad for people who are leading the project."
"00:07:29,015 --> 00:07:31,151","Uh, but Tim doesn't-- I mean, he doesn't show it."
"00:07:31,151 --> 00:07:33,386","He's pretty good with hiding, I think, his sadness."
"00:07:33,386 --> 00:07:35,455","But, um..."
"00:07:35,455 --> 00:07:36,856",He's just sad all the time.
"00:07:36,856 --> 00:07:38,058",No.
"00:07:38,058 --> 00:07:40,860","Uh, but I'm sure he-- I'm sure it will hit him, you know,"
"00:07:40,860 --> 00:07:45,065","because this is three years, uh, put into this."
"00:07:45,065 --> 00:07:46,232","Schafer: No, I don't get depressed."
"00:07:46,232 --> 00:07:48,702",I'm too old to get depressed.
"00:07:48,702 --> 00:07:53,406",Offscreen: Don't you have any sympathy for all the people that have been insisting the game will never finish?
"00:07:53,406 --> 00:07:57,243",Schafer: I do--I do feel bad for all the people who have based their identity
"00:07:57,243 --> 00:07:59,379",on the fact that I'll never finish this game.
"00:07:59,379 --> 00:08:02,482",'Cause we'll finish it and then they'll have post-project depression.
"00:08:02,482 --> 00:08:04,584","If I'm not that person who hates Tim Schafer, who am I?"
"00:08:04,584 --> 00:08:06,119",Excellent.
"00:08:06,119 --> 00:08:07,620","Thank you. Panya's last standup, for sure."
"00:08:07,620 --> 00:08:08,521","Inversin: Yeah, for sure."
"00:08:08,521 --> 00:08:10,724","I'm out this week, guys, so it's been a pleasure."
"00:08:10,724 --> 00:08:13,326","But, uh, uh, yeah."
"00:08:16,496 --> 00:08:17,630","Crook: Go inside, Victor. You're next."
"00:08:17,630 --> 00:08:19,999","Schafer: Yeah, nice try, Victor. Crook: There you go."
"00:08:19,999 --> 00:08:22,268","Romero: Almost. -Schafer: All right, we'll miss you, Panya. Victor!"
"00:08:22,268 --> 00:08:23,336",Crook: Yep. Schafer: Victor.
"00:08:23,336 --> 00:08:24,871","Romero: I'll miss you, Panya, uh..."
"00:08:24,871 --> 00:08:27,807","Schafer: Oh, shipping games is always tense, and then afterwards there's this moment"
"00:08:27,807 --> 00:08:30,643","where if there's ever gonna be any turnaround in the company,"
"00:08:30,643 --> 00:08:34,013","it usually happens at that moment, 'cause people hang on to the--they want--"
"00:08:34,013 --> 00:08:35,582",everyone wants to finish the project they're on.
"00:08:35,582 --> 00:08:37,817","That--so that's usually the period where people will come and go,"
"00:08:37,817 --> 00:08:40,352",is--is in that period.
"00:08:40,352 --> 00:08:43,523","Okay, everyone, thanks for coming to dailies all those times."
"00:08:43,523 --> 00:08:44,591",It's over. Next project.
"00:08:44,591 --> 00:08:46,493",Rice: Yay! Crook: That's it.
"00:08:46,493 --> 00:08:47,627","Stoddard: Man, he's sentimental."
"00:08:47,627 --> 00:08:48,862",Crook: Yeah.
"00:08:52,465 --> 00:08:54,134",Coull: So.
"00:08:54,134 --> 00:08:56,669",Sad panda- I'm leaving.
"00:08:56,669 --> 00:08:57,737",Um...
"00:08:59,672 --> 00:09:01,508",What else do you want to know about it.
"00:09:02,709 --> 00:09:06,713","No, I mean, um, the contract was supposed to come to an end anyway."
"00:09:06,713 --> 00:09:12,719",The fact that it went on a month after was pretty-- pretty awesome for me.
"00:09:12,719 --> 00:09:18,091","You know, maybe they'll need me again in the future, but, you know, you can't be certain, I guess."
"00:09:18,091 --> 00:09:21,561",Schafer: Oliver is still cranking away on the final final versions of it
"00:09:21,561 --> 00:09:23,229",to get it out the door.
"00:09:23,229 --> 00:09:25,765","And then Oliver will be moving back to Germany, sadly."
"00:09:25,765 --> 00:09:28,034",I think some of you know this; we've talked about this.
"00:09:28,034 --> 00:09:32,705",Oliver is--the-- the--the pull of the fatherland is too strong.
"00:09:32,705 --> 00:09:34,707",He must go back.
"00:09:34,707 --> 00:09:36,176",Oliver wants to move.
"00:09:36,176 --> 00:09:39,245","He's gonna keep working for us, but he's gonna move to Germany."
"00:09:39,245 --> 00:09:43,716","But he's gonna be working on ""Day of the Tentacle."" So you don't have to be mean to Oliver."
"00:09:43,716 --> 00:09:46,653","That's the main point. Usually when someone's leaving, we make sure everyone knows in advance"
"00:09:46,653 --> 00:09:49,122",so that they can be mean to them.
"00:09:49,122 --> 00:09:51,224","Franzke: So in a few weeks, I'm actually going to move back."
"00:09:51,224 --> 00:09:53,626",So it will be interesting to see how...
"00:09:53,626 --> 00:09:56,329",how much German culture has changed since I moved away.
"00:09:56,329 --> 00:09:58,198",Maybe I'll feel like a complete foreigner for a while.
"00:09:58,198 --> 00:09:59,833",Who knows? I don't even know.
"00:09:59,833 --> 00:10:04,337","So, all future interviews will have to be through Skype."
"00:10:04,337 --> 00:10:05,705","Offscreen: Gonna miss you, Oliver. Franzke: Yeah..."
"00:10:05,705 --> 00:10:06,773",I'm gonna miss you guys too.
"00:10:06,773 --> 00:10:08,541",It's gonna be weird.
"00:10:08,541 --> 00:10:12,345","Schafer: I think it's-- it's been a tough time because we haven't, you know,"
"00:10:12,345 --> 00:10:15,715","it's been a while since we've given raises to people, and so there's other companies in the area"
"00:10:15,715 --> 00:10:20,720","that are making a lot of money right now, and so they're able to throw that kind of money around,"
"00:10:20,720 --> 00:10:23,723","and that'll probably cause us to-- Uh, that always happens."
"00:10:23,723 --> 00:10:28,495","We lose through--when, like, Oculus and Facebook took off, they started throwing money around."
"00:10:28,495 --> 00:10:30,096",We lost some people to that.
"00:10:30,096 --> 00:10:33,366","Um, but after ""Broken Age"" comes out, we'll be able to throw money around, right,"
"00:10:33,366 --> 00:10:37,504","'cause we'll be rich off of, uh, all those point-and-click adventure dollars."
"00:10:37,504 --> 00:10:40,206","Actually, we don't expect to make a lot of money off of ""Broken Age,"""
"00:10:40,206 --> 00:10:42,041",because everyone bought it the first time.
"00:10:42,041 --> 00:10:49,349","And, um, but the new platforms like, um, PS4 are going to be opening up some new customers."
"00:10:49,349 --> 00:10:51,618","Bailey: There's a lot banking on it, but--but not everything."
"00:10:51,618 --> 00:10:54,854","I mean, we diversified to do some of those LucasArts properties"
"00:10:54,854 --> 00:11:01,528","like ""Grim Fandango"" and, like, uh, ""Day of the Tentacle."" Uh, so ""Grim"" sales are really good."
"00:11:01,528 --> 00:11:03,496","Um, you know..."
"00:11:03,780 --> 00:11:09,836","[Applause] It's, like, $1.7 million gross,"
"00:11:09,836 --> 00:11:11,004",which is good.
"00:11:11,004 --> 00:11:14,107","So, across all platforms for the last week, um..."
"00:11:14,107 --> 00:11:15,675",Schafer: I'm feelin' kinda gross. Bailey: Yeah.
"00:11:15,675 --> 00:11:18,711","And, you know, it looks like those are-- are gonna bring in a lot of, uh,"
"00:11:18,711 --> 00:11:21,080","a lot of money for the studio, so..."
"00:11:21,080 --> 00:11:25,084",Schafer: And I hope there's a lot of people out there who were just waiting for the whole thing to be one game
"00:11:25,084 --> 00:11:27,754",and don't care about crowdfunding and they don't wanna know about
"00:11:27,754 --> 00:11:29,689",our little transparency efforts.
"00:11:29,689 --> 00:11:35,028","They just wanna play a game when it's done and, um, hopefully they will buy it."
"00:11:35,028 --> 00:11:38,231",Please join me in welcoming Mr. James Spafford.
"00:11:38,231 --> 00:11:40,099","-Yay! -Thank you, guys."
"00:11:40,099 --> 00:11:42,035",James Spafford.
"00:11:42,035 --> 00:11:45,038","Uh, would you please stand up so everyone can see you."
"00:11:45,038 --> 00:11:47,440","This is James, and rotate one time."
"00:11:47,440 --> 00:11:49,175","No, you don't have to rotate."
"00:11:49,175 --> 00:11:50,476","Uh, James..."
"00:11:50,476 --> 00:11:52,445","uh, welcome to Double Fine."
"00:11:52,445 --> 00:11:57,250","So James Spafford used to be one of the two people who ran Mixnmojo, which is an old LucasArts fan site,"
"00:11:57,250 --> 00:12:03,756","and I knew him back then when he visited our offices in 2001, I think, and gave me some Marmite."
"00:12:03,756 --> 00:12:08,761","And, um...and now I said, ""In 10 years, we'll hire you."""
"00:12:08,761 --> 00:12:12,599","Fifteen years? ""In 15 years, we'll hire you""-- as our community manager."
"00:12:12,599 --> 00:12:15,001",-Whoa. -He's not the new Chris Remo.
"00:12:15,001 --> 00:12:17,003",He will never be the new Chris Remo!
"00:12:17,003 --> 00:12:18,671",-Yeah. Muir: 'Cause he's not dead.
"00:12:20,506 --> 00:12:22,508","Schafer: In other news, Chris Remo's dead."
"00:12:22,508 --> 00:12:24,077",No.
"00:12:24,077 --> 00:12:28,648","Spafford: I mean, I'm a long-time follower of Double Fine and everything they've been doing."
"00:12:28,648 --> 00:12:29,782",I'm a backer.
"00:12:29,782 --> 00:12:32,352","Uh, obviously backed immediately."
"00:12:32,352 --> 00:12:37,290","Um, followed the documentary series, which I'm now on, which is really weird, uh..."
"00:12:37,290 --> 00:12:39,192",Offscreen: Is he aware of everything that's happened?
"00:12:39,192 --> 00:12:40,526",Did he know what he was getting himself into?
"00:12:40,526 --> 00:12:42,829",Schafer: Don't tell him about gamergate.
"00:12:42,829 --> 00:12:44,631","No, he knows, he knows."
"00:12:44,631 --> 00:12:51,104","That's--that's the exciting new challenge for him, will be, um, rebuilding all the things."
"00:12:51,104 --> 00:12:52,505",Spafford: I knew what was going on.
"00:12:52,505 --> 00:12:58,044","I mean, certainly, lots of people were not happy about the game being split."
"00:12:58,044 --> 00:13:03,549","Um...so I feel like, yeah, that--that might've been the start of some troubles."
"00:13:03,549 --> 00:13:07,820",But probably the start of any community troubles was the day that the Kickstarter was made
"00:13:07,820 --> 00:13:14,193","and, um, $3.5 million was raised and a lot of people's money"
"00:13:14,193 --> 00:13:19,599","was riding on a thing that they had in their head, a vision that they had that this thing was gonna be."
"00:13:19,599 --> 00:13:26,205","And, you know, it wasn't the way some people wanted it to be."
"00:13:26,205 --> 00:13:30,009","I never want to give up on people who are like, ""You know, I'll try everything."""
"00:13:30,009 --> 00:13:33,346","If people are really mad, a lot of the time you can--"
"00:13:33,346 --> 00:13:35,682","you can--you know, you can bring them around."
"00:13:35,682 --> 00:13:39,352",There's always some way that you can make them happy again.
"00:13:39,352 --> 00:13:44,557","Um...yeah, it's just finding out what that is."
"00:13:44,557 --> 00:13:49,395","Schafer: It's--it's good timing, 'cause we're--as we're wrapping up the game, we're coming out of production"
"00:13:49,395 --> 00:13:53,399","and getting back into all the community-facing stuff, like getting out the last of the backer rewards."
"00:13:53,399 --> 00:13:56,369","Like, we still have a lot of these little mini portraits that Bagel has to paint."
"00:13:56,369 --> 00:14:00,406","So, like, it's come to that point where we're kind of, um,"
"00:14:00,406 --> 00:14:04,777","closin' the loop on the story, big story, and so we'll be facin' the backers a lot,"
"00:14:04,777 --> 00:14:07,613",and it's good to have a community manager for that.
"00:14:13,052 --> 00:14:18,291","Okay, so we're just--are we just talking about the launch plans for the game as far as PR and marketing?"
"00:14:18,291 --> 00:14:20,226",What's--what's your marketing budget on the game?
"00:14:20,226 --> 00:14:21,294",Rice: Zero...?
"00:14:21,294 --> 00:14:22,762",Schafer: Okay.
"00:14:22,762 --> 00:14:26,199","Spafford: One of the big things I wanna talk about is how we talk about ""Act 2"""
"00:14:26,199 --> 00:14:31,204","and how we properly do this, like how we bring this thing out."
"00:14:31,204 --> 00:14:33,206","Schafer: How do we talk about ""Act 2""? Spafford: The biggest thing, right."
"00:14:33,206 --> 00:14:34,741","Schafer: So just, like, the--what's it called?"
"00:14:34,741 --> 00:14:37,343","Spafford: Well, like, no, as in..."
"00:14:37,343 --> 00:14:39,645",how are you getting people to think about it?
"00:14:39,645 --> 00:14:44,517","You want people to think about it as a whole game, -or as episode two? Rice: Yeah."
"00:14:44,517 --> 00:14:47,787","Schafer: Like, now that it's done, I would like it to just be just ""Broken Age,"""
"00:14:47,787 --> 00:14:49,622",as if we never split it at all.
"00:14:49,622 --> 00:14:54,627","Rice: So, yeah, I think that the hope was, like, a year from now, the story would be more about just the game as it is,"
"00:14:54,627 --> 00:14:56,763",not that it was split or anything.
"00:14:56,763 --> 00:15:00,633","Spafford: When it was released, we did-- people did reviews of it and stuff, right?"
"00:15:00,633 --> 00:15:04,470","Like, treated it like it was its own thing."
"00:15:04,470 --> 00:15:10,243",So I wonder how persuadable people will be to just forget that and move on.
"00:15:10,243 --> 00:15:13,379","Rice: But I still think we probably have to speak to the people who did already buy it, and--"
"00:15:13,379 --> 00:15:16,682","Schafer: Yeah, because this is a worry that I do have, that people are like, ""When's 'Act 2' coming out?"""
"00:15:16,682 --> 00:15:19,519","And that they don't see that announcement, -""'Act 2' is out""-- Rice: Yeah."
"00:15:19,519 --> 00:15:23,189","Schafer: Like, the answer to that question, they might miss the fact that it came out."
"00:15:23,189 --> 00:15:24,791",Rice: Yeah.
"00:15:24,791 --> 00:15:29,829","Yeah, so I think we still need to be saying that, like, for people who purchased ""Act 1,"""
"00:15:29,829 --> 00:15:33,833","they're getting the full game now, updated with ""Act 2"" content."
"00:15:33,833 --> 00:15:36,202",Spafford: Yep. Rice: But...
"00:15:36,202 --> 00:15:41,374",Spafford: The PS4 and iOS is definitely a really good chance to just talk about the whole game.
"00:15:41,374 --> 00:15:43,676","So we've been trying to get people to play the PS4 version,"
"00:15:43,676 --> 00:15:48,381","which is a new platform, um, and doesn't have that distinction."
"00:15:48,381 --> 00:15:50,383","Like, it's just one game on that platform."
"00:15:50,383 --> 00:15:52,718","So the more people we can get to look at that and talk about that,"
"00:15:52,718 --> 00:15:55,822",the more-- the more hopeful we are that that can be a thing.
"00:15:55,822 --> 00:15:59,258","Rice: Not--not speaking to just, like, what's gonna happen in ""Act 2,"" you know,"
"00:15:59,258 --> 00:16:03,462","'cause that's how we've all been thinking about it for a long time, but speaking of, like,"
"00:16:03,462 --> 00:16:04,564",what is this game?
"00:16:04,564 --> 00:16:07,533",Spafford: Looking at the full-- the full picture now it's done.
"00:16:07,533 --> 00:16:12,572","Other than that, we're just trying to, you know, beg, borrow, and steal every bit of coverage we can."
"00:16:12,572 --> 00:16:15,641",Rice: We were able to get a European press tour on zero dollars.
"00:16:15,641 --> 00:16:17,677",Schafer: I...w-well... Rice: So that's good.
"00:16:17,677 --> 00:16:18,778",Schafer: We're not paying anything for that?
"00:16:18,778 --> 00:16:23,382","Rice: Um, we are paying for three days of a B&B, but they're paying for all of our flights"
"00:16:23,382 --> 00:16:26,285","and our B&B while we're there, so..."
"00:16:26,285 --> 00:16:28,554","Um, I think it's all pretty set now."
"00:16:28,554 --> 00:16:32,625","So, um, flights and hotels and everything is in there."
"00:16:32,625 --> 00:16:37,597","There'll be-- basically we get to UK first for the first weekend,"
"00:16:37,597 --> 00:16:41,734","and then the Monday after that we're doing, like, a bunch of press at Media Molecule."
"00:16:41,734 --> 00:16:49,108","Um, and we'll have Eurogamer, Edge, and The Guardian, uh, all that day in their offices."
"00:16:49,108 --> 00:16:54,614","And then, yeah, we have the talk in Vyborg with Peter and Ray."
"00:16:54,780 --> 00:17:18,503","[Music] Spafford: We should pick a day for having press around as well,"
"00:17:18,503 --> 00:17:20,538",and then we can start organizing them.
"00:17:20,880 --> 00:17:29,649","[Music] Schafer: So what do you think so far, Marty?"
"00:17:29,649 --> 00:17:30,750",Sliva: I think it's awesome.
"00:17:30,750 --> 00:17:34,320","Schafer: Give us your, um, full review now."
"00:17:34,320 --> 00:17:36,088","Sliva: Just verbatim, and then you guys can write it down."
"00:17:36,088 --> 00:17:41,193","Schafer: We need to know the score before we decide whether -you're leaving the room. Sliva: Yeah, okay."
"00:17:41,193 --> 00:17:44,697","Schafer: That's just a common-- Sliva: That's--that's happened-- That's happened before with other publishers, so--"
"00:17:44,697 --> 00:17:46,499","Schafer: Really? They're, like... Rice: Oh, God."
"00:17:46,499 --> 00:17:50,503","Sliva: I think it's mostly like, like, ""You can do an exclusive, but what's the score,"""
"00:17:50,503 --> 00:17:53,239","you know what I mean? It's like, well, I'm not gonna do that, then."
"00:17:53,239 --> 00:17:56,509","Uh, everyone always says, like, ""Oh, this is gonna be the adventure game"
"00:17:56,509 --> 00:17:59,178","that gets people to play adventure games who haven't played adventure games."""
"00:17:59,178 --> 00:18:00,579","Like, you--is that bullshit to you?"
"00:18:00,579 --> 00:18:02,315","Like, is that-- is that necessary?"
"00:18:02,315 --> 00:18:05,217","Do you think adventure games need that, -or do you think it's-- Schafer: I've always been--"
"00:18:05,217 --> 00:18:07,653","I've always been interested in it, because it always seemed like"
"00:18:07,653 --> 00:18:13,092",with adventure games that we were trying to get beyond the-- the limited audience
"00:18:13,092 --> 00:18:14,527",of people currently playing--playing games.
"00:18:14,527 --> 00:18:18,597","Not that they're limited, but there-- there was a, back in the '90s,"
"00:18:18,597 --> 00:18:22,601",a small group of the culture at large that was playing games at all.
"00:18:22,601 --> 00:18:26,405","And it seemed like there are all these people who weren't playing games and they're like, hey,"
"00:18:26,405 --> 00:18:30,509","I think you would like a game that, well, it's about story, where you don't have to worry about getting shot in the head,"
"00:18:30,509 --> 00:18:34,647","and, like, you could play at your own pace and it involved themes that weren't"
"00:18:34,647 --> 00:18:36,015","being covered in games, you know."
"00:18:36,015 --> 00:18:38,985","So we always, you know, we always, you know..."
"00:18:38,985 --> 00:18:41,687","People would tell us, like, ""This is the only game that my girlfriend will play with me."""
"00:18:41,687 --> 00:18:43,656",And it was--that was always the story.
"00:18:43,656 --> 00:18:47,226","Like, there's all these people out there who, you know, why aren't they playing games?"
"00:18:47,226 --> 00:18:49,061",And I think this is the game they would like.
"00:18:49,061 --> 00:18:54,734","But, um, you know, it's always been hard to reach those people, and, um, and make them feel like they would like--"
"00:18:54,734 --> 00:18:57,870","You know, they think of themselves as someone who would not play video games."
"00:18:57,870 --> 00:19:00,873","It's hard to get past that identity problem, almost."
"00:19:00,873 --> 00:19:03,643","Sliva: Totally. Schafer: So I do think about it, but I don't think it's necessary."
"00:19:03,643 --> 00:19:06,812","Like, I think it's good enough to make a game that people--"
"00:19:06,812 --> 00:19:08,347",and that's what this Kickstarter is all about.
"00:19:08,347 --> 00:19:12,151","Like, there are these people who said, ""We like adventure games just the way they are."""
