"Timecode","Content"
"00:09:19,260 --> 00:09:22,400","Schafer: It's like, oh no! Horrible bug."
"00:09:26,460 --> 00:09:28,354","Kipnis: He needs a runs."
"00:09:28,960 --> 00:09:31,660","Petty: You know what I realized, too, is Shay's in all these scenes."
"00:09:31,660 --> 00:09:33,880","He feels a bit small in all of them."
"00:09:33,880 --> 00:09:39,740","He's the correct scale, but he's actually, he's so much smaller feeling than Vella."
"00:09:39,740 --> 00:09:43,300","Their height is about the same, but because she has the bigger hair and a wider face."
"00:09:43,300 --> 00:09:49,940","Like he looks small talking to the same characters as if you, like when you just, and I've doubled, triple checked the scale and it's all correct."
"00:09:49,954 --> 00:09:54,154","It just, Kipnis: I wonder if we should make him bigger."
"00:09:54,240 --> 00:09:58,120","Petty: Well, it'd throw off all the stuff at this point."
"00:10:00,240 --> 00:10:02,700","Schafer: So I assume, I think Lydia is awkward."
"00:10:02,700 --> 00:10:07,400","She came 'cause I think she thinks this is like, yeah, a surprise going away party."
"00:10:07,400 --> 00:10:11,520","She's coming, is this where, is this where the cake is, you guys?"
"00:10:11,520 --> 00:10:13,400","Is this where we're having the big going away?"
"00:10:14,700 --> 00:10:17,040","This is Lydia's last play-through before she goes to..."
"00:10:18,540 --> 00:10:21,360","That's Oculus. That's my gesture for Oculus."
"00:10:21,700 --> 00:10:23,057","Facehugger."
"00:10:23,460 --> 00:10:25,114","Anyone have any last words for Lydia?"
"00:10:25,580 --> 00:10:27,640","Petty: Thank you for all your hard work, Lydia."
"00:10:27,640 --> 00:10:32,600","[Applause] Kipnis: All your v-effects in Act One were amazing"
"00:10:32,600 --> 00:10:37,340","and we hope we get somebody anywhere near as good as you for Act Two."
"00:10:38,080 --> 00:10:40,500","Crook: Yeah. Yeah, that was unfortunate."
"00:10:40,500 --> 00:10:41,320","Good old Lydia."
"00:10:41,700 --> 00:10:43,960","The turnover here is very, is not high."
"00:10:43,960 --> 00:10:47,020","It's actually, it's not high at all."
"00:10:47,460 --> 00:10:53,660","And I think sometimes we're lucky to have people for as long as we do."
"00:10:53,660 --> 00:10:57,360","And it is a little scary, like we were talking about effects today, a little bit."
"00:10:57,360 --> 00:10:59,860","Then I was, you know, and then in the back of your head, like wait."
"00:10:59,860 --> 00:11:01,039","Who's going to do these?"
"00:11:01,040 --> 00:11:07,300","I know Lee was doing a little bit of effects work the other day, but he's not going to have time to like, be the effects person."
"00:11:09,020 --> 00:11:12,640","So I'm just going to have to trust that they can find somebody."
"00:11:13,440 --> 00:11:17,640","'Cause we do have, we have a couple other effects artists, but they're on other projects."
"00:11:17,640 --> 00:11:26,700","So we're going to have to find somebody new that can come in and try and match that style and we will, we will."
"00:11:27,040 --> 00:11:30,480","And so, so we'll find somebody that can do it."
"00:11:30,960 --> 00:11:35,380","So I'm not freaking out, but I don't know."
"00:11:35,380 --> 00:11:36,320","She was great."
"00:11:37,800 --> 00:11:39,060","Schafer: OK. But it's awesome."
"00:11:39,340 --> 00:11:41,780","See those puzzles coming together. Kipnis: Yeah."
"00:11:42,180 --> 00:11:43,800","Schafer: We'll be done by December!"
"00:11:44,600 --> 00:11:46,080","Rice: Exactly. Petty: It's nice that you know when..."
"00:11:46,087 --> 00:11:47,642","Schafer: This is where everyone jumps out and is like, yeah!"
"00:11:47,642 --> 00:11:55,900","Schafer: People were worried about it being done in December, earlier and then the writing is taking even a little bit longer than we thought."
"00:11:55,900 --> 00:11:58,460","So I bet people were even more worried about it being done in December."
"00:11:59,080 --> 00:12:04,160","Schafer: But we did not quite finish the work, the milestone and when we started the milestone"
"00:12:04,160 --> 00:12:08,160","we're like, from now on if we don't finish milestones we're just going to cut stuff and when we don't finish them."
"00:12:08,163 --> 00:12:13,360","And the milestone, so I guess we're just going to have to cut half of those puzzles."
"00:12:14,600 --> 00:12:20,000","So we're going to go back to that meeting we had where we said that we're going to cut stuff and be like, OK, listen."
"00:12:20,400 --> 00:12:22,940","It's not totally reasonable to just cut stuff that doesn't get done."
"00:12:22,940 --> 00:12:26,260","We're going to just have to make up for it somehow."
"00:12:26,680 --> 00:12:29,260","Petty: The intent was never to be, oh, we didn't finish that puzzle."
"00:12:29,260 --> 00:12:30,416","We're just not doing it."
"00:12:30,420 --> 00:12:37,220","It was, it was that we didn't want to leave a wake of unfinished, half-implemented puzzles for a variety of reasons"
"00:12:37,220 --> 00:12:41,200","and one was you can't play-test a half-implemented puzzle meaningfully."
"00:12:41,200 --> 00:12:46,240","And we wanted to play-test sooner to help ameliorate the amount of like play-tested adjustments at the end"
"00:12:46,240 --> 00:12:49,540","when we have less flexibility, 'cause the dialogue's recorded and we're running out of time."
"00:12:50,200 --> 00:12:54,340","So I mean, it's all those reasons why we're trying to do that."
"00:12:54,340 --> 00:12:58,540","But what actually wound up happening for a couple reasons was that we didn't hit those two puzzles."
"00:12:58,540 --> 00:13:03,880","So we're effectively, I don't know, a week or so behind already on the schedule in our first two-week sprint."
"00:13:04,540 --> 00:13:10,740","And it's going to continue, like we'll continue to get further behind unless we can close out puzzles on that sprint."
"00:13:10,740 --> 00:13:12,880","And I don't see anything that changes that."
"00:13:12,880 --> 00:13:15,620","Right now, for example, there's really only one puzzle that's finished writing."
"00:13:15,620 --> 00:13:18,680","We can't finish the hull patch puzzle chain, because it's missing writing."
"00:13:18,980 --> 00:13:22,240","We can't finish the hexapal wiring, we can't finish radiation suit."
"00:13:22,240 --> 00:13:24,200","So that still means we're behind."
"00:13:29,080 --> 00:13:29,580","Schafer: ok."
"00:13:29,580 --> 00:13:33,980","Hansen: Would that allow us to potentially catch up, if we got the writing in time?"
"00:13:34,340 --> 00:13:39,160","Schafer: So I bet I'm maybe the last person who thinks we can get it done in December, probably."
"00:13:39,300 --> 00:13:44,820","You can kind of sense when you're in a position where everyone kind of thinks you're not going to make the deadline, but they just haven't told you yet."
"00:13:46,280 --> 00:13:52,040","So I'm going to go ahead and pretend I haven't heard it yet until they, it's just too much time has gone by, they can't tell me."
"00:13:53,440 --> 00:13:54,640","Then they won't tell me."
"00:13:55,080 --> 00:13:56,800","And then we'll make it on time, see?"
"00:13:57,060 --> 00:13:58,420","That's how I operate."
"00:13:59,200 --> 00:14:00,536","Kind of mind games."
"00:14:01,080 --> 00:14:04,393","Hansen: There're two different scenarios that we can do pretty much."
"00:14:05,160 --> 00:14:06,960","Well, one is we don't ship in December."
"00:14:07,260 --> 00:14:09,980","I mean, that's probably the one we don't want to go for."
"00:14:10,120 --> 00:14:15,220","And the other one, basically eats into Beta periods so that we won't have a true Beta."
"00:14:15,220 --> 00:14:21,640","We would actually have animations and v-effects and a lot of the audio stuff coming in late, like into Beta."
"00:14:22,200 --> 00:14:23,980","And there's a lot of risk involved in doing that."
"00:14:23,980 --> 00:14:27,080","So that was something that we were trying to avoid."
"00:14:27,080 --> 00:14:34,500","Rice: Then it's like getting the writing done so we can have a VO session in time to where we get the files back soon enough to get our animators"
"00:14:34,620 --> 00:14:37,400","pumping through that from Super Genius, but also so it's not late,"
"00:14:37,400 --> 00:14:40,660","too late to where we're screwing audio and the effects guys."
"00:14:41,060 --> 00:14:43,300","So there's just kind of a balance in there."
"00:14:43,300 --> 00:14:50,240","Hansen: We presented Tim with a really aggressive schedule for delivering the writing that we needed in order to keep the team on schedule."
"00:14:50,900 --> 00:14:56,820","And it was requiring him to work at a faster pace than he's ever written on the projects up to this point."
"00:14:56,820 --> 00:15:00,880","It's a challenge for everybody, but it all starts with the writings."
"00:15:00,880 --> 00:15:05,000","Annable: So Tim, did you see the email that I sent you where I said I just did this little exercise."
"00:15:05,000 --> 00:15:06,940","Schafer: Yeah, I deleted that one immediately."
"00:15:06,940 --> 00:15:07,880","It was terrifying."
"00:15:09,060 --> 00:15:10,158","That was the one where you were like..."
"00:15:10,160 --> 00:15:12,340","it looks he spent a year writing this first one, so..."
"00:15:13,120 --> 00:15:21,577","Annable: No, no. And it's, no. 'Cause you didn't take a year; you spent like 13 weeks and to me, you know, we don't,"
"00:15:21,577 --> 00:15:24,997","we don't really succeed when we say hey, Tim, write faster."
"00:15:25,000 --> 00:15:28,998","It's kind of an impossible thing to do."
"00:15:29,760 --> 00:15:36,500","So for me, I just don't see December as a, as a reality."
"00:15:38,660 --> 00:15:43,720","Rice: So I don't know if we want to make a call now or if we want to say let's try to write the rest of the game"
"00:15:43,720 --> 00:15:47,540","in four and a half weeks and still squeeze it in."
"00:15:48,800 --> 00:15:50,360","Annable: I just worry about the quality then."
"00:15:50,360 --> 00:15:58,380","I mean, because even if he, Tim, even if you locked yourself away and wrote for a month, you know, I mean that's a lot of pressure."
"00:15:59,900 --> 00:16:00,840","Schafer: Mmhmm."
"00:16:00,900 --> 00:16:02,560","Annable: I mean, Tim, do you think you can do that?"
"00:16:05,880 --> 00:16:08,400","Schafer: Again I don't see a lot of choice."
"00:16:08,940 --> 00:16:11,780","Annable: I mean, it'll be a gnarly schedule for everybody."
"00:16:14,040 --> 00:16:19,560","Hansen: All right. So why don't we create those scenarios and then we can share the, once this group, and we can talk about it from there."
"00:16:19,780 --> 00:16:22,520","Schafer: Well, I better get writing. Rice: Yeah."
"00:16:22,520 --> 00:16:25,360","Annable: All right. Whoohoo! You can do it, Tim. You can do it."
"00:16:26,920 --> 00:16:28,700","Schafer: OK. Annable: OK."
"00:16:28,700 --> 00:16:29,800","Schafer: All right. Thanks for talking."
"00:16:29,800 --> 00:16:31,720","I wish I had more easy solutions for everybody."
"00:16:31,720 --> 00:16:33,420","Annable: Bye, guys. Schafer: Bye."
"00:16:40,220 --> 00:16:41,040","Rice: Hi, Malena. OK."
"00:16:41,044 --> 00:16:42,304","I'm getting Bagel, too."
"00:16:42,304 --> 00:16:43,384","We'll see if he comes."
"00:16:45,140 --> 00:16:47,380","Tim is not coming today, you guys."
"00:16:47,380 --> 00:16:48,280","Kipnis: Why not?"
"00:16:48,280 --> 00:16:53,260","Rice: He is in his office with a big sticker that says ""Do Not Disturb""."
"00:16:53,280 --> 00:16:54,120","Melena says."
"00:16:54,980 --> 00:16:56,220","So he's writing."
"00:16:56,220 --> 00:16:58,200","No, he's actually, he's been killing it."
"00:16:58,200 --> 00:17:00,160","He's been cranking through stuff really quick."
"00:17:00,160 --> 00:17:04,280","I think he sees the deadlines looming and is staying really on top of stuff."
"00:17:04,280 --> 00:17:07,999","So I think if he keeps going at this pace, then yeah, we're going to have a good shot at it."
"00:17:08,859 --> 00:17:10,599","Yeah, he's doing his best and it's coming in really nice."
"00:17:11,160 --> 00:17:12,960","It's solid now, so it's good to see."
"00:17:13,920 --> 00:17:16,560","Schafer: As long as we can survive 'til the end of the project, it'll be great."
"00:17:17,160 --> 00:17:19,080","I guess I gotta finish my dialog before..."
"00:17:19,599 --> 00:17:21,559","You guys get to talk to me ever again."
"00:17:23,040 --> 00:17:25,200","Schafer: Out. Out!"
"00:17:29,900 --> 00:17:31,080","Just kidding."
"00:17:31,080 --> 00:17:32,920","Come in any time you want to."
"00:17:34,480 --> 00:17:35,320","Is that a good enough ending?"
"00:17:35,320 --> 00:17:36,040","I'll do like this."
"00:17:36,800 --> 00:17:40,000","I guess it's just another day in games."
"00:17:42,760 --> 00:17:44,060","Schafer: Right, right?"
"00:17:45,500 --> 00:17:49,140","I can close my door and I can put a Post-it note on it and I can even lock it."
"00:17:49,140 --> 00:17:53,080","But just walking around the office, people will be like, ah, I need you to talk, I need to talk to you about this thing."
"00:17:53,800 --> 00:17:55,720","And then that thing spins into another thing."
"00:17:55,720 --> 00:17:57,220","And someone wants to talk about another thing."
"00:17:57,720 --> 00:18:06,380","So many projects going on, so many deals that I probably should be helping with and you know, they justifiably need some input or something."
"00:18:06,380 --> 00:18:10,720","But I just have to get this writing done."
"00:18:10,720 --> 00:18:12,120","I just have to get this writing done."
"00:18:12,720 --> 00:18:17,680","So everything else in the company's got to, got to operate on its own for a little while."
"00:18:18,100 --> 00:18:21,740","Schafer: We're here at the Noe Valley Public Library."
"00:18:21,940 --> 00:18:23,520","My house is a few blocks down that way."
"00:18:24,200 --> 00:18:27,900","I've come to libraries ever since trying to design Full Throttle."
"00:18:27,900 --> 00:18:31,271","I remember going down to the Sausalito Library and sitting there and designing."
"00:18:31,840 --> 00:18:34,559","Sitting there with my notebook, same exact thing."
"00:18:35,300 --> 00:18:36,900","And Grim I went to the library a lot."
"00:18:37,180 --> 00:18:42,140","I actually did a lot of research in the library, just 'cause the Internet was not full of stuff as it is now."
"00:18:42,418 --> 00:18:44,408","It's also nice to get out of the office."
"00:18:45,040 --> 00:18:46,076","It's a change of scenery."
"00:18:46,620 --> 00:18:50,800","I used to think like, on Full Throttle, I went to the library and I got so much done on the first day."
"00:18:50,800 --> 00:18:52,260","I was like, this is great, this is my new secret."
"00:18:52,260 --> 00:18:53,980","And then I went down the next day and I didn't get any work done."
"00:18:53,980 --> 00:18:54,980","It was like, what's going on?"
"00:18:54,980 --> 00:18:56,460","And I got a lot of work done in the office."
"00:18:56,460 --> 00:18:58,560","And then sometimes I get a lot of work done in my home."
"00:18:58,560 --> 00:19:00,560","And sometimes I think there's no one answer."
"00:19:00,560 --> 00:19:02,680","You just have to keep moving around and shuffling around."
"00:19:03,340 --> 00:19:05,640","And I think in the end it really in some ways doesn't matter."
"00:19:05,640 --> 00:19:09,074","You just have to like work at it every day and some days you get nothing done, some days you get a lot done."
"00:19:09,580 --> 00:19:10,800","But you have to do it every day."
"00:19:11,620 --> 00:19:25,464","[Music] Schafer: Yeah, it's coming along really fast."
"00:19:25,464 --> 00:19:28,524","I mean, they really are working twice as fast as Act One."
"00:19:28,680 --> 00:19:30,500","And we don't have everyone that we had in Act One."
"00:19:30,500 --> 00:19:35,380","Remember in Act One we had like JP and Brandon, all these people."
"00:19:35,380 --> 00:19:40,040","This one's been on the gameplay side just like Anna and Ben cranking away on it."
"00:19:40,360 --> 00:19:51,120","[Music] Rice: There's certain puzzles we should make sure to hit first."
"00:19:51,120 --> 00:19:55,840","Petty: I think we should hit the stuff that we played the least first, which is the radiation suit puzzle."
"00:19:55,840 --> 00:19:58,280","I would do that one first. Rice: Cool."
"00:19:58,440 --> 00:19:59,080","Schafer: Sprint kickoff."
"00:19:59,080 --> 00:20:00,500","I missed the play-through but I heard it was good."
"00:20:00,500 --> 00:20:01,760","Rice: The play-through was awesome."
"00:20:01,760 --> 00:20:03,260","Did anybody have anything they wanted to say about it?"
"00:20:03,860 --> 00:20:05,860","Schafer: It was particularly awesome because I wasn't here."
"00:20:05,860 --> 00:20:07,420","Like everyone's like, it seems so relaxed."
"00:20:07,420 --> 00:20:08,060","Petty: That was like a plus."
"00:20:08,061 --> 00:20:10,061","Schafer: Why is it so chill here?"
"00:20:10,061 --> 00:20:11,041","I don't know what's going on."
"00:20:11,260 --> 00:20:12,760","Petty: I mean, I think it was pretty solid."
"00:20:12,760 --> 00:20:20,980","I mean, the puzzles were, they became clear in the play-through that the puzzles were a lot more complex than the first act, which was cool."
"00:20:20,981 --> 00:20:22,640","Game Tester: This is a good puzzle."
"00:20:22,640 --> 00:20:23,880","I have no idea what's going on."
"00:20:25,900 --> 00:20:27,974","It's going to be hard."
"00:20:27,974 --> 00:20:30,654","You need a pen there, Ben?"
"00:20:30,660 --> 00:20:31,380","Peck: Yeah, I got one."
"00:20:31,387 --> 00:20:37,960","Petty: Because there are more steps in them and the puzzles, a lot of them aren't just say using an object in a place,"
"00:20:37,960 --> 00:20:41,620","but there's some trial and error things you can manipulate and see different results."
"00:20:42,600 --> 00:20:45,593","I think the separate puzzle chains kind of weave in and out of each other."
"00:20:46,320 --> 00:20:50,880","So I think that, that's where some of the, I think some people would describe that as difficulty,"
"00:20:51,400 --> 00:20:54,260","which is true but I think it's also just the appearance."
"00:20:54,260 --> 00:20:59,074","And, and actual complexity that was maybe missing from some of the puzzles in the first act."
"00:20:59,700 --> 00:21:02,240","And part of that was by design, both to ramp it up."
"00:21:02,240 --> 00:21:08,327","But also, you know, Tim, I think in both cases from a story standpoint or from a theme standpoint,"
"00:21:08,327 --> 00:21:11,960","the character's kind of start constrained and therefore the player's kind of constrained."
"00:21:11,960 --> 00:21:13,640","And they kind of break out of that constraint."
"00:21:14,100 --> 00:21:21,120","And that means that it was just a little more, there wasn't much opportunity for the puzzles to kind of weave back and forth through each other."
"00:21:21,525 --> 00:21:23,460","Kipnis: So what are your thoughts, you guys?"
"00:21:23,460 --> 00:21:25,940","Rice: It's fucking awesome. So good."
"00:21:25,940 --> 00:21:27,580","Kipnis: It's really long. Peck: Yeah."
"00:21:28,240 --> 00:21:29,415","Rice: It's super fun."
"00:21:29,420 --> 00:21:32,520","Peck: I really love that last puzzle. Rice: Yeah."
