"Timecode","Content"
"00:02:30,617 --> 00:02:33,754","Schafer: Brandon, Scott Campbell. Cambell: Hey man."
"00:02:33,754 --> 00:02:38,592","Skillman: Oh man, we're being filmed. Man, this is so awkward, but it's nice to see you."
"00:02:38,592 --> 00:02:40,660","McGarry: Oh, it's on camera. What's up, buddy?"
"00:02:40,660 --> 00:02:42,062","Good to see you."
"00:02:42,062 --> 00:02:43,664","Hackett: That's all we do around here is hug."
"00:02:43,664 --> 00:02:46,600","Cambell: Hey, buddy. Hug sounds good, man."
"00:02:46,600 --> 00:02:48,335","Muir: I never met Peter Chan in person."
"00:02:48,335 --> 00:02:50,470","McGarry: I never met him either. Crook: Really?"
"00:02:50,860 --> 00:03:07,554","[Murmuring] Schafer: Bap-bee-dee-bap-bup-ba-da, buh-bum, ba-da-dum-dum-dum."
"00:03:07,554 --> 00:03:10,223","Ya-da-za-ha."
"00:03:10,223 --> 00:03:13,527","Let's see, are we all here? Everyone here?"
"00:03:13,527 --> 00:03:15,429","Hello, hello, everybody."
"00:03:15,429 --> 00:03:17,197","Hi, thanks for coming."
"00:03:17,197 --> 00:03:20,600","Uh, please join me in welcoming some special guests we have here today."
"00:03:20,600 --> 00:03:22,803","We have from--some out-of-towners."
"00:03:22,803 --> 00:03:26,740","We have Mr. Peter Chan over here, Peter Chan."
"00:03:26,740 --> 00:03:28,308","Hello."
"00:03:28,308 --> 00:03:34,147","[applause] Uh, we have Mr. Scott Campbell. Where's Scott Campbell?"
"00:03:34,147 --> 00:03:36,149","There's Scott Campbell! Yay, Scott Campbell."
"00:03:36,500 --> 00:03:42,389","[Applause] And we have, uh, Nathan ""Bagel"" Stapley."
"00:03:42,389 --> 00:03:43,657","There he is."
"00:03:44,000 --> 00:03:48,295","[Applause] Anyone else coming in from out of town?"
"00:03:48,295 --> 00:03:49,796","Is anyone here? Great."
"00:03:49,796 --> 00:03:53,733","Um, we are doing, um, uh, an art jam for Reds."
"00:03:53,733 --> 00:03:55,869","Reds is the code name for our Double Fine Adventure."
"00:03:55,869 --> 00:04:01,475","This last week, we did one of my favorite things, which was the art jam, which we got all our artists from across the country"
"00:04:01,475 --> 00:04:08,048","here in this room sitting around one table just drawing and talking and pitching ideas back and forth."
"00:04:08,048 --> 00:04:13,019","And we had Peter Chan who has been working with me since ""Monkey Island 2."""
"00:04:13,019 --> 00:04:17,423","We have Scott Campbell, who's here since the beginning of Double Fine."
"00:04:17,423 --> 00:04:22,796","And Nathan ""Bagel"" Stapley, who, um, whose art is gonna be featured front and center"
"00:04:22,796 --> 00:04:28,502","in the Double Fine Adventure, and who has also been here since the beginning of Double Fine."
"00:04:28,502 --> 00:04:33,573","It's good to see you guys, I haven't seen, you know, a lot of you in the office for a while, so it's awesome to have you here."
"00:04:33,573 --> 00:04:38,345","Um, people who don't know who these guys are, ask somebody."
"00:04:38,345 --> 00:04:42,749","[Laughter] Cambell: You know, I'm excited. It's like a total reunion."
"00:04:42,749 --> 00:04:50,323","The last time we were all together was, um, beginning of ""Brütal Legend."" Peter was--Peter's been on, I think, every one of his projects."
"00:04:50,323 --> 00:04:54,494","Chan: Here that, uh, hired me. Right here."
"00:04:54,494 --> 00:04:58,064","Gilbert: I hired more people in this industry than you know."
"00:04:58,064 --> 00:05:03,203","Chan: Tim and everyone was going, ""We would like you to come back and help us out on this."""
"00:05:03,203 --> 00:05:07,374","And that was the friendliest you've seen Ron right there, fellas."
"00:05:07,374 --> 00:05:14,848","To collaborate with, uh, these guys Ron and Tim again is, you know, is like the good old days, you know?"
"00:05:14,848 --> 00:05:17,117","So I didn't want to pass that up."
"00:05:17,117 --> 00:05:19,085","Schafer: Art is obviously really critical to graphic adventures."
"00:05:19,085 --> 00:05:23,690","It's part of the defining thing of like, ""Let's have an adventure game, but let's add not just text to it."
"00:05:23,690 --> 00:05:28,528","Let's actually show the world."" And seeing beautiful worlds laid out in front of you"
"00:05:28,528 --> 00:05:30,330","that inspire your imagination."
"00:05:30,330 --> 00:05:36,069","Your desire to explore them is such an important thing, 'cause they don't have, um, you know,"
"00:05:36,069 --> 00:05:42,642","an RPG's progression drive, you know, or an addictive hook like collectables or something like that usually."
"00:05:42,642 --> 00:05:52,018","It's just the--the thing that pulls you forward and keeps you going is the-- the extent to which we've ignited your desire to explore."
"00:05:52,018 --> 00:05:57,824","So I was gonna go over the state of the game like storywise and what design there is on the game,"
"00:05:57,824 --> 00:06:04,297","and then talk about, uh, art jam, too, a little bit, 'cause this is a little-- this is a little earlier than I think we did--"
"00:06:04,297 --> 00:06:09,703","Like, when Peter--by the time Peter visited on ""Brütal,"" we already had a bunch of art that we then kind of bundled up"
"00:06:09,703 --> 00:06:11,338","and made the factions and stuff like that."
"00:06:11,338 --> 00:06:13,273","This is, I think, a little earlier in the process."
"00:06:13,273 --> 00:06:20,747","I was hoping to-- I asked Greg to kind of get you guys here as soon as possible to help generate ideas while I'm designing the game,"
"00:06:20,747 --> 00:06:23,316","'cause, um, the game could go so many different areas."
"00:06:23,316 --> 00:06:28,288","And I have this idea about the boy and the girl, but, you know, there's the spaceship, but there could be anything on the spaceship,"
"00:06:28,288 --> 00:06:36,296","and there's this pastoral world, but it could be any level of-- it could have anything in it right now, and I think a lot of these, I think coming up"
"00:06:36,296 --> 00:06:40,233","with just visual ideas for cool places to go are just as valid a place to start as anything."
"00:06:40,233 --> 00:06:48,875","Petty: This one is, we're at such an early state on, uh, Reds, that, um, you know, Tim-- Tim's only really identified"
"00:06:48,875 --> 00:06:51,144","a few very specific things for us."
"00:06:51,144 --> 00:06:55,181","Schafer: Right now, the green cards are characters-- these are the characters so far--"
"00:06:55,181 --> 00:06:57,584","and the yellow cards are just story points."
"00:06:57,584 --> 00:07:03,523","Um, I'm gonna be adding locations here and, um, puzzles in different colors."
"00:07:03,523 --> 00:07:05,525","I mean, I told them a lot about what we have."
"00:07:05,525 --> 00:07:12,299","That's really as far as the game has gone because, um, I've been doing a lot of business stuff, which is annoying."
"00:07:12,299 --> 00:07:16,336","Yeah, so I'm way behind on the design and the puzzles, but we did hire a business guy."
"00:07:16,336 --> 00:07:17,737","Rice: So that's good."
"00:07:17,737 --> 00:07:19,606","Schafer: Which means I won't have to work on Hausen anymore."
"00:07:19,606 --> 00:07:24,344","But luckily, we just hired a business guy to come in and take care of that stuff."
"00:07:24,344 --> 00:07:29,683","Trying to get Brad's new project signed, and, uh, there were a lot of meetings at E3 and stuff."
"00:07:29,683 --> 00:07:35,789","Um, you know, there's a few more details that only make sense to me, but, uh, um,"
"00:07:35,789 --> 00:07:41,094","I mostly gave those guys the heads up about where-- where everything is right now, yeah."
"00:07:41,094 --> 00:07:45,031","Uh, it's a story about a boy and a girl, and they both have two different parallel stories going on,"
"00:07:45,031 --> 00:07:47,434","and the player can jump back and forth between them."
"00:07:47,434 --> 00:07:54,007","And the girl is, um, a young girl who's been chosen for this big honor that she finds out is actually being sacrificed"
"00:07:54,007 --> 00:07:56,476","to a horrible monster in order to save her town."
"00:07:56,476 --> 00:08:02,282","And her story is about choosing to break out of that arrangement and endanger her town"
"00:08:02,282 --> 00:08:05,051","and hopefully fight the monster and save her town."
"00:08:05,051 --> 00:08:12,292","And then the boy is a, um-- has grown up alone on a spaceship, a giant, kind of organic spaceship"
"00:08:12,292 --> 00:08:17,597","that takes care of his every needs and creates entertainment for him and takes care of his food and his health and everything,"
"00:08:17,597 --> 00:08:19,733","but he's all by himself out in space."
"00:08:19,733 --> 00:08:24,804","And it's about him actually finding out, um, how to take control of that ship"
"00:08:24,804 --> 00:08:30,577","and get access to new secret areas and find out that he has the ability to actually, uh,"
"00:08:30,577 --> 00:08:33,545","have a higher purpose than just hanging out in this ship being entertained,"
"00:08:33,546 --> 00:08:37,583","but he can actually go on rescue missions and save helpless creatures around the galaxy."
"00:08:37,583 --> 00:08:44,056","Chan: Like all the other adventure games, I think he had more landmarks already established."
"00:08:44,057 --> 00:08:46,092","More tent poles, right?"
"00:08:46,092 --> 00:08:52,198","And, um, and then my job was to connect between them."
"00:08:52,198 --> 00:08:58,371","And this time around, yeah, there's less tent poles, and so it's our job to go in and try to figure out"
"00:08:58,371 --> 00:09:00,673","what the other places are right now."
"00:09:00,673 --> 00:09:08,481","Basically, all we're doing is giving him enough of inspiration for him to run with it."
"00:09:08,481 --> 00:09:15,288","Once he sees an image and his imagination starts, you know, uh, walking around in our drawings,"
"00:09:15,288 --> 00:09:18,358","he can then start to expand on that."
"00:09:18,358 --> 00:09:20,760","That's how it always works with Tim."
"00:09:20,760 --> 00:09:26,466","Petty: On a creative direction standpoint, you know, Tim--I think Tim fishes a lot, you know?"
"00:09:26,466 --> 00:09:32,372","And, um, he kind of gets these elements and then he makes unusual but cohesive connections"
"00:09:32,372 --> 00:09:34,007","between those elements, you know?"
"00:09:34,007 --> 00:09:36,509","And I think that this will help that process for him."
"00:09:36,509 --> 00:09:41,815","Other people maybe have-- have in mind a very specific mythology, and I think Tim's different in different games."
"00:09:41,815 --> 00:09:47,187","Like, I think ""Brütal Legend,"" you know, he had a very, like, ""It's a roadie in this heavy metal fantasy world,"
"00:09:47,187 --> 00:09:51,191","and it's based on the look of album covers,"" and Frazetta--some of the very early stuff."
"00:09:51,191 --> 00:09:57,297","A little more--a little more specific than some of this, but I think in the end, he just takes different ways to get there"
"00:09:57,297 --> 00:10:01,434","depending on what he feels the game needs or what the theme of the game is really about."
"00:10:01,434 --> 00:10:07,040","Schafer: But, um, it's still in the phase where just, like, everything is like, ""Yes, and that could be cool and this could be cool"
"00:10:07,040 --> 00:10:10,143","and this could be cool,"" and just like, coming up with tons of art."
"00:10:10,143 --> 00:10:14,614","That's my goal. All right?"
"00:10:14,614 --> 00:10:21,054","Petty: There's these big gaps in the first two acts past the intro, and that's where I think we can help Tim the most."
"00:10:21,360 --> 00:10:32,298","[Music] Schafer: It is--I'm joking, but it is like a dream team."
"00:10:32,298 --> 00:10:35,368","I mean, these are the best artists I know, and they're all here together."
"00:10:35,520 --> 00:10:49,716","[Music] Cambell: Man, these are a little dry, dude."
"00:10:51,985 --> 00:10:53,620","Chan: Who makes this? Petty: Copic."
"00:10:53,620 --> 00:10:57,590","These are Japanese markers and they're the best, because first, they got a square shape so they don't roll on your table."
"00:10:57,590 --> 00:11:02,362","Right, and they got nice-- nice medium-sized tip, a very nice chisel tip."
"00:11:02,362 --> 00:11:07,667","And they--and they really can lay it down, so all you do to refill it is you just pull this sucker off like that."
"00:11:07,667 --> 00:11:10,570","And you can buy just tip replacements, too."
"00:11:12,105 --> 00:11:13,473","-Yeah. -Oh yeah."
"00:11:13,473 --> 00:11:17,076","It's like, uh, I met some-- I met Chris."
"00:11:17,076 --> 00:11:20,246","Cambell: Like a steak--it's like a meat-- it's like a bacon steak root."
"00:11:20,246 --> 00:11:22,348","-Very nice. -One down."
"00:11:22,348 --> 00:11:24,517","Bagel: Yam. -Who else?"
"00:11:24,517 --> 00:11:25,852","Chan: So she starts exploring."
"00:11:25,852 --> 00:11:30,657","When she reaches, like, pathways which are made of twigs, all right?"
"00:11:30,657 --> 00:11:32,625","Schafer: Mm-hm. Chan: So there are some paths."
"00:11:32,625 --> 00:11:37,430","Once she's on it, she won't sink anymore, so that--that automatically guides her through."
"00:11:37,430 --> 00:11:39,199","Schafer: Textural. Chan: Now--awesome."
"00:11:39,199 --> 00:11:43,803","Petty: When he wasn't looking, or when they needed to operate the ship, they started to like fold back, and they have all these like,"
"00:11:43,803 --> 00:11:47,774","um, like A.M. clock radio innards, and the arms come out and they start doing stuff"
"00:11:47,774 --> 00:11:50,076","and he turns around and they're like back as a little bunny."
"00:11:50,076 --> 00:11:56,215","Cambell: So, like, these people would be cruisin' around on like combs and brushes, dude, and they'd be combing the land like farming."
"00:11:56,215 --> 00:11:59,652","So it'd be like farming style, but they'd be farming the trees and shit."
"00:11:59,652 --> 00:12:01,020","Schafer: Are they pulling out lice to eat or anything?"
"00:12:01,020 --> 00:12:02,555","Cambell: No, it'd just be really pretty."
"00:12:02,555 --> 00:12:08,428","That's the thing, they can be farming, harvesting all the bugs and shit, and then they could put it in their little harvester,"
"00:12:08,428 --> 00:12:13,466","but also making really cool shapes from the stuff that they create like that, you know what I mean?"
"00:12:13,466 --> 00:12:16,836","Chan: So, that's what we've got."
"00:12:16,836 --> 00:12:24,177","Bagel: Yeah, I think we're getting closer to-- I think we're just trying to figure out like a language because-- since these things are gonna be 2D painting,"
"00:12:24,177 --> 00:12:28,281","I think we really just have to figure out the language of both worlds."
"00:12:28,281 --> 00:12:30,450","And I think we're like getting..."
"00:12:30,450 --> 00:12:34,721","I think all these drawings, once we put them all up tomorrow and see what Tim says,"
"00:12:34,721 --> 00:12:39,425","it'll even be just that next level of direction, you know?"
"00:12:39,425 --> 00:12:42,128","Cambell: But he just gets worried when you throw away your drawings."
"00:12:42,128 --> 00:12:48,267","I don't know if you saw that today, but we had some--some run-ins with some of the artists throwing away their work"
"00:12:48,267 --> 00:12:50,470","'cause they don't think it's good enough."
"00:12:50,470 --> 00:12:53,606","Schafer: Don't let me bother you, I'm just looking at what you're drawing."
"00:12:53,606 --> 00:12:54,874","Those are pretty."
"00:12:54,874 --> 00:12:58,244","Where'd that squid go? Bagel: Squid?"
"00:12:58,244 --> 00:12:59,445","Petty: You were painting a squid earlier."
"00:12:59,445 --> 00:13:00,780","Bagel: Oh yeah, I threw it out, I threw it away."
"00:13:00,780 --> 00:13:02,181","Schafer: You threw it out? Petty: Oh!"
"00:13:02,181 --> 00:13:03,383","Schafer: You son of a-- Petty: We all liked it."
"00:13:03,383 --> 00:13:04,584","Cambell: Why'd you throw that away, dude?"
"00:13:04,584 --> 00:13:06,152","Bagel: Son of a monkey. Which one?"
"00:13:06,152 --> 00:13:09,322","Petty: Get a whole sheet. Schafer: Oh my God, and you tore it in half?"
"00:13:09,322 --> 00:13:11,491","Bagel: I can make another one."
"00:13:11,491 --> 00:13:12,759","Bagel: We'll make another one."
"00:13:12,759 --> 00:13:14,027","Cambell: Dude, that whole fuckin' page."
"00:13:14,027 --> 00:13:15,295","Bagel: You guys liked it?"
"00:13:15,295 --> 00:13:17,196","Schafer: Yeah, we paid for that, we paid for that."
"00:13:17,196 --> 00:13:19,399","You pretty much just stole from the backers by tearing that up."
"00:13:19,399 --> 00:13:22,101","Bagel: Yeah. Cambell: Why'd you rip that up?"
"00:13:22,101 --> 00:13:23,836","-You crazy, man? Bagel: I know."
"00:13:23,836 --> 00:13:25,805","Cambell: That was the best shit, man."
"00:13:25,805 --> 00:13:30,009","Bagel: Now, uh-- I didn't think it was that great."
"00:13:30,009 --> 00:13:34,480","Yeah, he picked it out of the trash, my drawing."
"00:13:34,480 --> 00:13:37,150","And then he told me to do it over again."
"00:13:37,150 --> 00:13:38,484","Cambell: He'll probably Frankenstein that one and that'll be the..."
"00:13:38,484 --> 00:13:41,154","Bagel: Oh, speak of the devil. Cambell: ...the biggest idea."
"00:13:44,090 --> 00:13:45,658","Schafer: You guys talking about something?"
"00:13:45,658 --> 00:13:47,193","That's cool."
"00:13:47,193 --> 00:13:49,462","Weird porcupine guys."
"00:13:49,462 --> 00:13:51,464","Bagel: It's like moving, uh, on land. Schafer: That's awesome."
"00:13:51,464 --> 00:13:55,768","Chan: I have a lot of faith in Tim, and all we have to do is plant a few seeds"
"00:13:55,768 --> 00:13:58,137","and he'll start running with it, right?"
"00:13:58,137 --> 00:13:59,772","Cambell: Yeah, planting seeds."
"00:13:59,772 --> 00:14:02,675","Yeah, you don't know what seeds will turn into rad stuff, man."
"00:14:02,840 --> 00:14:24,664","[Music] Cambell: So it's just a list of possible room ideas and experiences, you know?"
"00:14:24,664 --> 00:14:27,200","Just kind of--like, some of them are just words."
"00:14:27,200 --> 00:14:30,103","They may make us think about some interesting things, you know?"
"00:14:30,103 --> 00:14:32,405","Like wild jungle. It's fun for people."
"00:14:32,405 --> 00:14:39,078","A sunny beach, candy room, garden zone for, like, the tender side of boys."
"00:14:39,520 --> 00:14:44,817","[Laughing] Maybe those seeds will grow into amazing things"
"00:14:44,817 --> 00:14:48,554","and then we'll realize that those amazing things are actually terrible."
"00:14:48,554 --> 00:14:52,458","So we'll just cover them up with a sheet and then move on to the next thing."
"00:14:52,458 --> 00:14:54,293","Who knows?"
"00:14:54,293 --> 00:14:58,598","You know, fireball, soccer, playin' with fireballs are really fun, probably, for boys."
"00:14:58,598 --> 00:15:02,735","Laser zone--anything can be made into lasers, so you can eat sandwiches of lasers,"
"00:15:02,735 --> 00:15:06,272","you could just shoot 'em, ride 'em, dodge 'em. You know."
"00:15:06,272 --> 00:15:09,142","I'll just do drawings and try to get people pumped."
"00:15:09,142 --> 00:15:11,444","It's my--That'll be my role."
"00:15:11,444 --> 00:15:16,282","So this is like, just, could be waterfalls and different things of goop, and it could be falling down,"
"00:15:16,282 --> 00:15:17,884","or this could be barf, you know?"
"00:15:17,884 --> 00:15:23,256","And it could be like animal, or, you know, creatures made of barf kind of unhappy or happy, you know?"
"00:15:23,256 --> 00:15:25,224","Like, and they can be barfing new creatures."
"00:15:25,224 --> 00:15:28,194","It could just be barf zone, you know what I mean?"
"00:15:28,194 --> 00:15:31,030","Schafer: Was there a period in your life where you had a barf thing?"
"00:15:31,030 --> 00:15:32,465","Cambell: People love barf, dude."
"00:15:32,465 --> 00:15:34,567","Schafer: Oh, no, they don't."
"00:15:34,567 --> 00:15:37,703","Cambell: At this point, everything is disposable and stuff, so."
"00:15:37,703 --> 00:15:43,876","That's the thing about creative processes, like, you wanna go down every road fully"
"00:15:43,876 --> 00:15:45,511","to realize that road is wrong."
"00:15:45,511 --> 00:15:50,750","You can't just go down a little bit and be, ""Ooh, uh..."" You gotta really test that water fully"
"00:15:50,750 --> 00:15:52,618","before you can realize that's a terrible road."
"00:15:52,618 --> 00:15:55,421","And then you go down the next road."
"00:15:55,421 --> 00:16:01,394","Rice: This is a list of locations from our backers on the forums."
"00:16:01,394 --> 00:16:06,032","Petty: You know, some of the stuff, we're just incorporating backer-- uh, backer ideas, which was cool."
"00:16:06,032 --> 00:16:09,335","You know, but they don't really know anything about the story, which is kind of cool at this phase, right,"
"00:16:09,335 --> 00:16:13,339","that they don't really have to, that maybe some of those things will wind up working in ways."
"00:16:13,339 --> 00:16:15,374","Rice: I went through the first ten pages so far."
"00:16:15,374 --> 00:16:16,676","Schafer: Oh my God, how many pages are there?"
"00:16:16,676 --> 00:16:18,878","Rice: I know, there's 38 or something like that."
"00:16:18,878 --> 00:16:20,346","Um, we're still in girl world."
"00:16:20,346 --> 00:16:22,014","Sand castle world?"
"00:16:22,014 --> 00:16:23,115","That's a new one. Bagel: Sand castles."
"00:16:23,115 --> 00:16:24,617","Rice: Sand castle world."
"00:16:24,617 --> 00:16:26,118","Boy world."
"00:16:26,118 --> 00:16:29,388","A haunted lighthouse on the moon."
"00:16:29,388 --> 00:16:31,090","Schafer: What? Bagel: I didn't see that moon comin'."
"00:16:31,090 --> 00:16:37,530","Rice: Um, this dude says, ""Inside of a computer."" This dude says, ""An entire city made of blanket forts."""
"00:16:37,530 --> 00:16:39,832","That was something. Cambell: Yeah."
"00:16:39,832 --> 00:16:44,070","Rice: MS-DOS world, where everything's made from words."
"00:16:44,070 --> 00:16:46,172","Schafer: That's a text adventure, that's called a text adventure."
"00:16:46,172 --> 00:16:52,645","Rice: ""It is a place where you play connect-the-dots to build the location."" Cambell: Fuckin' creative people, dude."
"00:16:52,645 --> 00:16:54,180","Rice: Yeah. Cambell: It's okay if we use that shit?"
"00:16:54,180 --> 00:16:55,581","I mean, dude, we're gonna get..."
"00:16:55,581 --> 00:16:58,517","Schafer: Yeah. Cambell: ...sued."
"00:16:58,517 --> 00:17:01,320","Seriously, man, fuck, like, I'm so excited to see these lists."
"00:17:01,320 --> 00:17:04,991","I feel like--I feel like it's cheating, kind of."
"00:17:04,991 --> 00:17:07,792","Bagel: It's like, uh, they're stoked."
"00:17:07,792 --> 00:17:11,162","Like, if somebody gets their idea made, like, that'd be awesome."
"00:17:11,163 --> 00:17:20,238","Cambell: And there's all these sequels based on that one idea that someone said, then they're gonna start being like, ""Hm, maybe I should have held onto that idea."""
"00:17:20,239 --> 00:17:22,407","Schafer: The hair trees, wanna mention that."
"00:17:22,407 --> 00:17:27,346","I love all these guys and that whole story, like, whatever-- I don't even know what it is yet, but like,"
"00:17:27,346 --> 00:17:31,250","the idea of going into this, like, grass-covered thing that comes to life."
"00:17:31,250 --> 00:17:35,621","And this behavior is really cool, it's just like, there's something lazy about it that I like."
"00:17:35,621 --> 00:17:37,623","Cambell: We've just been trying to get as much stuff as we can."
"00:17:37,623 --> 00:17:41,594","All right, with the big--I just think it's a round hunchback of forest right here."
"00:17:41,594 --> 00:17:44,230","Schafer: It's kind of like those, uh, you know, those places in New Mexico or..."
"00:17:44,230 --> 00:17:50,436","Cambell: We're not getting too into the mechanics of how the ship creates things or how the monster land looks or how the city looks,"
"00:17:50,436 --> 00:17:55,841","but just kind of overall things that might spark stuff for him right now."
"00:17:55,841 --> 00:17:57,843","So we'll just do more of that tomorrow."
"00:18:02,280 --> 00:18:29,141","[Music] Chan: I just, uh, did a lot of drawing on my own,"
"00:18:29,141 --> 00:18:31,010","you know, self-taught."
"00:18:31,010 --> 00:18:37,016","I would draw--when I was little, I would draw on paper, and then, if I didn't like something,"
"00:18:37,016 --> 00:18:39,185","I would crumple it up and throw it away."
"00:18:39,185 --> 00:18:48,461","And I remember my father said to me, um, ""Now, if you-- if you just slide your drawings into the garbage can,"
"00:18:48,461 --> 00:18:54,467","and without crumpling it-- without crumpling it up, you would fit more drawings in the, um, garbage bin,"""
"00:18:54,467 --> 00:19:03,075","not knowing that he was going through it later, um, and pulling out the ones he liked, because, um, after he passed away,"
"00:19:03,075 --> 00:19:09,548","I found a folder that was labeled, uh, ""Peter,"" and I found my old Star Wars drawings."
"00:19:09,548 --> 00:19:18,157","Uh, if he didn't do that, I wouldn't have any drawings, because I don't-- I don't really keep my--my stuff around."
"00:19:18,920 --> 00:19:35,274","[Music] As you can see, uh, I tucked in the woods here,"
"00:19:35,274 --> 00:19:40,880","and this is where I get my inspiration, is, uh, nature."
"00:19:40,880 --> 00:19:50,656","Um, so, as you know, uh, you're on San Juan Island, and, uh, this is my little studio away from my home,"
"00:19:50,656 --> 00:19:55,995","and this is where I create, uh, drawings for games and films."
"00:19:55,995 --> 00:20:02,702","I'm, uh, in here eight hours a day, and what's nice is on a beautiful day like today,"
"00:20:02,702 --> 00:20:07,440","I--I, uh, I like to draw outside when I can."
"00:20:07,440 --> 00:20:12,611","When I'm having a creative block, that's the time to go out, you know, go on walks and hikes,"
"00:20:12,611 --> 00:20:16,415","and that's important to be creative, too."
"00:20:16,415 --> 00:20:20,886","I need to create that space to think."
"00:20:20,886 --> 00:20:22,855","I love it, can't go back."
"00:20:22,855 --> 00:20:34,366","This fits and feels really, really good for my creative self and for my emotional self and everything else."
"00:20:34,366 --> 00:20:35,801","It's really good."
"00:20:35,801 --> 00:20:42,408","""Grim"" actually was my last adventure game, and it was the-- and it was done here on the island."
"00:20:42,408 --> 00:20:47,279","It was my first job away from Lucas."
"00:20:47,279 --> 00:20:55,287","This was my goin' away present, uh, from Lucas, as you can see."
"00:20:55,287 --> 00:21:00,659","Never forget where you started, where you come from, and that's something really important to me."
"00:21:00,659 --> 00:21:05,264","'Cause that's why, um, I have, like, some Star Wars stuff in here."
"00:21:05,264 --> 00:21:10,136","It's important that I have a few of those things around because that's what inspired me."
"00:21:10,136 --> 00:21:11,670","That's what got me started."
"00:21:11,670 --> 00:21:17,877","That's why this piece here, by Ralph McQuarrie, is so important to me,"
"00:21:17,877 --> 00:21:24,750","'Cause he's the man that, um, inspired me to do what I'm doing now."
"00:21:24,750 --> 00:21:30,122","When I was ten, I didn't know that there was such thing as, a, you know, concept designer,"
"00:21:30,122 --> 00:21:35,461","someone that actually designs something for you to live in for those couple hours,"
"00:21:35,461 --> 00:21:40,332","if it was a movie, or--or now, hours playing video games."
"00:21:40,332 --> 00:21:45,037","I mean, it's a--an opportunity to escape and live in that world."
"00:21:45,037 --> 00:21:47,139","This is where I draw, mostly."
"00:21:47,139 --> 00:21:53,212","I do everything standing up, and I still draw on paper, as you can see."
"00:21:53,212 --> 00:21:58,284","Down here is, uh, all the bad ideas right here."
"00:21:58,284 --> 00:22:01,020","See, these are the workups."
"00:22:01,020 --> 00:22:10,196","From this came this one, where it's-- as you can see, is a total mess, and, uh, I try to come up with, uh, some funny ideas,"
"00:22:10,196 --> 00:22:13,432","and then from there, becomes this one up here."
"00:22:13,432 --> 00:22:20,773","And then eventually, I use all those drawings, um, to start my fire in the morning."
"00:22:24,343 --> 00:22:26,212","It's a good lesson on letting go."
"00:22:26,800 --> 00:22:38,490","[Music] I'm gonna show you guys something."
"00:22:42,094 --> 00:22:49,235","These are my family photo albums of when Tim and Pete Tscale came to visit,"
"00:22:49,235 --> 00:22:58,110","and, uh, used to do work jams on the island with me at the, uh, farmhouse."
"00:22:58,110 --> 00:23:04,416","That's, uh, me in my upstairs loft studio out of-- in the farmhouse."
"00:23:04,416 --> 00:23:11,257","And those are all the storyboards for ""Grim Fandango."" And here's me drawing."
"00:23:11,257 --> 00:23:18,330","I don't remember, but Tim swears that I was drawing so fast I was shooting the little ball tips out."
"00:23:20,032 --> 00:23:22,134","Is he gonna kill me? I gotta show you this."
"00:23:22,134 --> 00:23:26,038","I'm not gonna show you the second one, 'cause I know he'll kill me for sure,"
"00:23:26,038 --> 00:23:30,542","but I'm gonna give you this one because he looks so good in it."
"00:23:30,542 --> 00:23:33,412","Tim chopping wood."
