Timecode,Content
"00:01:53,046 --> 00:01:58,352",And then the next call was they're canceling it for higher-up reasons.
"00:01:58,352 --> 00:02:00,988","Well, that was a big project that was funding a lot of people."
"00:02:00,988 --> 00:02:06,326",And--and then another one of our publishers from another project is having financial problems
"00:02:06,326 --> 00:02:08,161",and can't pay us.
"00:02:08,161 --> 00:02:11,498","Bailey: You know, it's public news now that Majesco is, um..."
"00:02:12,599 --> 00:02:13,734",Pardon me.
"00:02:13,734 --> 00:02:14,735",Not timed there.
"00:02:14,735 --> 00:02:18,805",Majesco has made a public statement that
"00:02:18,805 --> 00:02:24,444","their, you know, continued ability to perform as--as a going concern is at stake and, of course,"
"00:02:24,444 --> 00:02:28,715",we did Costume Quest 2 with them and the payments were not complete for that.
"00:02:28,715 --> 00:02:32,719",So we're actually-- we're owed money by Majesco that we're not getting paid.
"00:02:32,719 --> 00:02:36,990","And then, of course Costume Quest 2, um, because of that statement, you can infer"
"00:02:36,990 --> 00:02:41,795",that it's not being marketed properly and it's not being distributed to its fullest extent
"00:02:41,795 --> 00:02:46,767","that you would expect from a publisher, because there-- you know, the means and the people there to do that"
"00:02:46,767 --> 00:02:48,368",just don't exist anymore.
"00:02:48,368 --> 00:02:49,736","Um, so it's kind of a perfect storm."
"00:02:49,736 --> 00:02:53,206",It was a bad week to put it mildly.
"00:02:53,206 --> 00:02:55,308","So, glad that week's over."
"00:02:55,308 --> 00:02:58,645","If that publisher hadn't canceled it, you know, things would have been--"
"00:02:58,645 --> 00:03:00,714",were looking really good for the studio.
"00:03:00,714 --> 00:03:03,817","Um, I think things are still looking really good for the studio,"
"00:03:03,817 --> 00:03:06,720",but only because we took quick action.
"00:03:06,720 --> 00:03:09,256",Schafer: So we had to let go of 12 people.
"00:03:09,256 --> 00:03:15,629","Some of them, uh, had been here for a short period of time and some of them had been here for a long period of time,"
"00:03:15,629 --> 00:03:16,863",over ten years.
"00:03:16,863 --> 00:03:20,133",So that was really hard.
"00:03:20,133 --> 00:03:23,703","Stoddard: What do you want to know, how I feel about them and-- Off camera: Yeah, yeah, how was it? I mean you--"
"00:03:23,703 --> 00:03:25,238",Stoddard: It was horrible. -Yeah.
"00:03:25,238 --> 00:03:28,241",It was really horrible. Um...
"00:03:28,241 --> 00:03:34,514","I mean, I understand why it happened, but, like, we--the audio team was super tight, uh,"
"00:03:34,514 --> 00:03:36,416",and now there's two of us instead of four.
"00:03:36,416 --> 00:03:38,318","Um, it was a heavy hit."
"00:03:38,318 --> 00:03:41,855",The day of the layoffs were just brutal.
"00:03:41,855 --> 00:03:47,494","Kipnis: Uh, well, I will say that the layoffs-- I wasn't actually at the office when it happened, so..."
"00:03:47,494 --> 00:03:52,632","And, um, at first, like, I--I got-- I got text messages about it"
"00:03:52,632 --> 00:03:56,103","and it was, uh..."
"00:03:56,103 --> 00:04:02,342","it was really tough to--to hear about it, um, and it--it was tough to, like, not be here to say goodbye"
"00:04:02,342 --> 00:04:05,779",to some of those people that I've worked with for years and years
"00:04:05,779 --> 00:04:10,884","and, like, you know, I'm gonna miss a lot."
"00:04:10,884 --> 00:04:13,854",I don't know what else to say.
"00:04:13,854 --> 00:04:20,192","Crook: And you always feel a little bit guilty when you're still here, you know, and other people aren't,"
"00:04:20,192 --> 00:04:28,235","um, and it hurts morale quite a bit, um, but..."
"00:04:28,235 --> 00:04:31,304",but I know that it--I know that it was not taken lightly.
"00:04:31,304 --> 00:04:34,007",Hansen: It was the hardest day of my life.
"00:04:34,007 --> 00:04:40,580","I never thought we would be in that situation, but project cancelations happen and, you know,"
"00:04:40,580 --> 00:04:42,749",sometimes you can absorb it and sometimes you can't.
"00:04:42,749 --> 00:04:49,489",So Tim and I almost avoided each other just 'cause we knew that we had to meet and talk about that.
"00:04:49,489 --> 00:04:52,259","And I didn't want to, and he didn't want to either."
"00:04:52,259 --> 00:04:55,495","There was no, like, oh, yeah, it's so easy, it's person X, Y, and Z."
"00:04:55,495 --> 00:05:01,001",It's like every single one of those people are-- they're huge contributors to all these games we've made.
"00:05:01,001 --> 00:05:06,206","They're the people we hang out with after work and so-- And, you know, and it's tough for Double Fine in general,"
"00:05:06,206 --> 00:05:10,343","because historically, I mean, we even said this in the media in the past,"
"00:05:10,343 --> 00:05:12,345",we don't do layoffs and that sort of thing.
"00:05:12,345 --> 00:05:16,016",It was--it was a tough decision for sure.
"00:05:16,016 --> 00:05:20,053","Russell: A lot of us just stayed afterwards in the room, after we were told, and just talked about"
"00:05:20,053 --> 00:05:23,823","the history of the company, and just, we were like, we couldn't believe this happened to us,"
"00:05:23,823 --> 00:05:27,794","but you know, in the game industry and in any entertainment industry,"
"00:05:27,794 --> 00:05:30,030",it's--it's the norm.
"00:05:30,030 --> 00:05:36,536","We're the exception, so in that respect I-- I--I feel lucky,"
"00:05:36,536 --> 00:05:41,775","and we'll survive, a little bit smaller, a little leaner, but we'll make it."
"00:05:41,940 --> 00:05:56,990","[Music] Schafer: So basically we are powering forward on our, um,"
"00:05:56,990 --> 00:05:59,826","uh, remaining titles that we're working on."
"00:05:59,826 --> 00:06:02,095",Those are the stories I really wanted to make the documentary about
"00:06:02,095 --> 00:06:04,831","but we could never do that, like, those publisher games,"
"00:06:04,831 --> 00:06:08,235","to see, like, what it's like, all those meetings where they're saying,"
"00:06:08,235 --> 00:06:12,806","""This game is so great, we can't wait to see it."" And then the meeting where they actually said it's canceled,"
"00:06:12,806 --> 00:06:16,676","we have to cancel it, but I hope you still make it 'cause I really want to play it."
"00:06:16,676 --> 00:06:19,512","That was an actual quote from the guy, he was like, ""If you make it"
"00:06:19,512 --> 00:06:22,082","I really want to play it."" It's like, ""Oh, thanks, that makes up"
"00:06:22,082 --> 00:06:24,718",for me laying off 12 people.
"00:06:24,718 --> 00:06:27,554",That--I totally feel good now that you want to play this game
"00:06:27,554 --> 00:06:35,528","that you just killed."" But, um, since I'm mostly fueled by angriness and bitterness,"
"00:06:35,528 --> 00:06:39,699",then I'm stronger than ever right now.
"00:06:42,869 --> 00:06:44,704","You know, whatever works."
"00:06:44,960 --> 00:07:12,560",[Music] [Chatter]
"00:07:12,565 --> 00:07:14,768","Schafer: Oh god, is that thing still here? Mitchell: It's way funnier now."
"00:07:14,768 --> 00:07:15,869",Muir: It was just sad. Mitchell: Yeah.
"00:07:15,869 --> 00:07:17,304",Muir: It wasn't bad. Mitchell: No.
"00:07:17,304 --> 00:07:19,205",Schafer: That one that you found under the sink?
"00:07:19,205 --> 00:07:20,774","Muir: It's really good. It's like, uh..."
"00:07:20,774 --> 00:07:21,808","Mitchell: It's gooey, though."
"00:07:21,808 --> 00:07:23,310",Muir: Chipotle.
"00:07:23,310 --> 00:07:24,644",Schafer: Is everyone here?
"00:07:24,644 --> 00:07:28,315","[Murmuring] Hello, everybody! Hello."
"00:07:28,315 --> 00:07:30,984",And thank you for coming back to work here again for another year.
"00:07:30,984 --> 00:07:32,819",It's awesome to see you all here.
"00:07:32,819 --> 00:07:33,753",Welcome back.
"00:07:33,753 --> 00:07:35,755",Nice to see you all.
"00:07:35,755 --> 00:07:36,856","Rice: Yeah, man."
"00:07:36,856 --> 00:07:38,191",2015.
"00:07:38,191 --> 00:07:40,026",Schafer: 2015. Wait a second.
"00:07:40,026 --> 00:07:42,562",Does that mean we didn't finish in December?
"00:07:42,562 --> 00:07:43,797",Rice: Yeah.
"00:07:43,797 --> 00:07:45,732",Comin' on three years.
"00:07:45,732 --> 00:07:48,001",Schafer: Three--no kidding? It's like Rip Van Winkle.
"00:07:48,001 --> 00:07:53,073","All I remember is the Kickstarter, and then I woke up and it's three years later."
"00:07:53,073 --> 00:07:54,808","Crook: And we all have big, long--and we all have big, long beards."
"00:07:55,008 --> 00:07:56,643","Schafer: Yeah, we're just here with beards."
"00:07:56,643 --> 00:07:59,145","Ray, where did all that money go, what?"
"00:07:59,145 --> 00:08:01,081",I guess we should ship this game.
"00:08:01,081 --> 00:08:03,316",But the game was awesome.
"00:08:03,316 --> 00:08:09,389","Um, but, um, but we-- I think I'm trying to this week still keep play testing,"
"00:08:09,389 --> 00:08:13,493",especially the problem areas in the game where people get hung up the most
"00:08:13,493 --> 00:08:15,362",and catch any remaining dialogue.
"00:08:15,362 --> 00:08:19,532",There's probably some object interactions or examine lines that are still missing that I would love to catch.
"00:08:19,532 --> 00:08:23,837","Please keep talking and don't be freaked out that we're not answering you, 'cause we'd just like"
"00:08:23,837 --> 00:08:25,105",to hear what you're thinking.
"00:08:25,105 --> 00:08:26,840",Miller: All right.
"00:08:26,840 --> 00:08:28,675",I'm already baffled.
"00:08:28,675 --> 00:08:30,877",Vella: Is this one?
"00:08:30,877 --> 00:08:33,645",Miller: This must be incredibly fun to watch.
"00:08:33,645 --> 00:08:35,481",Schafer: We're not even here.
"00:08:35,482 --> 00:08:36,850",Miller: What's that? You're not paying attention?
"00:08:36,850 --> 00:08:38,284","Schafer: Yeah, I'm doing my taxes over here."
"00:08:39,785 --> 00:08:43,857",Miller: I think I'll switch to Shay 'cause I can't figure this out.
"00:08:43,857 --> 00:08:47,794","Schafer: I mean, it's--it--that-- the first puzzle, it's, like, one of the first puzzles that Vella has,"
"00:08:47,794 --> 00:08:53,333","and you have to do something and get this visual feedback, and you have to mess with it a lot and get some more feedback"
"00:08:53,333 --> 00:08:55,835",to kind of figure out the patterns.
"00:08:55,835 --> 00:09:00,540","Um, and then it's just a problem of, like, have we kind of inceptioned? Is that a verb?"
"00:09:00,540 --> 00:09:03,710",Put the idea in the player's head of what they want to do enough.
"00:09:03,710 --> 00:09:06,312",'Cause sometimes you just mess with the game and you just kind of bang on it
"00:09:06,312 --> 00:09:09,149","and you--woo, you solved it, you don't really know how you solved it."
"00:09:09,149 --> 00:09:10,984",And that to me is almost a worst-case scenario.
"00:09:10,984 --> 00:09:13,319","That's almost worse than getting stuck forever, you know?"
"00:09:13,319 --> 00:09:16,322","Like, getting-- 'cause being stuck forever, if you finally solve it you feel great."
"00:09:16,322 --> 00:09:19,325","But if you solve it in accident, you're like, I don't know what just happened, you move on"
"00:09:19,325 --> 00:09:21,828",and you kind of get this kind of bored feeling.
"00:09:21,828 --> 00:09:25,031",And it's really easy to just accidently put this one line in
"00:09:25,031 --> 00:09:28,001",that makes everybody just know what to do immediately.
"00:09:28,001 --> 00:09:33,273","So it's--it's like a lot of-- 'cause time--time is short and we don't have much-- we don't have much time left,"
"00:09:33,273 --> 00:09:36,443","and to solve these problems, to make sure that everyone gets through the game,"
"00:09:36,443 --> 00:09:39,712","it's really tempting to just kind of, like, short circuit all the puzzles and make sure"
"00:09:39,712 --> 00:09:41,714",that everybody can get through them.
"00:09:41,714 --> 00:09:46,719","But you have to kind of take a lot of time to actually really look, um, carefully at, like,"
"00:09:46,719 --> 00:09:49,255",each mental leap the player is making.
"00:09:49,255 --> 00:09:54,027","[Off camera] If people were saying the first one was too easy and you're taking out a lot of the hints,"
"00:09:54,027 --> 00:09:55,995","I mean, are you afraid you went too far in the other direction?"
"00:09:55,995 --> 00:09:58,731","-It seems like there's a lot-- Schafer: Well, I'm hoping-- I'm hoping we went way too far."
"00:09:58,731 --> 00:10:01,434","Rice: But yeah, like Tim said, in general I think we're gonna keep play testing"
"00:10:01,434 --> 00:10:05,004",in hopes that anything that we find that is a problem
"00:10:05,004 --> 00:10:06,873",down the road could be changed.
"00:10:06,873 --> 00:10:13,012","Crook: Are we gonna have-- with--with Ben leaving, are we having any other-- another GP coming on"
"00:10:13,012 --> 00:10:15,248",or are we gonna be able to just absorb?
"00:10:15,248 --> 00:10:19,285","Peck: Um, well, it's my second to last day here at Double Fine."
"00:10:19,285 --> 00:10:25,458","And, uh, just trying to, like, put a bow on as many things as I could before leaving."
"00:10:25,458 --> 00:10:31,264",The place I'm going to is quite a bit-- it's like a larger company so...
"00:10:31,264 --> 00:10:33,466","I'm--yeah, I'm gonna miss the..."
"00:10:33,466 --> 00:10:39,706","like, the small little scenes at the lunch table or, like, company meetings and stuff like that"
"00:10:39,706 --> 00:10:46,746","where, like, it's okay to make a dick joke or, like, it's okay to..."
"00:10:46,746 --> 00:10:49,015",to just kind of be yourself a bit.
"00:10:49,015 --> 00:10:51,584",Um...
"00:10:51,584 --> 00:10:58,324","I'm hoping I can kind of take a little bit of that for-- like, with me wherever I go, you know?"
"00:10:58,324 --> 00:11:02,996","I feel bad I'm not gonna be there for, like, when the shit inevitably hits the fan, you know,"
"00:11:02,996 --> 00:11:05,098",and the game needs to be finaled.
"00:11:05,098 --> 00:11:06,199",Kipnis: That jerk.
"00:11:07,734 --> 00:11:09,802","No, I mean, it sucks."
"00:11:10,003 --> 00:11:15,675","It sucks. I mean, Ben--Ben contributed a lot to the--to the game and, you know, we're--"
"00:11:15,675 --> 00:11:21,781",we're having to kind of figure out some stuff in the code that he wrote when he could have been here to help us out.
"00:11:21,781 --> 00:11:27,754","I mean, it sucks, but, um, we'll just have to finish without him, you know?"
"00:11:27,754 --> 00:11:35,595","Crook: I mean, I will say, you know, we've had to transition because, um, Lee left the project"
"00:11:35,595 --> 00:11:40,400","and, um, that was-- that was scary, um, because he--he seemed to know"
"00:11:40,400 --> 00:11:42,035",what was going on with everything.
"00:11:42,035 --> 00:11:47,440","And so I think Anna's had to take on a lot of some of the responsibilities that Lee had, um,"
"00:11:47,440 --> 00:11:51,244",as far as puzzle chains and--and how those are all put together
"00:11:51,244 --> 00:11:53,379",and--and the logic.
"00:11:53,379 --> 00:11:56,316","Um, so I'm sure that's been stressful for her."
"00:11:56,316 --> 00:11:59,852",[Offscreen] Do you regret not getting to see Broken Age through to the end?
"00:12:00,053 --> 00:12:01,087","Petty: Yeah, you know, I'm trying to think."
"00:12:01,087 --> 00:12:04,224",I think this is the only time I haven't stayed on a project
"00:12:04,224 --> 00:12:05,558",all the way through.
"00:12:05,558 --> 00:12:09,128","It was a lot of those, um, small decisions right at the end of the project"
"00:12:09,128 --> 00:12:11,698",that have a big impact on the game 'cause all the content's there
"00:12:11,698 --> 00:12:12,832",and it's all connected.
"00:12:12,832 --> 00:12:15,401",And sometimes just pushing and pulling a few things
"00:12:15,401 --> 00:12:18,671","can--it, um, can really help the game, and it's nice to be part of that."
"00:12:18,671 --> 00:12:23,843","But, uh, I don't think I'll be part of that for Act 2 anyways, but--"
"00:12:23,843 --> 00:12:30,350","I think I'm--I'm excited for Act 2 to come out, because I think Act 1 had a lot of great things about it"
"00:12:30,350 --> 00:12:34,721","but it was incomplete, and, you know, you can sort of see the whole arc or play the whole game,"
"00:12:34,721 --> 00:12:38,825",might get a better sense of whether that was successful or not.
"00:12:38,825 --> 00:12:45,531","But hopefully I've helped set that up, um, to be a--to be a great experience."
"00:12:45,531 --> 00:12:46,866",Schafer: But we don't need anybody.
"00:12:46,866 --> 00:12:48,868",Broken Age team.
"00:12:48,868 --> 00:12:50,703",We don't-- we don't need nobody.
"00:12:50,703 --> 00:12:52,272",We'll finish it ourselves.
"00:12:52,272 --> 00:12:54,841","So where are we supposed to be right now, Alpha on the finale?"
"00:12:54,841 --> 00:12:56,509",Rice: Yeah. You wanna look at the...
"00:12:56,509 --> 00:12:59,312",Schafer: When is beta on B2 and G2? Is that there?
"00:12:59,312 --> 00:13:01,781","Rice: Yeah, so we'll show you the timeline as it is right now."
"00:13:01,781 --> 00:13:06,719","Um, but Matt and Vic and I, and Malena are gonna meet this afternoon now, uh,"
"00:13:06,719 --> 00:13:10,423","and want to get a lot more clarity into just closing out the project,"
"00:13:10,423 --> 00:13:14,160","but also, like, these beta sprints and--and things like that as well."
"00:13:14,160 --> 00:13:17,764","Hansen: Right now there's a tendency for people to gravitate towards whatever is the, you know,"
"00:13:17,764 --> 00:13:22,769","maybe the most interesting work, and that's not-- might not be the most, uh, highest priority work."
"00:13:22,769 --> 00:13:26,739","We just need to do some load balancing and some estimates as far as, like, how long is it gonna take"
"00:13:26,739 --> 00:13:29,876","to get this shit done, 'cause people-- if people don't tell us that,"
"00:13:29,876 --> 00:13:32,045",we might be fucked already and we don't even know it.
"00:13:32,045 --> 00:13:33,813","Rice: Um, but, yes, Ray, you're correct."
"00:13:34,013 --> 00:13:40,753","The, um, the right reaction to this is, it's a lot to do in two-- in two months and change."
"00:13:40,753 --> 00:13:44,023","Crook: Yeah. Rice: So, um, I think that's why we wanted to make sure that these dates"
"00:13:44,023 --> 00:13:46,826",get in front of everybody's eyes and that people are looking at it differently.
"00:13:46,826 --> 00:13:50,329","Hansen: Is it reasonable? I mean, or are you-- or you're like, I don't know, man,"
"00:13:50,329 --> 00:13:53,666",'cause your gut checks are usually pretty good.
"00:13:53,666 --> 00:13:55,735",Crook: Wow.
"00:13:55,735 --> 00:13:58,104","Yeah, but I think it's-- I think it'd be all right."
"00:13:58,104 --> 00:14:00,773","Do you think the GPs are gonna be--I mean, 'cause there was a time where"
"00:14:00,773 --> 00:14:02,775",there were gonna be four of them.
"00:14:02,775 --> 00:14:04,477",Now there's two of them.
"00:14:04,477 --> 00:14:10,550","Rice: We're getting all the box stuff ready to go and actually manufacturing in, like, February, um,"
"00:14:10,550 --> 00:14:14,253",to where discs would be pressed in mid-March.
"00:14:14,253 --> 00:14:17,824","Kipnis: Yeah, and the game--does the game run on the PS4?"
"00:14:17,824 --> 00:14:19,692",Franzke: Nope. Kipnis: Yeah.
"00:14:19,692 --> 00:14:25,865","And--and I think it's really important to have a, ""Okay, Tim, this is it, like, you can't..."""
"00:14:26,065 --> 00:14:30,770","Hansen: Yeah. Kipnis: Like, absolute content complete from, like, Tim content complete maybe."
"00:14:30,770 --> 00:14:32,105",Hansen: Last call for alcohol.
"00:14:32,105 --> 00:14:33,272","Kipnis: Yeah, last call."
"00:14:34,574 --> 00:14:36,242","Let's just call it that, last call."
"00:14:36,242 --> 00:14:40,213","It's really hard to, as a creator, to turn yourself off."
"00:14:40,213 --> 00:14:44,817",What I want to do is be able to account for that and I want Tim to be able to do that.
"00:14:44,817 --> 00:14:47,720","I want him to be able to, like, ""Oh, God, this is it, that's right,"
"00:14:47,720 --> 00:14:52,225","I can't add anymore after this."" And I want him to be able to, like, have that time"
"00:14:52,225 --> 00:14:56,562","and account for it in our--in our milestone, like, timeline and stuff."
"00:14:56,562 --> 00:14:59,799","Because I want him to be, like, happy with what we come up with."
"00:14:59,799 --> 00:15:06,405","Because we know his creative process, it's important for us to schedule it appropriately."
"00:15:06,405 --> 00:15:10,343","Rice: Yeah, um... Kipnis: Yeah, I didn't realize, like, how soon the beta was."
"00:15:10,343 --> 00:15:15,014","Jesus Christ. Rice: Yeah, and I don't know, Matt, like, right now every-- there's a lot of hands on Grim,"
"00:15:15,014 --> 00:15:18,151","but, like, obviously that's just a near-term problem that's being solved soon."
"00:15:18,151 --> 00:15:23,689","But after that, um, yeah, I don't know what kind of, uh, strings"
"00:15:23,689 --> 00:15:27,693","we can pull with people on other teams, um, as needed."
"00:15:27,693 --> 00:15:30,797","Hansen: They can't. I mean, we have milestones. We won't get paid."
"00:15:30,797 --> 00:15:32,165",If we don't get paid then the studio shuts down.
"00:15:32,165 --> 00:15:33,866",Rice: That's what I thought.
"00:15:33,866 --> 00:15:35,301",So I was just making sure that that was the case.
"00:15:35,301 --> 00:15:38,404","Hansen: I'm just gonna be totally blunt with you guys, but you can't touch (redacted)."
"00:15:38,404 --> 00:15:39,872",Kipnis: Yeah. Hansen: I'm sorry.
"00:15:39,872 --> 00:15:41,474",Franzke: Yeah.
"00:15:41,474 --> 00:15:42,742",All right. Rice: Cool.
"00:15:42,742 --> 00:15:43,776","Franzke: Let's make this happen, huh?"
"00:15:43,776 --> 00:15:45,878",Rice: Yeah. All right.
"00:15:45,878 --> 00:15:48,147","Like, you guys are the right people to ask about this."
"00:15:48,147 --> 00:15:50,416",Like what--what does gut say about the timeline?
"00:15:50,416 --> 00:15:53,319",It's basically two months till pencils down.
"00:15:53,319 --> 00:15:58,157","Inversin: I'm not totally scared just yet, but I might be terrified."
"00:15:58,157 --> 00:16:00,226",We'll see.
"00:16:00,226 --> 00:16:03,763",[Offscreen] Did you get to learn anything from Lydia when she was still here?
"00:16:03,763 --> 00:16:05,231",Panya: No.
"00:16:05,231 --> 00:16:09,769","She had a lot of the Act 1 shader stuff, so, like, her signature's over everything"
"00:16:09,769 --> 00:16:11,737",so I can pick up where she left off in that sense.
"00:16:11,737 --> 00:16:15,241","Uh, but she's not here for me to kind of ask questions."
"00:16:15,241 --> 00:16:19,011","Scheduling with effects is always kind of scary, 'cause there's always this, you know,"
"00:16:19,011 --> 00:16:23,382","four-week window at the end for polish, and, of course everybody wants to polish at the end,"
"00:16:23,382 --> 00:16:26,519","even design wants to polish, and that trickles down."
"00:16:26,519 --> 00:16:30,857","Animations get tweaked at the end, and then visual effects and sound effects"
"00:16:30,857 --> 00:16:34,694","are the last two guys to kind of get, uh, to touch it."
"00:16:34,694 --> 00:16:40,600","So as long as everyone knows that the sound effects and the visual effects guys are last and they give some buffer,"
"00:16:40,600 --> 00:16:43,402","then we shouldn't be too, uh, too screwed."
"00:16:43,402 --> 00:16:49,041",Stoddard: I want to make sure German gets hit because we have to re-volume graph
"00:16:49,041 --> 00:16:56,082","and re-special effects process all of the German recording for Act 1 and Act 2, and that's a tall order."
"00:16:56,082 --> 00:17:01,854","Rice: Yeah, and it's getting delivered beginning of February, right, and then don't we--is the plan to have outsourcer on it"
"00:17:01,854 --> 00:17:03,556","that should take, like, three weeks?"
"00:17:03,556 --> 00:17:05,258",Stoddard: We--yeah. Hansen: We have Ashley coming in.
"00:17:05,258 --> 00:17:07,792","Stoddard: Yeah. Hansen: And she'll be, uh, helping..."
"00:17:07,792 --> 00:17:09,794",-...specifically for this work. Rice: Yeah.
"00:17:09,795 --> 00:17:13,699",Schafer: I would like to ask you to join me in welcoming Ashley Coull to Double Fine.
"00:17:13,699 --> 00:17:14,834",There she is over there.
"00:17:14,834 --> 00:17:17,103",Ashley.
"00:17:17,103 --> 00:17:21,807","Coull: You know, a contract. It's a short amount of time and, you know, there-- there's no--there's no guarantee,"
"00:17:21,807 --> 00:17:25,845","and it was a staggering amount of work as well, but, uh, the opportunity to be here"
"00:17:25,845 --> 00:17:29,715","and be a part of this community, uh, Camden even pulled me out-- pulled me out of work one day,"
"00:17:29,715 --> 00:17:34,553","and I think he got about halfway through the sentence of, ""Hey, so there's this contract thing,"" and I was like, ""Yes."""
"00:17:34,553 --> 00:17:40,826","And he was like, ""I--uh, yeah,"" and I was like, ""Yeah."" Um, and that's kind of how--how"
"00:17:40,826 --> 00:17:42,828","the balls got--got rolling, I guess."
"00:17:42,828 --> 00:17:46,532","Schafer: Because we have German VO in the game, which is awesome, and it sounds crazy. I started playing it."
"00:17:46,532 --> 00:17:49,735","I mean, I don't mean crazy, I mean in a language that is not my own."
"00:17:49,735 --> 00:17:51,737",-German Vella: Hallo? Schafer: There we go.
"00:17:51,737 --> 00:17:55,274","[Coughing] That's a German cough, obviously."
"00:17:55,274 --> 00:17:59,045",[Disproving sigh] [Laughter]
"00:17:59,045 --> 00:18:02,148",I really like the German version. I'm gonna play through the whole thing in German.
"00:18:02,148 --> 00:18:05,184","Stoddard: Yeah, that was-- that was a-- the was a big, big thing,"
"00:18:05,184 --> 00:18:08,154","so she's just-- she's kicking ass, Paul is kicking ass."
"00:18:08,154 --> 00:18:09,555",He really is stepping up.
"00:18:09,555 --> 00:18:12,358","I mean, it's like kind of both their moments to step up."
"00:18:12,358 --> 00:18:14,794","O'Rourke: I mean, it's always enjoyable. Tim's writing is hilarious most of the time"
"00:18:14,794 --> 00:18:17,063","and it's really good to just-- like, usually when I'm editing--"
"00:18:17,063 --> 00:18:19,165","I don't want to talk bad about, like, sports games or anything,"
"00:18:19,165 --> 00:18:21,367","but if I had to edit, like, Madden dialogue all day,"
"00:18:21,367 --> 00:18:22,468",probably kill myself.
"00:18:22,468 --> 00:18:25,204",But going through Tim's stuff is actually pretty enjoyable.
"00:18:25,204 --> 00:18:28,207","Um, I gave him a huge cut scene the other day."
"00:18:28,207 --> 00:18:30,376","Dude, here's a big moment, go do it,"
"00:18:30,376 --> 00:18:32,345",come back when it's done.
"00:18:32,345 --> 00:18:35,815",And he came back and it was damn near perfect.
"00:18:35,815 --> 00:18:39,485","Like he nailed it, so I'm like, okay, I'm not worried anymore."
"00:18:39,485 --> 00:18:43,623","The layoffs were not good, um..."
"00:18:43,623 --> 00:18:47,793",It's definitely-- This--this company is under stress.
"00:18:47,793 --> 00:18:52,765","Everybody is being super pro and they're making good product, but, like, it's-- it's heavy duty right now."
"00:18:52,765 --> 00:19:00,639","And I'm just really happy to see this team kind of gel, uh, you know, in the trenches and really get it."
"00:19:00,639 --> 00:19:02,775",Me?
"00:19:02,775 --> 00:19:12,018",(speaking in German) [Offscreen] What was that? Franzke: I--what?
"00:19:12,380 --> 00:19:19,492","[Laughter] Coull: Uh, I said I'm editing all the German lines."
"00:19:19,492 --> 00:19:20,793",Franzke: Can I read-- can I read this?
"00:19:21,120 --> 00:19:25,631",[Laughter] Franzke: Oh.
"00:19:25,631 --> 00:19:28,467","Rice: We've gone through this now with all the leads, yeah,"
"00:19:28,467 --> 00:19:31,137","but, um, yeah, now we wanted to present it it to you."
"00:19:31,137 --> 00:19:34,040",The next week is-- Schafer: Last set call.
"00:19:34,040 --> 00:19:35,841",Rice: Huh? Schafer: Tim last call...
"00:19:35,841 --> 00:19:37,343","Rice: Yeah, we'll get to that."
"00:19:37,343 --> 00:19:41,814","So like, tomorrow the hope is during stand-ups to, like, relay this whole thing to the entire team,"
"00:19:41,814 --> 00:19:43,315",not just the leads.
"00:19:43,315 --> 00:19:45,651","And I feel like we gotta kinda give, like,"
"00:19:45,651 --> 00:19:49,688","a bit of a sense of urgency and just, like, that kind of thing."
