Timecode,Content
"00:09:06,809 --> 00:09:10,409",Phfft. In the gaming industry mock reviews are a common thing.
"00:09:10,725 --> 00:09:12,843","We have never done our own, so that's the good thing."
"00:09:12,843 --> 00:09:17,267",It's like a part of what we're trying to do is being a real self-publisher.
"00:09:17,267 --> 00:09:21,473","You know, being your own publisher is taking care of these things, which are like mock reviews,"
"00:09:21,473 --> 00:09:24,753","'cause they affect how much or how you plan your launch, you know."
"00:09:25,752 --> 00:09:30,273","Like you would plan, if we got really like, if the mock reviews were like, ah, it's kind of rough,"
"00:09:30,273 --> 00:09:32,633",but they'll probably have it sorted out by the time they launch Act Two.
"00:09:32,633 --> 00:09:38,120","We might think that wouldn't, we'd be inclined to put it in the early, early access section of Steam, you know."
"00:09:38,120 --> 00:09:41,529","But if it came back, oh, it's super-polished and it's great."
"00:09:41,529 --> 00:09:46,448","It's like a first episode of something, and that means it really should be in the other section of the Steam, with regular games."
"00:09:49,989 --> 00:09:51,241",Schafer: No.
"00:09:51,241 --> 00:09:59,720","I mean, Microsoft did play tests for Psychonauts and people were like, it got like fun-ativity ratings or whatever."
"00:09:59,720 --> 00:10:03,470",And oh God.
"00:10:03,470 --> 00:10:05,006",Is that what this is?
"00:10:05,006 --> 00:10:07,366",Schafer: Here's the marketing document that Microsoft made for Psychonauts.
"00:10:07,440 --> 00:10:12,946","Based on the twelve focus groups conducted worldwide, the primary weakness of the game are the story line,"
"00:10:12,946 --> 00:10:16,526","which is considered unoriginal, childish and overly complex."
"00:10:18,175 --> 00:10:22,784","Tongue-in-cheek nature of the game is a weakness, most simply did not get the joke."
"00:10:22,784 --> 00:10:24,730",Others disliked the satirical humor.
"00:10:24,730 --> 00:10:28,784","In addition, many feel the humor would get old limiting replayability."
"00:10:28,784 --> 00:10:33,050",Humor should be incorporated into the game as a secondary or supporting characteristic.
"00:10:33,050 --> 00:10:35,930",Humor should be simplified and made immediately apparent.
"00:10:36,180 --> 00:10:41,157","[Laughter] To help international appeal, limit game components"
"00:10:41,157 --> 00:10:44,357","that feel especially Americanized, i.e. summer camp."
"00:10:46,380 --> 00:10:48,658","Thank you, marketing research."
"00:10:48,658 --> 00:10:51,818","Yeah. Limit, so you can obviously take this stuff too far."
"00:10:52,957 --> 00:10:54,207","I mean, good God."
"00:10:54,207 --> 00:10:57,407",Thank God we got cancelled. Anyway.
"00:10:57,407 --> 00:10:58,785",That's not what we're doing this time.
"00:10:58,785 --> 00:11:05,045","This time we just sent it to three reviewers that we knew and asked them to write reviews, just as if they're writing actual reviews."
"00:11:05,045 --> 00:11:06,745",As mean as you would have been.
"00:11:07,467 --> 00:11:14,286","If you've ever loved the Tim Schafer game, if you've ever loved whimsy, you will love this game."
"00:11:14,286 --> 00:11:20,384",I'm glad to see the return of the genre and the return of a legend.
"00:11:20,384 --> 00:11:22,011",See why I can't read these?
"00:11:22,011 --> 00:11:23,538",That's just embarrassing.
"00:11:23,538 --> 00:11:24,487",But it's good.
"00:11:24,487 --> 00:11:30,857","Yeah, there's no like, like it was always problematic near the end of Brutal to hear the recurring stuff about the RTS stuff,"
"00:11:30,857 --> 00:11:33,678","'cause that's really hard, like what are we going to do?"
"00:11:33,678 --> 00:11:35,842","What the crap, what are we going to do?"
"00:11:35,842 --> 00:11:38,284","And EA was like, we're just going to, it's good."
"00:11:38,284 --> 00:11:39,664",We're going to ship it how it is.
"00:11:40,235 --> 00:11:42,520",But here there's nothing about the quality of game.
"00:11:42,520 --> 00:11:50,673","It's more about, we have to hit the pricing right and we have to make sure the puzzles are hard enough, especially in the second act."
"00:11:50,673 --> 00:11:57,200","As pricing will directly affect the overall Metacritic score breakdown of price to Metacritic score has been included, see page 8."
"00:11:58,455 --> 00:12:00,995",For the purpose of this summary will assume a $15 to $20 price point.
"00:12:01,000 --> 00:12:03,580","Oh, I don't think that's what Justin's assuming."
"00:12:04,614 --> 00:12:08,330","He thinks if we charge $15, we'll get 80-85 Metacritic."
"00:12:08,330 --> 00:12:11,604","If we charge $20, we'll get 79 to 80 percent Metacritic."
"00:12:11,604 --> 00:12:15,344","Charge $25 to $30, we'll go to 70 to 60 percent of Metacritic."
"00:12:15,722 --> 00:12:17,022",Interesting.
"00:12:20,266 --> 00:12:25,461","Schafer: That's just him saying, I mean reviewers, I guess, take into account how much a game costs when they give it a score."
"00:12:25,461 --> 00:12:30,039","So it costs $60, you know, like geometry wars."
"00:12:30,039 --> 00:12:35,214","If that cost $60, you might give it a lower score than if it cost $15."
"00:12:37,120 --> 00:12:38,412",Schafer: We don't know yet.
"00:12:38,533 --> 00:12:40,409",That's the whole discussion.
"00:12:40,409 --> 00:12:41,306",Bailey: I know it's happening.
"00:12:41,306 --> 00:12:46,221","I just kind of disagree that that reviewer should take in, price into consideration when making this review."
"00:12:46,221 --> 00:12:48,158","Rice: Yeah, well, especially now since price fluctuates so much."
"00:12:48,158 --> 00:12:52,207",In the sense things go on sale so often and prices change and go down.
"00:12:52,207 --> 00:12:53,843","Yeah, that's a tricky one."
"00:12:53,843 --> 00:13:02,223","Bailey: And so I saw, when I, I did my research so like it showed that indie games can be anywhere from like $2.99 to about $29.99,"
"00:13:02,223 --> 00:13:04,663",as like the acceptable pricing.
"00:13:04,663 --> 00:13:06,624",There was one for $34.99...
"00:13:06,624 --> 00:13:08,064",Rice: What was that?
"00:13:08,064 --> 00:13:12,191","Bailey: Well, it was the Monkey Island one that came out, that Telltale did."
"00:13:12,191 --> 00:13:13,903","Rice: Of the Telltale, Tales of Monkey Island, yeah."
"00:13:13,903 --> 00:13:15,709",Bailey: But I'm going to treat that as an outlier.
"00:13:15,709 --> 00:13:17,466","It'll be like, OK."
"00:13:17,466 --> 00:13:23,907","The idea would be on release you would pay $24.99 and then you get both acts, Act One and Act Two."
"00:13:24,856 --> 00:13:34,173","Bailey: It is a small genre and those games used to sell, like the Grim Fandangos and you know, Full Throttles and stuff, used to sell like 500,000 copies."
"00:13:34,173 --> 00:13:36,783","You know, there were the hundreds of thousands where there were."
"00:13:36,783 --> 00:13:44,141","And you know, that's one of the reasons why if you can't sell, you know, millions upon millions now, you know, games are considered failures."
"00:13:44,141 --> 00:13:49,079","The good thing about us, is since we're publishing ourselves, you know, and it's digital distribution"
"00:13:49,079 --> 00:13:51,622",and we can handle almost all aspects of the publishing.
"00:13:51,622 --> 00:13:54,875",And so for us it actually doesn't have to make a huge amount of money.
"00:13:54,875 --> 00:14:00,394","And 500,000 copies, if it sells 500,000 copies, we'll be enormously successful as a studio."
"00:14:00,394 --> 00:14:05,199",That will supply like all the funds we need to be completely independent.
"00:14:05,199 --> 00:14:06,249","Rice: Anyway, this is exciting."
"00:14:06,249 --> 00:14:08,017","So, cool, man."
"00:14:08,017 --> 00:14:10,087","Rice: Yeah, it's coming."
"00:14:10,087 --> 00:14:13,307","It's actually nice, 'cause when these decisions are made and you're just like committed to them,"
"00:14:13,307 --> 00:14:16,738","then you just kind of sit back and I don't know, watch things happen."
"00:14:16,738 --> 00:14:17,598","Bailey: Yeah, can you imagine?"
"00:14:17,598 --> 00:14:23,270","What would it be like if we sold like, if we sold like blockbuster numbers for a publisher?"
"00:14:23,270 --> 00:14:24,650","God, it'd be crazy."
"00:14:25,423 --> 00:14:27,663",Yeah. Don't know.
"00:14:29,698 --> 00:14:38,398","Bailey: No, I, it's, you know, basically it's the studio's dream, which is to continue to operate independently."
"00:14:38,398 --> 00:14:45,286","Bailey: But like this is, the awesome time, the awesome thing about this timeframe is that there's not a lot being featured on Steam."
"00:14:45,286 --> 00:14:51,624","So we could potentially, best case scenario, like Max Paine, I think got, they got a month of a feature, basically."
"00:14:52,080 --> 00:14:57,384","If we could get that from the 28th all the way through February, that would be amazing."
"00:15:00,403 --> 00:15:05,533","Bailey: Are you OK with that, rather than, I mean, 'cause I would love five dollars more and everything,"
"00:15:05,533 --> 00:15:08,297","but I didn't want like, I just don't want the game to be, Schafer: No."
"00:15:08,297 --> 00:15:16,609","I mean, I feel like you guys have talked it through enough and I was nervous about it coming out at $30 and the mock reviews wanted it to be $20,"
"00:15:16,609 --> 00:15:19,716","so I think, Offscreen Voice: Split the difference."
"00:15:19,716 --> 00:15:22,316",Schafer: Is this a bad time to propose not splitting the game?
"00:15:23,493 --> 00:15:27,413",Considered that lately? Wouldn't have to think about any of this stuff for a while.
"00:15:29,668 --> 00:15:31,289","No, I'm excited about shipping."
"00:15:31,289 --> 00:15:32,502",I'm excited about it.
"00:15:32,502 --> 00:15:40,013","Bailey: I think this is actually going to probably be, I think it will result in a better showing than if you had kept it all together."
"00:15:40,013 --> 00:15:41,978",Schafer: I think it definitely got more people talking about the game.
"00:15:41,978 --> 00:15:43,538",Bailey: Yes.
"00:15:43,538 --> 00:15:47,632","But it's like, the more opportunities you actually have to sell, actually potentially better."
"00:15:47,632 --> 00:15:49,132",Schafer: Sell each puzzle.
"00:15:49,140 --> 00:15:51,700",I don't like this puzzle; I'd like to return this puzzle.
"00:15:52,426 --> 00:15:56,838",Bailey: Micro transactions to adventure games. Schafer: OK.
"00:15:56,838 --> 00:16:02,916","Bailey: You know you have the fun start, about the build lockdown and timelines for all the stuff that needs to get done."
"00:16:03,468 --> 00:16:07,208","So when is the build, like when are we done touching it?"
"00:16:07,478 --> 00:16:08,636",Rice: Yeah. I don't know.
"00:16:08,636 --> 00:16:13,006","That's a question that I would like to involve other people in, like Oliver."
"00:16:13,006 --> 00:16:16,355","Offscreen Voice: So you know, what is happening at this point?"
"00:16:16,355 --> 00:16:18,507","Franzke: A lot, a lot is happening."
"00:16:18,507 --> 00:16:28,585","Yeah, we kind of just switched into, I guess what's often called finaling mode where it's a lot of, I'm basically going away from working on tasks"
"00:16:28,585 --> 00:16:31,724",and more towards fixing issues in the game.
"00:16:31,724 --> 00:16:35,444",Just so that we can maybe get a stable version that can be released eventually.
"00:16:43,435 --> 00:16:45,251",Romero: That's a crash.
"00:16:45,251 --> 00:16:47,494","Yeah, you can press ""space"" to skip the cut scenes."
"00:16:47,494 --> 00:16:51,682","So in this particular case, for some, you just skip the cut scene and crash."
"00:16:51,682 --> 00:16:56,921","Yeah, we've skipped that cut scene, I want to say thousands of times, you know, collectively."
"00:16:56,921 --> 00:16:59,701",And now it decides to crash for some reason.
"00:17:00,560 --> 00:17:02,422",That's really how most bugs are found.
"00:17:02,422 --> 00:17:04,888","You're not trying to do something, it happens."
"00:17:04,888 --> 00:17:09,810","What I've learned is that the nature of the adventure game is that it's, everything is very handcrafted, right?"
"00:17:09,810 --> 00:17:12,946",You want to control every step of the way because it's all story driven.
"00:17:12,946 --> 00:17:19,520","And because of that, you have so many little points where it just, there's a bad graphic or the audio's off"
"00:17:19,520 --> 00:17:23,246",or characters look weird doing a particular action.
"00:17:23,246 --> 00:17:28,935","And because they want a very specific type of sort of experience, like to look a certain way and sound a certain way,"
"00:17:28,935 --> 00:17:32,951",you just end up with a lot of little bugs in between all the big functional stuff.
"00:17:32,951 --> 00:17:36,380","So functionally, I mean, it's not too complex, you know, point and click."
"00:17:36,380 --> 00:17:41,689",I'd say our save load system is probably the most complicated because save load's always complicated anyway.
"00:17:41,689 --> 00:17:43,496",And at this point it's just polish.
"00:17:43,496 --> 00:17:47,238","Little graphics things, animation, there's a lot of missing audio, stuff like that."
"00:17:47,238 --> 00:17:49,302",So this is the Broken Age database.
"00:17:49,302 --> 00:17:51,960",This is the list of all bugs.
"00:17:51,960 --> 00:17:57,205","This particular issue is going to be for Oliver, which means it's a system bug."
"00:17:57,205 --> 00:17:58,516",And that's it.
"00:17:58,516 --> 00:18:03,694","Once you have all the detail, the title, the steps, any attachments, if you need them."
"00:18:03,694 --> 00:18:04,908",In this case we don't.
"00:18:04,908 --> 00:18:07,579",Submit the bug and off it goes.
"00:18:07,579 --> 00:18:15,299","Franzke: The QA team is very, very good at like describing exactly how they got to this and they even say sometimes oh, this doesn't happen all the time."
"00:18:16,797 --> 00:18:23,168","So there's a problem in this particular scene where the characters occasionally will kind of, you see the jitter?"
"00:18:23,168 --> 00:18:26,112","See, see how this kind of like jitters? So OK."
"00:18:26,112 --> 00:18:30,719","So at first, the first thing I do, I will actually look at the scene and you know, try to see the problem like this."
"00:18:30,719 --> 00:18:33,224","Like oh yeah, obviously that's something going on."
"00:18:33,224 --> 00:18:40,022","Then we have certain tools in the game that we can use to kind of just trying to figure out what's, what's happening."
"00:18:40,022 --> 00:18:44,352",I can actually pause the game in the auto-debugger that we wrote for the game.
"00:18:44,352 --> 00:18:50,827","And I'm going to, you know, basically step through frame by frame in this particular case."
"00:18:50,827 --> 00:18:54,877","And then I very often will just look at, OK, so first of all, do those numbers line up?"
"00:18:54,877 --> 00:19:00,165","Because like, you know, the camera, animation has to be at the exact same frame, then the characters."
"00:19:00,165 --> 00:19:06,191","And I already see like, you know, this set of frames, 732 and this is like at the frame 734."
"00:19:06,191 --> 00:19:08,987","So like weird, why is this happening."
"00:19:08,987 --> 00:19:18,614","And then I basically will have to go into visual studio where they'll, you know, the code is for the game, like animation control."
"00:19:18,614 --> 00:19:22,923",A lot of what I do is actually just understanding what is going on.
"00:19:22,923 --> 00:19:25,082",Like that takes 95 percent of the time.
"00:19:25,082 --> 00:19:30,973","Once you know what's going on, very often the fix is pretty easy, but you know, since there's so much code and so much things,"
"00:19:30,973 --> 00:19:36,479","so many things going on at the same time, the understanding what is actually happening is usually the way, way, way more"
"00:19:36,479 --> 00:19:41,018",difficult part of actually implementing a fix for it.
"00:19:41,018 --> 00:19:46,596","But yeah, I mean, that's like in a nutshell what's going on."
"00:19:46,596 --> 00:19:49,753","Romero: And then on our end, I just try to get to the tasks."
"00:19:49,753 --> 00:19:56,595","Like we have a lot of bug regressions right now, just 'cause they're fixing quicker than we can check them to make, to verify that they're fixed."
"00:19:56,595 --> 00:20:00,531",So we always have just a backlog of bugs we need to get through on that end.
"00:20:00,531 --> 00:20:01,507",And new bugs.
"00:20:01,507 --> 00:20:02,644","Like I said, don't stop."
"00:20:02,644 --> 00:20:05,657",So at this point you can't afford to ignore any bug.
"00:20:05,657 --> 00:20:07,306","So you see it, you report it."
"00:20:07,306 --> 00:20:13,343","Yeah, every time you hear a little groan or something coming from that end, that's probably every new bug."
"00:20:13,343 --> 00:20:16,329",Franzke: I think animation is winning the bug count right now.
"00:20:16,329 --> 00:20:18,051",And it probably will be until the end.
"00:20:18,051 --> 00:20:22,504","So a lot of it is just, you know, animation polish and stuff like that."
"00:20:22,504 --> 00:20:26,967","I think they probably have like twice as many bugs, any of the other like departments."
"00:20:26,967 --> 00:20:30,264","Roberts: Yeah, and this is all animation bugs."
"00:20:30,264 --> 00:20:33,372",So it's something like 130.
"00:20:33,372 --> 00:20:36,303",Essentially right now the red ones are unfinished cut scenes.
"00:20:36,303 --> 00:20:41,166",And so that's what we're striving to do by tomorrow.
"00:20:41,166 --> 00:20:42,677",They're set by priority.
"00:20:42,677 --> 00:20:48,197","And it doesn't, it doesn't show it here, but there's Pri-1, Pri-2, right down to 4, I think."
"00:20:48,197 --> 00:20:51,889","Four would be like, it'd be nice to have, but not essential."
"00:20:51,889 --> 00:20:55,622","And 3 is like we should fix it, otherwise it'll look crappy."
"00:20:55,622 --> 00:21:01,204",And 2 being it is going to look really bad and unfinished if we don't do this.
"00:21:01,204 --> 00:21:04,615","And 1 being a breaker, like it actually just breaks the game."
"00:21:04,615 --> 00:21:08,341","Gardner: When you get into bug fixing phase, a lot of time animators will be like oh, I want to,"
"00:21:08,341 --> 00:21:13,856","like this is the animation that we should be polishing, but instead I'm polishing this animation because this is reported as a bug."
