"Timecode","Content"
"00:04:16,914 --> 00:04:21,654","Each one is a new line of dialogue that I can put in the game, so think about it that way."
"00:04:21,860 --> 00:04:25,577","Bailey: I don't know how much money is actually going to be enough."
"00:04:25,760 --> 00:04:28,580","So for me, like my mandate is more."
"00:04:28,580 --> 00:04:34,800","Because I want Tim to be able to completely check out and when he feels the game's done, then it's done."
"00:04:36,940 --> 00:04:38,580","Stamos: New addition to my office."
"00:04:39,240 --> 00:04:40,440","It's pretty exciting."
"00:04:40,800 --> 00:04:42,160","There's nothing much on it yet."
"00:04:42,160 --> 00:04:45,900","Oh, except there's a red milestone right there."
"00:04:46,541 --> 00:04:48,081","I want to see how that goes."
"00:04:48,081 --> 00:04:51,871","We're working on all kinds of things throughout the whole studio."
"00:04:51,880 --> 00:04:58,120","But when it comes to Red's we're I come in as more of a ""how can we control costs?"""
"00:04:58,220 --> 00:05:03,140","Hansen: This still is adding up to six and a half months of tech work so [laughing] we gotta find out."
"00:05:03,360 --> 00:05:05,418","Franzke: Oh that's just even split across all the ..."
"00:05:05,420 --> 00:05:12,380","Hanson: Well it was eight and a half months before Franzke: But that actually makes sense to me, that this is kind of like a relief [laughs]."
"00:05:12,380 --> 00:05:18,960","Stamos: More, more needs to be done to really understand what's left to do and how long that will take."
"00:05:19,120 --> 00:05:22,440","Really like kind of refactoring all of our assumptions about that schedule."
"00:05:22,840 --> 00:05:28,500","Really I think getting some project management attention on it."
"00:05:29,280 --> 00:05:39,440","Matt Hansen coming in and working on that uber-schedule so we can really plan out what's happening a little bit more down the road."
"00:05:39,660 --> 00:05:42,578","Hansen: Obviously Greg's already the producer on the project."
"00:05:42,581 --> 00:05:48,061","But you know, it's super-important for the studio, really important for us."
"00:05:48,280 --> 00:05:53,360","And you know, it's one of our completely self-funded projects so it's one of the things where it did make sense"
"00:05:53,360 --> 00:06:00,640","to bring on additional production help to make sure that we're, we're running as effectively and efficiently as possible."
"00:06:00,640 --> 00:06:09,500","I have some expertise from working in adventure games in the past so I think that's something they wanted to bring onto the team"
"00:06:09,500 --> 00:06:12,140","to help make it go smoothly as possible."
"00:06:12,140 --> 00:06:20,102","I'm actually pulling a lot from my experiences on those games to understand how to schedule the game, scope it properly and stuff like that."
"00:06:20,180 --> 00:06:24,920","Hansen: I still have this remote deployment harness as something I'm going to have to talk to Tim about."
"00:06:24,920 --> 00:06:27,000","I really want to push forward on that."
"00:06:27,320 --> 00:06:30,157","I think it's going to be really helpful for debugging the game later on."
"00:06:30,260 --> 00:06:31,700","Franzke: I agree."
"00:06:33,036 --> 00:06:35,856","Otherwise we're just going to shoot ourselves in the foot. Hansen: Yeah."
"00:06:35,860 --> 00:06:37,200","Rice: And yeah, it's been helpful."
"00:06:37,200 --> 00:06:43,295","I think it's just like , it's nice to be able to kind of hand it off to him and kind of get ahead of things a little bit."
"00:06:43,295 --> 00:06:45,185","It's going to be really helpful."
"00:06:45,185 --> 00:06:50,680","Hansen: Developing an engine and a game at the same time, it's always been a challenge for a lot of different games."
"00:06:50,740 --> 00:06:56,392","You'll hear that as a common story for a lot of games where they're, you know, it's like, Limbo's a good example,"
"00:06:56,392 --> 00:07:00,038","where they were trying to develop the engine for Limbo, they're also trying to create the game at the same time."
"00:07:00,038 --> 00:07:01,498","It's huge, hugely challenging."
"00:07:02,028 --> 00:07:03,173","Hansen: All right. That's it."
"00:07:03,173 --> 00:07:03,933","Thank you very much."
"00:07:03,940 --> 00:07:05,918","I'll start laying this out and then let's talk about maybe later."
"00:07:05,920 --> 00:07:08,520","Franzke: Yep. Hansen: Later next week. Thanks a lot."
"00:07:09,180 --> 00:07:15,699","Stamos: So that's been huge. I think that having additional gameplay programmers added to the team,"
"00:07:15,760 --> 00:07:20,020","but who have design experience, that that's probably helping."
"00:07:20,320 --> 00:07:24,960","Rice: Yeah, we just added a handful of people to the team, kind of staffing up a bit."
"00:07:24,960 --> 00:07:29,900","And it was people that were on The Cave and that just shipped a few weeks ago."
"00:07:29,900 --> 00:07:33,420","[Applause] Gilbert: Well, we shipped The Cave."
"00:07:33,420 --> 00:07:41,200","[Cheering] Gilbert: On 742 platforms, so that's good news."
"00:07:41,800 --> 00:07:47,860","Anyway, I just, you know, a toast to everybody and they just did an amazing job on The Cave."
"00:07:48,280 --> 00:07:51,000","Group: Cheers!"
"00:07:51,820 --> 00:07:54,860","And now what you have all really been waiting for, cake."
"00:07:55,320 --> 00:07:58,260","Group: [laughs] Schafer: Scoop it up with his hands"
"00:07:58,260 --> 00:08:01,360","Put it in everyone's mouth Line up."
"00:08:01,540 --> 00:08:07,965","Rice: And so they just are wrapping up their final tasks and bug fixes for that And as they become available, we're just trying to figure out"
"00:08:07,965 --> 00:08:12,804","what makes the most sense for him to be working on and right now that is Reds."
"00:08:12,804 --> 00:08:22,775","So we've got someone from every discipline added to the team and kind of helping to lighten people's loads and add some extra manpower to the game."
"00:08:24,260 --> 00:08:26,340","Schafer: Everyone's here, OK. Awesome."
"00:08:26,340 --> 00:08:28,300","Dailies. Film crew's back."
"00:08:28,302 --> 00:08:29,367","Not that you notice."
"00:08:29,367 --> 00:08:35,193","I'm sure you guys are all, for those of you who have not ever been filmed before, if you ignore them, really,"
"00:08:35,193 --> 00:08:38,239","They'll just, they'll catch you picking your nose."
"00:08:38,240 --> 00:08:41,220","Rice: We're too big now. I don't know how they're going to do this."
"00:08:41,220 --> 00:08:43,000","Schafer: I know, look how huge we are."
"00:08:43,000 --> 00:08:44,900","Let's get this over with. OK."
"00:08:44,900 --> 00:08:50,280","Yesterday I was going to write those last three things for the Cloud Colony, but I did a whole bunch of other project review stuff."
"00:08:50,460 --> 00:08:52,720","LeBreton: It was pretty easy to pick up on, you know."
"00:08:52,720 --> 00:08:56,599","Anna was teaching me a whole bunch about the systems that she wrote on the game play,"
"00:08:56,600 --> 00:08:58,540","which is mainly what I've been working with."
"00:08:58,540 --> 00:09:04,804","Just figuring out how, how dialogue, I've been, a lot of my work has been wiring up the dialogue trees, you know."
"00:09:04,804 --> 00:09:11,330","We got the writing from Tim and then we got scratch VO, so I wired that up so you can pick, ""tell me more"""
"00:09:11,330 --> 00:09:17,560","or ""what about this"" or ""see you later."" Thomas: I guess you're better at spotting fakes than the other birds."
"00:09:18,960 --> 00:09:21,560","Hey, can you take me here to my home?"
"00:09:22,220 --> 00:09:24,100","You can? Great!"
"00:09:27,360 --> 00:09:29,524","Ever seen this place? Great."
"00:09:29,524 --> 00:09:31,153","Can you take me there right now?"
"00:09:31,153 --> 00:09:32,755","LeBreton: I enjoy all phases of a project."
"00:09:32,760 --> 00:09:37,459","You know, if it's a good project then it's fun to be in on the early inception where you're getting to like, you know,"
"00:09:37,460 --> 00:09:40,778","help really make big important creative decisions."
"00:09:40,780 --> 00:09:44,640","It's fun to be in the middle where you're producing stuff, you know, you're building it"
"00:09:44,648 --> 00:09:49,104","and eventually hit that critical mass where it's like, yes, we have a game now; we know what we're building."
"00:09:49,104 --> 00:09:55,531","And then late in the game, if you're not, you know, if you're not stressing out too much about like, you know,"
"00:09:55,546 --> 00:09:59,628","fires that you have to put out, it's really fun to like see the last few steps come together"
"00:09:59,628 --> 00:10:02,531","and really feel like some, like you're putting polish on something."
"00:10:02,539 --> 00:10:04,459","So all of those are cool."
"00:10:05,326 --> 00:10:08,047","But yeah, I think we're very much in the middle."
"00:10:08,047 --> 00:10:10,147","We're kind of like in the early middle in this."
"00:10:11,917 --> 00:10:13,440","So yeah, no."
"00:10:13,440 --> 00:10:19,007","And I've worked, you know, I've, yeah, I've led stuff before but also just been in the trenches guy."
"00:10:19,007 --> 00:10:26,888","So you know, depends, again, if it's a good project, then I'll enjoy, and I can contribute something substantial to it."
"00:10:26,888 --> 00:10:28,928","That's all I really care about."
"00:10:33,180 --> 00:10:36,211","Garner: It was on budget, on time; everything was great."
"00:10:36,220 --> 00:10:39,514","You're going to, you're going to go home early, no overtime."
"00:10:39,520 --> 00:10:44,900","Then I saw Episode 7 and I was like, aha."
"00:10:47,140 --> 00:10:48,620","Just the normal stuff."
"00:10:48,629 --> 00:10:54,400","They were just like, would you be interested in DFA, Tim wants you on that project so bad."
"00:10:54,760 --> 00:10:57,900","He's always talking about Dave being in on the project."
"00:10:59,320 --> 00:11:03,766","Schafer: We got Dave Garner, famous fan of Ico and Shadow of the Colossus."
"00:11:05,340 --> 00:11:07,060","Garner: That shit is so awesome."
"00:11:08,320 --> 00:11:09,875","Schafer: And adventure games."
"00:11:09,880 --> 00:11:12,080","Yes, Garner's here because adventure games are not dead."
"00:11:12,080 --> 00:11:13,867","Garner: Adventure games are not dead."
"00:11:13,867 --> 00:11:18,313","Garner: When I came on, I initially, like the characters have so much style in them."
"00:11:18,320 --> 00:11:24,111","The first thing that I thought about was like, I'm just going to like focus on animating real subtle stuff"
"00:11:24,120 --> 00:11:27,432","and like focus on the face and like focus on the eyes."
"00:11:27,440 --> 00:11:31,072","That stuff's important in like films and stuff but we don't usually do that stuff in games."
"00:11:31,080 --> 00:11:33,700","But I feel like that's one of the things that we want to try to do with this one."
"00:11:34,180 --> 00:11:38,166","Garner: This is when we were experimenting with like, you know, what kind of an attitude should he have?"
"00:11:38,166 --> 00:11:44,558","Like sort of blank look on his face, that's like kind of bored because he's on the ship and getting sick of this stuff."
"00:11:44,921 --> 00:11:51,904","And he's got like, you know, his idles would be like, he's just like, overall he's not too stoked on all the stuff that's going on, on the ship."
"00:11:51,904 --> 00:11:57,281","But then when you start playing with him and explore, like we were saying it'll start getting really cool"
"00:11:57,281 --> 00:11:58,401","when he's just going to be like, oh my God!"
"00:11:58,401 --> 00:11:59,160","This is awesome!"
"00:11:59,460 --> 00:12:05,030","A lot of people aren't really going to notice that, but like, hopeful some person is like, oh yeah, that's really cool."
"00:12:05,030 --> 00:12:11,451","Like that boy, like I've seen him change throughout the game, which is not something not I've really done with a character in a game before."
"00:12:11,460 --> 00:12:18,704","Is like have them go from, you know, one character type and, like actually end the hero's journey having gone through it,"
"00:12:18,704 --> 00:12:21,202","make, you know, an emotional journey as well."
"00:12:21,202 --> 00:12:23,562","Which is something you see in movies, just not so much in games."
"00:12:23,760 --> 00:12:24,600","Schafer: Who else got added?"
"00:12:24,600 --> 00:12:25,466","We got Lydia."
"00:12:25,466 --> 00:12:26,556","We've had Lydia for a little while."
"00:12:26,780 --> 00:12:29,211","Lydia's a great effects artist, technical artist."
"00:12:29,320 --> 00:12:30,934","Does a little programming on the side."
"00:12:31,280 --> 00:12:33,780","Small teams, everyone has to do a bunch of stuff."
"00:12:33,780 --> 00:12:39,659","Choy: Generally I just go through and just try to add things wherever I can, because like with this Cloud Colony."
"00:12:39,660 --> 00:12:45,869","The more, the more there's like little support ambient effects, the more alive it feels."
"00:12:47,520 --> 00:12:49,340","Schafer: I think this ground looks so pretty now."
"00:12:49,860 --> 00:12:52,180","And the little dust, and the poofs and everything."
"00:12:53,880 --> 00:12:55,331","And look at that thing up there!"
"00:12:55,340 --> 00:12:56,887","What's happening up there?"
"00:12:56,887 --> 00:12:58,075","Is that 3D?"
"00:12:58,080 --> 00:12:59,656","Petty: Well, it's an old PlaysStation One trick."
"00:12:59,660 --> 00:13:02,340","We just took the texture and put it on crisscross polygons."
"00:13:02,720 --> 00:13:04,060","And just spun it around in 3D."
"00:13:04,220 --> 00:13:05,200","Schafer: Oh now I hate it."
"00:13:05,460 --> 00:13:06,355","Now that I know."
"00:13:06,420 --> 00:13:07,880","Cheating, now I hate it."
"00:13:08,420 --> 00:13:09,520","It looks amazing."
"00:13:09,560 --> 00:13:11,204","Melian: So here's like a new thing we're trying out."
"00:13:11,360 --> 00:13:16,340","It's actually using a 3D, a 3D element."
"00:13:17,880 --> 00:13:18,984","And you'll see it again."
"00:13:19,286 --> 00:13:21,006","So we're experimenting with that now."
"00:13:21,260 --> 00:13:22,436","Melian: I think so. I think that's the idea."
"00:13:22,440 --> 00:13:28,415","If we can get these 3D elements working and kind of blending in there without popping out too much, I think that's the idea."
"00:13:28,420 --> 00:13:30,600","And we'll go in and try to do that more and more."
"00:13:33,580 --> 00:13:35,000","Schafer: Whoa color!"
"00:13:35,240 --> 00:13:36,340","Oh there's a mom!"
"00:13:36,700 --> 00:13:37,860","Hey, hi, mom."
"00:13:38,580 --> 00:13:40,720","She's got hair that comes off of the crystal ball."
"00:13:41,480 --> 00:13:50,308","Peck: I guess last week was like really my first time, my first week where like I really got to spend like a lot of my time on Red's."
"00:13:50,308 --> 00:13:51,208","Really fun."
"00:13:51,260 --> 00:13:57,246","Basically Lee's been working really hard getting the environment white boxed so you can actually just walk around."
"00:13:57,500 --> 00:14:05,780","And I'm just following behind him wiring up the basic puzzle structure as it comes in."
"00:14:06,140 --> 00:14:09,372","Yeah, this is the first piece of color art we've got on this."
"00:14:09,380 --> 00:14:11,131","Like a rough color."
"00:14:11,660 --> 00:14:13,280","But still amazing."
"00:14:13,280 --> 00:14:20,209","It really reminds me of like, you have a giant art book, like hard cover picture book in front of you"
"00:14:20,209 --> 00:14:24,786","and just like turning the page and being really immersed in the art."
"00:14:24,786 --> 00:14:34,101","Like you know, with the old pixel-based adventure games, they didn't have like this camera flowing over things"
"00:14:34,101 --> 00:14:36,141","and zooming in and panning out as much."
"00:14:36,560 --> 00:14:42,400","And this really feels like I'm being like guided through this, this really beautiful experience."
"00:14:42,400 --> 00:14:50,900","So that's what's really captured my imagination so far, is like this story is just being presented in such a beautiful way."
"00:14:50,900 --> 00:14:55,400","I'm really excited to see like where, how far we can push that."
"00:14:56,500 --> 00:15:00,143","Peck: Let me just load up a certain level accepting."
"00:15:00,143 --> 00:15:02,742","Yeah, I'll open up the galley. Yeah."
"00:15:02,742 --> 00:15:05,882","Yeah, the bedroom and the galley have the rough color."
"00:15:06,560 --> 00:15:09,620","It's amazing. It's like super cool."
"00:15:11,440 --> 00:15:14,180","Look how rough this is, but there's still this like epic scale."
"00:15:14,180 --> 00:15:19,035","You know, you're supposed to be floating out in space in a space suit, but everything but man."
"00:15:19,040 --> 00:15:23,052","This really blew me away when I saw that. So yeah."
"00:15:23,220 --> 00:15:28,680","I'm excited to talk to Bagel when he comes in and be like, awesome job, man."
"00:15:33,560 --> 00:15:38,420","Stapley: So yeah, I guess lightings down here and just try to tie it a little in with that one."
"00:15:38,420 --> 00:15:42,220","I feel like these are, I mean they're not totally different."
"00:15:43,640 --> 00:15:47,798","This color, I kinda like this being more white."
"00:15:47,800 --> 00:15:49,247","I feel like this is a little too orange."
"00:15:49,247 --> 00:15:53,907","I mean, I guess it's just the orange light, but still, yeah."
"00:15:53,907 --> 00:15:55,387","Maybe a little bit more yellow."
"00:15:56,400 --> 00:16:00,340","Hey, Tim. I'll get him later. I say go for it."
"00:16:00,520 --> 00:16:02,060","Brand: It's a really good learning experience."
"00:16:02,060 --> 00:16:03,640","I really like Bagel's style."
"00:16:04,580 --> 00:16:09,754","Yeah, he drew like a really awesome style guide that might pretty up the different areas of the ship."
"00:16:10,040 --> 00:16:12,940","You know, the vibe each one should give off and like the color palettes."
"00:16:12,940 --> 00:16:16,880","And a lot of the references he was using to derive that look."
"00:16:17,340 --> 00:16:22,541","So like the player living area, utility area and then there's an off-limits area for later in the game."
"00:16:23,960 --> 00:16:30,924","He took that and then did the, some even more like specific breakdowns with just a bunch of inspirational windows"
"00:16:30,924 --> 00:16:33,959","that, with those shapes and colors that he likes."
"00:16:34,241 --> 00:16:35,738","Stapley: I always go to orange."
"00:16:35,738 --> 00:16:38,958","Orange and brown and red is like shit that I always fucking do."
"00:16:39,600 --> 00:16:43,180","I mean, I feel like, I mean it's a little crutch that I have."
"00:16:43,180 --> 00:16:46,200","Not a crutch but it's like my go-to color."
"00:16:46,360 --> 00:16:47,180","All the time."
"00:16:49,640 --> 00:16:50,140","But yeah man."
"00:16:50,600 --> 00:16:51,360","You can nail it."
"00:16:52,400 --> 00:16:53,518","Stapley: Your colors are awesome."
"00:16:53,740 --> 00:17:00,839","Rice: And I'm excited to see the space stuff starting to come together, too, because Tim just delivered the dialogue for the boy's,"
"00:17:00,840 --> 00:17:03,963","like first segment of the game and it's amazing."
"00:17:03,963 --> 00:17:04,983","It's hilarious."
"00:17:04,983 --> 00:17:07,963","And you can so easily see how fun it's going to be to play through."
"00:17:07,963 --> 00:17:10,583","Rice: Yeah, but like reading through it, I don't see any holes."
"00:17:10,583 --> 00:17:12,903","Like I feel like, Schafer: It's fucking perfect."
"00:17:12,903 --> 00:17:17,198","Rice: I feel like the game play programmer could script that all up now without needing any questions, which is awesome."
"00:17:17,440 --> 00:17:18,760","Schafer: So no questions will be allowed."
"00:17:34,620 --> 00:17:42,320","Schafer: I think spaceship boy's stuff is easier, like the basic setup of it leads it to, it's funny because it's just, there's more humor in it."
"00:17:42,820 --> 00:17:47,278","And you would think you could just make everything funny equally but like the boy stuff's just naturally funnier"
"00:17:47,280 --> 00:17:51,213","because he's all alone with his mom, the tension between him and his mom"
"00:17:51,220 --> 00:17:54,280","and all the little robots and all the silly scenes he finds himself in."
"00:17:55,200 --> 00:18:00,420","I have to figure out something for the girl's world that makes it that easy to put, to put jokes in there."
"00:18:01,438 --> 00:18:03,198","Here's a picture of the climax of the game."
"00:18:04,000 --> 00:18:05,140","Do you want to see my pictures?"
"00:18:05,140 --> 00:18:06,454","Total spoiler right there."
"00:18:06,460 --> 00:18:07,520","Can you see that?"
"00:18:07,520 --> 00:18:12,090","Stamos: Yeah, I think that the change that I've seen the most is Tim, you know, absolutely."
"00:18:12,090 --> 00:18:17,030","Because he, he seems really motivated to kind of get things going."
"00:18:17,030 --> 00:18:21,974","And also he's, he's getting really close to the point of the entire game's designed out."
"00:18:21,980 --> 00:18:24,080","And I think that will be a big, pretty big milestone."
"00:18:24,180 --> 00:18:30,280","[Juicer whirs on] [Whooshing]"
"00:18:30,280 --> 00:18:34,560","[Tim whistling] [Whooshing]"
"00:18:34,560 --> 00:18:35,680","Schafer: Lemon."
"00:18:35,680 --> 00:18:39,960","[Wet grinding] Schafer: The juice fast is all part of, you know,"
"00:18:39,960 --> 00:18:41,840","when New Year's comes around you make a bunch of resolutions."
"00:18:42,180 --> 00:18:47,941","And it's, my resolution was not to die before my daughter got in college."
"00:18:48,523 --> 00:18:53,577","And also watching this documentary and seeing my gut enter the room like five minutes before I did."
"00:18:53,580 --> 00:18:55,520","It was just like, ah, got to do something about that."
"00:18:56,380 --> 00:18:58,877","So now I look all shrunken and my neck's all wiggly."
"00:18:58,880 --> 00:19:00,624","So you just can't win."
"00:19:00,624 --> 00:19:03,204","You just can't win and I got a gallstone probably, so."
"00:19:03,204 --> 00:19:05,804","Just lose, lose scenario, documentaries."
"00:19:06,000 --> 00:19:11,364","[Whooshing slows down] Schafer: I need a glass. Did anyone else want juice?"
"00:19:12,000 --> 00:19:17,280","Schafer: Yeah. I used to get a lot more sleepy in the afternoons and I don't know if that's coffee or that's just being super fat."
"00:19:22,960 --> 00:19:25,000","Schafer: Alright. Pack up some juice to take with me."
"00:19:26,080 --> 00:19:26,900","Cheers."
"00:19:30,900 --> 00:19:32,673","How much weight did I lose while I was drinking that?"
"00:19:32,680 --> 00:19:33,320","Did you notice?"
"00:19:34,380 --> 00:19:37,020","You see like shrinkage? Like, blugh."
"00:19:38,840 --> 00:19:41,946","Schafer: According to the Internet, I'm like 230 right now."
"00:19:42,120 --> 00:19:44,803","Schafer: Like one site said my weight should be 160 pounds."
"00:19:45,540 --> 00:19:47,300","And I started this at 260."
"00:19:48,440 --> 00:19:50,600","So I'm down 30 pounds."
"00:19:51,280 --> 00:19:52,420","Daughter: What?"
"00:19:53,160 --> 00:19:54,968","Schafer: You get to come shave off my beard."
"00:19:54,968 --> 00:19:57,668","Daughter: Papa, I don't know how to shave."
"00:19:58,540 --> 00:20:01,140","Schafer: Well, there's a time in every girl's life when she needs to learn how to shave."
"00:20:01,740 --> 00:20:05,120","Schafer: Here we go. Here we go."
"00:20:05,120 --> 00:20:07,933","[Buzzing] I'm really not going to do it."
"00:20:07,940 --> 00:20:09,000","I'm not going to do it. This is terrible."
"00:20:09,000 --> 00:20:10,620","This is a horrible mistake. Look at that."
"00:20:11,580 --> 00:20:15,124","Schafer: I used to just grow a beard every Christmas, like a Christmas beard, it'd start around Thanksgiving."
"00:20:15,880 --> 00:20:16,900","Ray got me started on that."
"00:20:16,900 --> 00:20:24,772","And then one year I grew the Christmas beard and I gained so much weight while I had it on that when I went to shave it off, I was like holy crap!"
"00:20:24,780 --> 00:20:25,780","Where was all this hiding?"
"00:20:25,780 --> 00:20:27,119","And then I was like, I'm going grow it back."
"00:20:27,120 --> 00:20:30,350","'Cause you actually believe that if you grow a beard, you can totally hide the fact that you're fat."
"00:20:30,350 --> 00:20:31,897","No one will figure it out."
"00:20:32,220 --> 00:20:34,209","I didn't mean to look at the people with beards when I said that."
"00:20:34,209 --> 00:20:37,927","And as, like when I get down to that weight again, I'll shave it off."
"00:20:37,927 --> 00:20:38,587","And so I shaved it off."
"00:20:41,000 --> 00:20:42,000","Schafer: I feel really dumb with this."
"00:20:44,200 --> 00:20:45,579","Try to get respect in a meeting."
"00:20:45,580 --> 00:20:47,540","I think here's a new design, you guys."
"00:20:47,540 --> 00:20:50,660","[Laughter offscreen] [Buzzing]"
"00:20:51,860 --> 00:20:55,640","This is now, this is my look from like the '90s."
"00:20:56,060 --> 00:20:57,180","It was most of '90s."
"00:20:58,080 --> 00:20:59,560","I'm going to go all the way, you guys."
"00:21:09,940 --> 00:21:13,820","Schafer: If you think about it, the car is just a metaphor for my body."
"00:21:14,500 --> 00:21:22,688","They're both essentially really good looking, but they've been, you know, neglected a little bit over the years."
"00:21:22,688 --> 00:21:24,068","It's got some scratches."
"00:21:24,360 --> 00:21:27,700","There's a big knife hole in the top of it, just like me."
"00:21:28,840 --> 00:21:30,820","It's a little rusty."
"00:21:32,080 --> 00:21:34,300","It doesn't start in the morning."
"00:21:35,340 --> 00:21:37,120","It's full of gas."
"00:21:39,820 --> 00:21:41,330","Etcetera, etcetera."
"00:21:41,330 --> 00:21:44,917","And my car is something that I've been like just looking at, I should really take care of that eventually."
"00:21:44,920 --> 00:21:47,425","Kind of like, like, ah, I should really lose this weight eventually."
"00:21:47,425 --> 00:21:50,096","So I tweeted like anyone know a good mechanic?"
"00:21:50,100 --> 00:21:57,102","And of course, John Romero and Brenda Romero, like we have this guy who's perfect for a MoPar, which is what my Barracuda is."
"00:21:57,520 --> 00:22:00,322","And I went down there and John showed up."
"00:22:00,322 --> 00:22:02,345","And of course I'm all excited about getting my car fixed."
"00:22:02,345 --> 00:22:08,586","And then John pulls up in this amazing like, pretty much a brand-new, like Road Runner, like '68, '69 Road Runner."
"00:22:09,140 --> 00:22:10,285","And it's all shiny."
"00:22:10,285 --> 00:22:12,780","The engine is cleaner than anything in my house."
"00:22:12,780 --> 00:22:14,042","Like you could eat off it."
"00:22:14,277 --> 00:22:15,377","It's beautiful."
"00:22:16,230 --> 00:22:18,570","And my car's sitting there all sad."
"00:22:19,600 --> 00:22:21,000","Schafer: My sad old car."
"00:22:23,120 --> 00:22:25,600","Schafer: Which brings out a whole bunch of different issues for me."
"00:22:25,600 --> 00:22:27,993","Like why aren't I rich like John Romero?"
"00:22:28,847 --> 00:22:30,607","Next year I'll get on that."
