"Timecode","Content"
"00:07:08,528 --> 00:07:15,534","Schafer: And so because like one or two people were threatening to like break it, that all of a sudden made everybody else who wasn't breaking it like a chump."
"00:07:15,534 --> 00:07:18,725","And I didn't want them, you know, to feel, so we just like, look, OK."
"00:07:18,725 --> 00:07:21,147","We take back our request that no one's, go ahead."
"00:07:21,147 --> 00:07:22,716","Post all the reviews and stuff."
"00:07:22,716 --> 00:07:26,153","So a bunch of our reviews went up when people couldn't buy the game."
"00:07:26,153 --> 00:07:31,208","So that was kind, it took away a lot of our, like our press hit for the launch day, which is too bad."
"00:07:31,208 --> 00:07:34,760","But it seemed like it was, it would, we just couldn't, it was out of control."
"00:07:34,760 --> 00:07:41,862","There was just like 90,000 people, even if like 80,000 of them are totally like, yeah, it's cool."
"00:07:41,862 --> 00:07:44,637","But if like just a few took one or two breaks, then the whole thing just falls apart."
"00:07:46,251 --> 00:07:50,998","Schafer: All our backers are so cool, but the backers who are in the press feel a little differently."
"00:07:50,998 --> 00:07:52,878","They feel they have the option to not be cool."
"00:07:54,575 --> 00:07:56,393","It's an awkward situation."
"00:07:56,393 --> 00:08:00,653","Next time we wouldn't, I think actually have private forums for that reason."
"00:08:01,933 --> 00:08:07,713","Schafer: I mean, I feel in end that I just don't, I just don't want to have this fight any more about private stuff and all."
"00:08:08,944 --> 00:08:14,228","It just puts, I mean, being in this antagonist relationship with the press is just not comfortable,"
"00:08:14,228 --> 00:08:18,740","'cause you need them and they're usually really good friends of ours."
"00:08:18,740 --> 00:08:24,944","I'm just getting mad at them one by one for breaking the faith of the backer agreement."
"00:08:25,926 --> 00:08:27,707","It's annoying."
"00:08:27,707 --> 00:08:33,110","Bailey: You know, one third of our, of all the articles that were written about Broken Age were about the embargo."
"00:08:33,110 --> 00:08:38,077","And then another third were about us going from early access changing it to a regular release."
"00:08:38,077 --> 00:08:43,697","And then one third were about the game. Yeah. So."
"00:08:43,697 --> 00:08:50,926","Rice: If we're saying backer Beta's the 14th and public release is the 28th, that would give the press builds like the 12th or something."
"00:08:50,926 --> 00:08:57,932","And embargo them, Bailey: This is an interesting one, because I think this is the next one that could lead to a PR blowup."
"00:08:59,766 --> 00:09:01,852","Bailey: Yeah. I was not in favor of the embargo."
"00:09:01,852 --> 00:09:03,824","Rice: But preorders are there like you said."
"00:09:03,824 --> 00:09:06,944","So people can still at least go and get the preorder."
"00:09:09,383 --> 00:09:13,188","Bailey: So the preorders are, they're less than we expected."
"00:09:13,188 --> 00:09:17,431","They are, we were hoping that they'd come in higher."
"00:09:17,431 --> 00:09:27,959","If I had to project off the preorders we received so far, that would be a kind of bleak outlook as far as how many we'd actually sell,"
"00:09:27,959 --> 00:09:30,040","you know, for the lifetime of Broken Age."
"00:09:30,040 --> 00:09:39,328","But I'm basing everything off if different historicals for other games that Tim has sold and none of those have had this kind of Kickstarter story."
"00:09:39,328 --> 00:09:41,748","So this is definitely unique."
"00:09:41,748 --> 00:09:49,445","I don't think it's time for us to panic right now, but it puts a whole lot more emphasis and importance on January 28th"
"00:09:49,445 --> 00:09:50,887","when it comes out for real."
"00:09:50,887 --> 00:09:55,007","'Cause I think it will do well in the long-run, but it's like how long is that run."
"00:09:57,102 --> 00:10:04,209","The other piece that I think is kind of silver-lining in all this is the reviews are coming in really good."
"00:10:04,209 --> 00:10:09,677","You know, I foresee that the game's going to have a great word-of-mouth buzz."
"00:10:09,677 --> 00:10:11,531","Most of Tim's games actually do."
"00:10:11,531 --> 00:10:14,510","And they have a, it has a very long tail."
"00:10:14,510 --> 00:10:20,900","There're games, what people call ""evergreen games"", they keep on selling at a certain, certain level and they just keep on,"
"00:10:20,900 --> 00:10:25,586","which keeps on accumulating over the years, which is different than most games."
"00:10:25,586 --> 00:10:28,825","Most games have that huge spike, that hump, that six-weeks hump."
"00:10:28,825 --> 00:10:30,875","Tim's are different."
"00:10:30,875 --> 00:10:38,067","So that's one good thing to take into account with all the good reviews and all the social media and the good word of mouth we're having."
"00:10:38,067 --> 00:10:41,183","You know, it's like we can't get to a place where we could sell this game quick enough,"
"00:10:41,183 --> 00:10:47,472","because that's where we're really going to be able to see and project, you know, what the success of the game's going to be."
"00:10:47,472 --> 00:10:51,808","Rice: So the other thing Tim was talking about is just that now that we have to move the embargo up and reviews are out now,"
"00:10:51,808 --> 00:10:56,916","the idea of flipping the switch on Steam earlier."
"00:10:56,916 --> 00:10:58,672","Schafer: Releasing it a, a week earlier."
"00:10:58,672 --> 00:10:59,770","Like next Tuesday."
"00:11:01,149 --> 00:11:03,283","Schafer: Sure, whatever."
"00:11:05,926 --> 00:11:07,007","and like, you know, Schafer: Well, that's the question."
"00:11:07,007 --> 00:11:10,728","I mean, and there's, I mean there's a legitimate business reason, I think about it just because it's out there,"
"00:11:10,728 --> 00:11:14,503","it's getting a lot of attention right now and there's a lot of press I'm going to do in the next week."
"00:11:14,503 --> 00:11:20,977","And it'd be nice if people, I mean can go pre-purchase it, but they can't buy it."
"00:11:20,977 --> 00:11:25,270","Rice: It'd be nice to have a story about the game being pushed forward."
"00:11:25,270 --> 00:11:27,980","Franzke: I voiced my concern about this plan."
"00:11:27,980 --> 00:11:34,957","I mean technically it does make like, like just looking at how the long the things take, just doesn't really make all that much sense."
"00:11:34,957 --> 00:11:36,643","Franzke: And you know, I explained like that."
"00:11:36,643 --> 00:11:43,198","That we can certainly do it but it will be very unadvisable, especially considering that time when that was first proposed."
"00:11:43,198 --> 00:11:46,757","We still had big problems with crashes and people not being able to play the game at all."
"00:11:46,757 --> 00:11:54,311","So that was my main worry, that you know, we were still like trying to find the really big issues and so."
"00:11:54,311 --> 00:11:57,477","So we didn't feel like it was ready to ship it then."
"00:11:57,477 --> 00:12:04,773","But I think now, basically I don't think anything will have changed if we final release it on the planned day we had initially,"
"00:12:04,773 --> 00:12:09,384","just because technically time-wise it doesn't really work out any other way, anyways."
"00:12:12,233 --> 00:12:13,388","Schafer: But it's good."
"00:12:13,388 --> 00:12:16,160","So now the official reviews, now they are rolling in."
"00:12:16,160 --> 00:12:18,024","The great thing is that they're all really great."
"00:12:18,024 --> 00:12:21,484","I mean, that Polygon one was nine out of ten, which is great."
"00:12:21,484 --> 00:12:25,407","I mean, I would give it a ten, but I'll accept a nine."
"00:12:25,407 --> 00:12:31,422","Polygon Review: Broken Age may be unfinished, but it's also delightful, beautiful, utterly charming"
"00:12:31,422 --> 00:12:35,690","and you really should play it right this second."
"00:12:35,690 --> 00:12:36,537","Stapley: No, it's cool."
"00:12:36,537 --> 00:12:40,587","It's awesome that it sounded like, that we all made an awesome thing now."
"00:12:40,587 --> 00:12:42,526","Like this is the cool part, you know."
"00:12:42,526 --> 00:12:48,226","Like we made this awesome thing and now it's out in the world for everybody to look at."
"00:12:48,226 --> 00:12:52,510","Rice: Yeah, I guess. Stapley: OK. How many reviews are there now."
"00:12:52,510 --> 00:12:53,416","Crook: But it feels good."
"00:12:53,416 --> 00:12:57,166","And people seem to be really responding to the game."
"00:12:57,166 --> 00:13:00,591","The reviews have been really good."
"00:13:00,591 --> 00:13:05,778","And even comments about animation, which you don't get that often."
"00:13:05,778 --> 00:13:08,810","It seems like in games a lot of times, maybe you will a couple of times."
"00:13:08,810 --> 00:13:14,903","But there's been several other reviews that have mentioned the animation, that they really, that they really liked it."
"00:13:14,903 --> 00:13:17,146","And that's, that's rewarding."
"00:13:17,146 --> 00:13:18,741","Oh, yeah. Yeah."
"00:13:18,741 --> 00:13:20,358","I saw a nine today; that's nice."
"00:13:20,358 --> 00:13:27,272","But you know, I actually, I feel kind of bad I don't really, I try not to read a lot of the reviews"
"00:13:27,272 --> 00:13:30,565","because the bad ones do kind of make me, put me down."
"00:13:30,565 --> 00:13:34,271","You know, they kind of, you know, when you're kind of on this high that you've released it"
"00:13:34,271 --> 00:13:40,717","and then suddenly, even though if there's like six good reviews and one bad one, that bad one kind of affects me."
"00:13:40,717 --> 00:13:46,405","So I try not to read a lot of the comments until a little bit later on."
"00:13:46,405 --> 00:13:48,939","Heatseeker Review: Broken Age gets by on the strength of its storytelling."
"00:13:48,939 --> 00:13:56,603","The puzzles aren't particularly complex or compelling with the exception of a certain vomiting tree."
"00:13:56,603 --> 00:13:59,997","And serve as a reason to explore the environments."
"00:13:59,997 --> 00:14:05,243","I can't say I recommend this to people who don't already have a fondness for this genre."
"00:14:05,243 --> 00:14:13,066","Compared to modern entries in the genre like those from Telltale Games, it may seem a little simple or even boring."
"00:14:13,066 --> 00:14:16,704","Schafer: This is actually just new posts, for new posts today."
"00:14:16,704 --> 00:14:18,925","Oh God. The guy wants a refund."
"00:14:18,925 --> 00:14:22,162","It's like, ah. This is a jerk."
"00:14:22,162 --> 00:14:23,004","I'm just going to say it."
"00:14:23,004 --> 00:14:24,270","This is a jerk."
"00:14:24,270 --> 00:14:26,514","Thanks for backing, jerk."
"00:14:26,514 --> 00:14:32,427","Franzke: You know, it's unrealistic to expect that people will be able to please everybody, obviously."
"00:14:32,427 --> 00:14:39,120","Unfortunately very often the people who are the most dissatisfied are also the loudest ones, you know, which can be difficult,"
"00:14:39,120 --> 00:14:44,394","especially if you're pouring a lot of effort and a lot of work and a lot of your like, like ""soul's"" the wrong word,"
"00:14:44,394 --> 00:14:47,604","but like a lot of your personal kind of effort into the game."
"00:14:47,604 --> 00:14:51,099","Like to see somebody come in and like just completely smash it."
"00:14:51,099 --> 00:14:54,416","I did the mistake and I should know better after so many years in games."
"00:14:54,416 --> 00:14:59,367","I think I went in Kotaku where they had an article about the ""Retro Mode""."
"00:14:59,367 --> 00:15:02,348","And like one of the comments, and you should never do that if you work in games."
"00:15:02,348 --> 00:15:03,331","Never read the comments."
"00:15:03,331 --> 00:15:05,580","Actually, generally don't read any internet comments."
"00:15:05,580 --> 00:15:08,749","I scroll down and somebody was like, this just look shit."
"00:15:08,749 --> 00:15:14,594","Like this is, you know, here, here's a comparison to a hand painted, hand painted sprites, versus down-res"
"00:15:14,594 --> 00:15:15,547","It's like, yes, obviously."
"00:15:15,547 --> 00:15:23,135","And then backers immediately jumped in ""Well they just put it in as a little add on"" Still the person was not satisfied with that at all."
"00:15:23,135 --> 00:15:27,999","And then he's like, well, if you were a backer you would see that, you know, they just put in during the weekend as a little side project."
"00:15:27,999 --> 00:15:29,356","I'm not a backer but this is shit."
"00:15:29,356 --> 00:15:30,496","I'm not going to buy this."
"00:15:30,500 --> 00:15:32,105","It gets, [throws hands up, exasperated]."
"00:15:32,220 --> 00:15:34,400","Having said all that, overall I think people are very happy."
"00:15:34,400 --> 00:15:37,711","I've got a lot of Tweets from people who are super happy with the project."
"00:15:37,711 --> 00:15:40,673","On the forums people are very happy, you know."
"00:15:40,673 --> 00:15:44,327","We saw someplace where some people like really, really enjoying the game."
"00:15:44,327 --> 00:15:50,950","And like, you know, it's good to see super-positive reactions of somebody just like laughing about all the jokes in the game."
"00:15:50,950 --> 00:15:53,290","And just generally like finding the game very beautiful and stuff like that."
"00:15:53,290 --> 00:15:54,110","So it's good."
"00:15:58,360 --> 00:15:59,240","Web Streamer: Fuck yeah!"
"00:16:00,720 --> 00:16:02,720","Web Streamer: I don't know! Which one! What do I pick!"
"00:16:05,280 --> 00:16:06,160","Oohh."
"00:16:07,620 --> 00:16:09,300","Shay: This must be where Marek sleeps."
"00:16:09,300 --> 00:16:13,685","Web Streamer: So he keeps the costume on while he sleeps."
"00:16:14,597 --> 00:16:15,457","That's funny."
"00:16:15,820 --> 00:16:18,360","Man, this is a genius game, genius story."
"00:16:22,852 --> 00:16:28,194","Schafer: I'm super happy that no one seems to have guessed the big spoiler at the end of it."
"00:16:28,194 --> 00:16:29,814","I really thought that was going to get out."
"00:16:29,900 --> 00:16:34,120","And actually long ago on the forums, one guy guessed it."
"00:16:34,611 --> 00:16:36,397","And no one followed up on it."
"00:16:36,397 --> 00:16:40,006","Like no one, he just said his little thing, hey, what if this is the case?"
"00:16:40,006 --> 00:16:41,584","And no one answered him."
"00:16:41,584 --> 00:16:43,178","I was like, oh man."
"00:16:43,178 --> 00:16:45,109","I feel, oh God."
"00:16:45,109 --> 00:16:49,759","You know, I hate that guy for guessing it, but I'm really, it's worth something."
"00:16:49,759 --> 00:16:51,459","We should send him some chocolate."
"00:16:52,828 --> 00:16:58,107","But everyone else has just had the exact like experience that I was hoping for, which is that they were really like, oh my God!"
"00:16:58,107 --> 00:16:59,487","I didn't see that coming, that's crazy."
"00:17:00,700 --> 00:17:02,537","Web Streamer: It's Shay!"
"00:17:02,677 --> 00:17:04,777","Shay was controlling Mog Chothra."
"00:17:08,210 --> 00:17:11,970","Web Streamer: Uhhh, Shay?"
"00:17:14,545 --> 00:17:15,625","Web Streamer: What the heck?"
"00:17:19,058 --> 00:17:19,898","What the heck?"
"00:17:21,708 --> 00:17:22,868","That's Shay!"
"00:17:25,848 --> 00:17:28,512","Schafer: But they all seemed to really be enjoying the ending."
"00:17:28,512 --> 00:17:30,580","And so I'm really happy with that."
"00:17:30,580 --> 00:17:36,288","And I'm really happy with people's response to like the story, the characters."
"00:17:36,288 --> 00:17:46,884","And a lot of people, I think, will actually appreciate the difficulty level in the game once we get out of the most hardcore part of the audience."
"00:17:46,884 --> 00:17:55,302","I think they'll like that, that it flows more as opposed to hitting a series of really, really hard stops, for most people."
"00:17:59,275 --> 00:18:01,332","Schafer: I mean, you can tell they already anticipated that."
"00:18:01,332 --> 00:18:09,893","After play-testing the first part, I was like, I think this is a little easy, but I think rather than just throwing a monkey wrench, Monkey Island joke,"
"00:18:09,893 --> 00:18:20,357","in there, I'm really focusing on Act Two and making Act Two a little more, instead of things being one step, having them be a little more complex."
"00:18:21,411 --> 00:18:23,631","So I'm way ahead of them, way ahead of them on that."
"00:18:25,274 --> 00:18:27,363","Petty: You know, I think, yeah, it's interesting."
"00:18:27,363 --> 00:18:33,320","Like the, I don't, I don't think I read anything that I felt was unfair and it all seemed pretty balanced."
"00:18:33,320 --> 00:18:39,653","There were, I think, you know, there's some comments about length, maybe a couple of them."
"00:18:39,653 --> 00:18:43,787","And that's kind of difficult, because you know, I mean, this was the same on Stacking."
"00:18:43,787 --> 00:18:50,492","You know, you can, you can burn through an adventure game and, and that can really shorten your play experience."
"00:18:50,492 --> 00:18:54,503","But I don't know if that's the best way to evaluate that particular game."
"00:18:54,503 --> 00:18:58,263","You know, it's not a game that has a mechanic that just like is endlessly playable."
"00:18:58,263 --> 00:19:04,363","So it's a little, I don't know, you know, it's just, it's just something that happens with adventure games that, I've seen that come up."
"00:19:04,363 --> 00:19:09,602","I don't necessarily disagree with it, but I guess I don't know what to say about it, you know."
"00:19:09,602 --> 00:19:15,905","But I think, you know, in some other stuff is stuff that we discussed early on that I've seen like, you know, the lack of a verb coin or a verb page."
"00:19:15,905 --> 00:19:20,529","And I think that's just a choice Tim, and I think the correct choice Tim made early on, you know."
"00:19:20,529 --> 00:19:27,152","I don't think there's probably people played Machinarium that also was like, this would be better if I could have a look and examine and verb link."
"00:19:27,152 --> 00:19:31,292","But I don't really feel like the experience needed it in any way and I don't really feel like Broken Age needs it in anyway."
"00:19:31,292 --> 00:19:35,574","And I don't really feel like that's where we puzzle depth, mechanical depth anyways."
"00:19:35,574 --> 00:19:42,485","So you know, I mean, I wouldn't oppose it if someone really, really, like we had started the game and we really, really wanted to take that approach."
"00:19:42,485 --> 00:19:49,919","But I just like the idea of you know, I think Tim's initial vision for the game would be like, well, what if adventure games just kept going?"
"00:19:49,919 --> 00:19:51,512","And we just were keeping it working."
"00:19:51,512 --> 00:19:53,587","We wouldn't keep making the exact same thing."
"00:19:53,587 --> 00:19:57,883","We'd try and mess with the formula and advance things and I think that's what we tried to do with visuals."
"00:19:57,883 --> 00:19:59,987","We didn't want to make retro visuals, right."
"00:19:59,987 --> 00:20:07,227","We wanted to make visuals that were 2D and charming, but also took advantage of modern methodologies and technologies and resolutions."
"00:20:07,227 --> 00:20:11,067","And I think the approach to the game play is consistent with that."
"00:20:12,595 --> 00:20:13,613","And this is a choice."
"00:20:13,613 --> 00:20:21,294","You know, and some people will want that exact Monkey Island moment and some people are like, thank God, the puzzles aren't that confusing, you know."
"00:20:21,294 --> 00:20:23,709","It's hard, it's hard to get the right."
"00:20:23,709 --> 00:20:31,877","Petty: So what I would like to do is next week, since Bagel's out for two weeks and I wanted him to come out at this time so we could kick off Act Two."
"00:20:31,877 --> 00:20:35,646","So I would like to kind of, at the very least, we'll see who has time."
"00:20:35,646 --> 00:20:41,650","At the very least Bagel and Levi and myself to start concept jamming next week on early Act Two stuff."
"00:20:41,650 --> 00:20:46,701","And Tim hasn't delivered the final design or dialogue yet, but I already know some of high level stuff"
"00:20:46,701 --> 00:20:51,660","and then hopefully we can get him to kind of, I can kind of like mention all that and he can kind of correct me"
"00:20:51,660 --> 00:20:53,528","where he's changed things and just get us going."
"00:20:53,528 --> 00:20:59,948","So there's definitely a new, at least one new area that has no presence at all in the current act that we have to design."
"00:20:59,948 --> 00:21:04,638","And we had some very early stuff on it from before, but we haven't thought about it in 18 months."
"00:21:04,638 --> 00:21:07,042","So we'll probably start there."
"00:21:07,042 --> 00:21:10,946","Stapley: So are these the only new, this is like pretty much all we have to worry, really worry about, right?"
"00:21:10,946 --> 00:21:12,860","I mean, those only new things?"
"00:21:12,860 --> 00:21:15,742","Petty: Well, this is the new stuff we know about for sure."
"00:21:15,742 --> 00:21:17,582","So I thought we'd start there. OK."
"00:21:17,582 --> 00:21:21,912","So the thing that Tim, like he's going to be here after lunch, we can him some more questions"
"00:21:21,912 --> 00:21:27,374","but the thing that we know for sure is that we need a monster lands area."
"00:21:27,374 --> 00:21:33,096","It's probably also a good chance for us to think about where we want to go with, you know, as we're developing him,"
"00:21:33,096 --> 00:21:35,472","if we want to go anyplace different with Marek."
"00:21:35,472 --> 00:21:37,065","Here's another concept that we can think about."
"00:21:37,065 --> 00:21:40,497","Is we talked about, OK, what Alex's is."
"00:21:40,497 --> 00:21:44,516","And originally Tim kept saying, well, it's, oh, this'll be a copy of Mog Chothra to save time."
"00:21:44,516 --> 00:21:46,606","And I was saying, well, that's not really going to save us much time."
"00:21:46,606 --> 00:21:50,662","I mean, it'll save a week or so of production time, but..."
"00:21:50,662 --> 00:21:52,362","Stapley: It's got to be like older version."
"00:21:52,362 --> 00:21:53,426","Petty: Right. Like it's been buried."
"00:21:53,426 --> 00:21:55,233","It's not going to look the same."
"00:21:55,233 --> 00:21:57,180","I'd love to see it like a previous generation."
"00:21:57,180 --> 00:22:00,916","Because when we were starting to draw like, I don't know, maybe, like some of these older ones or whatever,"
